"NCR_PD_BAND_ID","NCR_PD_BAND_KEY_VAL","NCR_EXPSR_CL_KEY_VAL","PD_MIN_VAL","PD_MAX_VAL","PD_MIN_VAL_DESC","PD_MAX_VAL_DESC","PD_BAND_EXPSR_CL_DESC","NCR_PD_BAND_DESC","FRS_CD","PD_BAND","TRANSACTOR_F","CMHC_F","EFF_FROM_YR_MTH","EFF_TO_YR_MTH","CRNT_F","INSRT_PROCESS_TMSTMP","UPDT_PROCESS_TMSTMP"
17143,"1406","0510",,,,,Residential Mortgage - CMHC Insured,PD Band 6,"6","6",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17442,"1407","0502",0.01860309,0.02376049,"1.8603%","2.3760%",Mortgage,PD Band 7,"7","7",,,"202401","202411",N,2024-02-03-22.55.00.000000,2024-12-13-13.57.00.000000
17025,"1407","0503",0.00750200,0.01201700,"0.7502%","1.2017%",HELOC,PD Band 7,"7","7",,,"200010","202301",N,2014-10-02-10.56.09.000000,2023-03-01-11.29.00.000000
17059,"1407","0504",0.00752600,0.01201700,"0.7526%","1.2017%",Total QRRE,PD Band 7,"7","7",,,"200010","202301",N,2014-10-02-10.56.09.000000,2023-03-01-11.29.00.000000
17445,"1407","0504",0.02355452,0.02710574,"2.3554%","2.7105%",Total QRRE,PD Band 7,"7","7",N,,"202401","202411",N,2024-02-03-22.55.00.000000,2024-12-13-13.57.00.000000
17565,"1407","0507",0.01218749,0.01666639,"1.2187%","1.6666%",Other Retail,PD Band 7,"7","7",,,"202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17447,"1407","0507",0.01236138,0.01702216,"1.2361%","1.7022%",Other Retail,PD Band 7,"7","7",,,"202401","202411",N,2024-02-03-22.55.00.000000,2024-12-13-13.57.00.000000
17144,"1407","0510",,,,,Residential Mortgage - CMHC Insured,PD Band 7,"7","7",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17670,"1407","0599",0.00563545,0.00673502,"0.5635%","0.6735%",No Exposure Class,PD Band 7,"7","7",,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17196,"1407","0599",,,,,No Exposure Class,PD Band 7,"7","7",,,"200010","202302",N,2014-10-02-10.56.09.000000,2023-04-12-15.57.00.000000
17077,"1408","0500",,,,,Total Retail,PD Band 8,"8","8",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17568,"1408","0502",0.02370981,0.10091444,"2.3709%","10.0914%",Mortgage,PD Band 8,"8","8",,Y,"202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17452,"1408","0504",0.02710575,0.04712729,"2.7105%","4.7127%",Total QRRE,PD Band 8,"8","8",N,,"202401","202411",N,2024-02-03-22.55.00.000000,2024-12-13-13.57.00.000000
17267,"1408","0504",0.02444068,0.04433860,"2.4441%","4.4339%",Total QRRE,PD Band 8,"8","8",N,,"202302","202302",N,2023-03-01-11.29.00.000000,2023-04-12-15.57.00.000000
17095,"1409","0501",,,,,Mortgage and HELOC,PD Band 9,"9","9",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17573,"1409","0502",0.10091445,0.19705182,"10.0914%","19.7051%",Mortgage,PD Band 9,"9","9",,,"202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17677,"1409","0502",0.11629952,0.20346062,"11.6299%","20.3460%",Mortgage,PD Band 9,"9","9",,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17679,"1409","0504",0.02245337,0.02313929,"2.2453%","2.3139%",Total QRRE,PD Band 9,"9","9",N,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17576,"1409","0504",0.02418950,0.02787251,"2.4189%","2.7872%",Total QRRE,PD Band 9,"9","9",T,,"202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17461,"1409","0507",0.03923558,0.04392057,"3.9235%","4.3920%",Other Retail,PD Band 9,"9","9",,,"202401","202411",N,2024-02-03-22.55.00.000000,2024-12-13-13.57.00.000000
17348,"1409","0507",0.03740439,0.03843415,"3.7404%","3.8434%",Other Retail,PD Band 9,"9","9",,,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17011,"1410","0502",0.02215700,0.03325900,"2.2157%","3.3259%",Mortgage,PD Band 10,"10","10",,,"200010","202301",N,2014-10-02-10.56.09.000000,2023-03-01-11.29.00.000000
17273,"1410","0504",0.05698040,0.10054580,"5.6980%","10.0546%",Total QRRE,PD Band 10,"10","10",N,,"202302","202302",N,2023-03-01-11.29.00.000000,2023-04-12-15.57.00.000000
17274,"1410","0504",0.80201000,0.94733483,"80.2010%","94.7335%",Total QRRE,PD Band 10,"10","10",T,,"202302","202302",N,2023-03-01-11.29.00.000000,2023-04-12-15.57.00.000000
17182,"1411","0512",,,,,Residential Mortgage - Non-Insured,PD Band 11,"11","11",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17474,"1411","0599",0.02376050,0.03742630,"2.3760%","3.7426%",No Exposure Class,PD Band 11,"11","11",,,"202401","202411",N,2024-02-03-22.55.00.000000,2024-12-13-13.57.00.000000
17166,"1412","0511",,,,,Residential Mortgage - Other Insured,PD Band 12,"12","12",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17480,"1412","0599",0.03742631,0.04712729,"3.7426%","4.7127%",No Exposure Class,PD Band 12,"12","12",,,"202401","202411",N,2024-02-03-22.55.00.000000,2024-12-13-13.57.00.000000
17481,"1413","0502",0.57352112,0.99999999,"57.3521%","99.9999%",Mortgage,PD Band 13,"13","13",,,"202401","202411",N,2024-02-03-22.55.00.000000,2024-12-13-13.57.00.000000
17370,"1413","0599",0.07924736,0.10054581,"7.9247%","10.0546%",No Exposure Class,PD Band 13,"13","13",,,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17597,"1414","0504",0.24190225,0.28201936,"24.1902%","28.2019%",Total QRRE,PD Band 14,"14","14",N,,"202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17282,"1414","0504",0.28178903,0.48930935,"28.1789%","48.9309%",Total QRRE,PD Band 14,"14","14",N,,"202302","202302",N,2023-03-01-11.29.00.000000,2023-04-12-15.57.00.000000
17134,"1414","0506",,,,,LOC,PD Band 14,"14","14",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17703,"1414","0507",0.03595971,0.03637415,"3.5959%","3.6374%",Other Retail,PD Band 14,"14","14",,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17151,"1414","0510",,,,,Residential Mortgage - CMHC Insured,PD Band 14,"14","14",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17168,"1414","0511",,,,,Residential Mortgage - Other Insured,PD Band 14,"14","14",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17491,"1415","0504",0.28985406,0.51156171,"28.9854%","51.1561%",Total QRRE,PD Band 15,"15","15",N,,"202401","202411",N,2024-02-03-22.55.00.000000,2024-12-13-13.57.00.000000
17607,"1416","0507",0.37577574,0.50751491,"37.5775%","50.7514%",Other Retail,PD Band 16,"16","16",,,"202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17711,"1416","0507",0.05728835,0.06020866,"5.7288%","6.0208%",Other Retail,PD Band 16,"16","16",,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17376,"1416","0507",0.38326177,0.47418489,"38.3262%","47.4185%",Other Retail,PD Band 16,"16","16",,,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17505,"1418","0507",0.51091571,0.99999999,"51.0915%","99.9999%",Other Retail,PD Band 18,"18","18",,,"202401","202411",N,2024-02-03-22.55.00.000000,2024-12-13-13.57.00.000000
17619,"1419","0599",0.19705183,0.22048156,"19.7051%","22.0481%",No Exposure Class,PD Band 19,"19","19",,,"202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17509,"1419","0599",0.28985406,0.37139920,"28.9854%","37.1399%",No Exposure Class,PD Band 19,"19","19",,,"202401","202411",N,2024-02-03-22.55.00.000000,2024-12-13-13.57.00.000000
17725,"1420","0504",0.81913716,0.95598263,"81.9137%","95.5982%",Total QRRE,PD Band 20,"20","20",T,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17728,"1421","0504",0.95598264,0.99999999,"95.5982%","99.9999%",Total QRRE,PD Band 21,"21","21",T,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17625,"1422","0504",0.96413495,0.99999999,"96.4134%","99.9999%",Total QRRE,PD Band 22,"22","22",T,,"202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17732,"1424","0599",0.46369595,0.52194028,"46.3695%","52.1940%",No Exposure Class,PD Band 24,"24","24",,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17084,"1426","0500",,,,,Total Retail,Defaulted - 100%,"26","26",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17526,"1426","0599",1.00000000,1.00000000,"100.00%","100.00%",No Exposure Class,Defaulted - 100%,"26","26",,,"202401","999912",Y,2024-02-03-22.55.00.000000,2024-02-03-22.55.00.000000
17243,"1400","0504",-1.00000000,-1.00000000,,,Total QRRE,Total PD Band,,,N,,"202302","999912",Y,2023-03-01-11.29.00.000000,2023-03-01-11.29.00.000000
17246,"1401","0504",0.00050000,0.00077127,"0.0500%","0.0771%",Total QRRE,PD Band 1,"1","1",N,,"202302","202302",N,2023-03-01-11.29.00.000000,2023-04-12-15.57.00.000000
17208,"1401","0507",0.00050000,0.00050000,"0.0500%","0.0500%",Other Retail,PD Band 1,"1","1",,,"202302","999912",Y,2023-03-01-11.29.00.000000,2023-03-01-11.29.00.000000
17138,"1401","0510",,,,,Residential Mortgage - CMHC Insured,PD Band 1,"1","1",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17249,"1402","0504",0.00077128,0.00082008,"0.0771%","0.0820%",Total QRRE,PD Band 2,"2","2",N,,"202302","202302",N,2023-03-01-11.29.00.000000,2023-04-12-15.57.00.000000
17534,"1403","0502",0.00099385,0.00191663,"0.0993%","0.1916%",Mortgage,PD Band 3,"3","3",,,"202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17641,"1403","0504",0.00104735,0.00168436,"0.1047%","0.1684%",Total QRRE,PD Band 3,"3","3",N,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17417,"1403","0504",0.00434130,0.00507836,"0.4341%","0.5078%",Total QRRE,PD Band 3,"3","3",N,,"202401","202411",N,2024-02-03-22.55.00.000000,2024-12-13-13.57.00.000000
17643,"1403","0507",0.00090716,0.00231661,"0.0907%","0.2316%",Other Retail,PD Band 3,"3","3",,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17192,"1403","0599",,,,,No Exposure Class,PD Band 3,"3","3",,,"200010","202302",N,2014-10-02-10.56.09.000000,2023-04-12-15.57.00.000000
17090,"1404","0501",,,,,Mortgage and HELOC,PD Band 4,"4","4",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17315,"1404","0503",0.00715700,0.03706662,"0.7157%","3.7067%",HELOC,PD Band 4,"4","4",,,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17544,"1404","0504",0.00464349,0.00616273,"0.4643%","0.6162%",Total QRRE,PD Band 4,"4","4",N,,"202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17649,"1404","0504",0.00168437,0.00505106,"0.1684%","0.5051%",Total QRRE,PD Band 4,"4","4",T,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17107,"1404","0505",,,,,Credit Card,PD Band 4,"4","4",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17546,"1404","0507",0.00247482,0.00631006,"0.2474%","0.6310%",Other Retail,PD Band 4,"4","4",,,"202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17651,"1404","0599",0.00138924,0.00206736,"0.1389%","0.2067%",No Exposure Class,PD Band 4,"4","4",,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17193,"1404","0599",,,,,No Exposure Class,PD Band 4,"4","4",,,"200010","202302",N,2014-10-02-10.56.09.000000,2023-04-12-15.57.00.000000
17091,"1405","0501",,,,,Mortgage and HELOC,PD Band 5,"5","5",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17320,"1405","0502",0.00443383,0.00678849,"0.4434%","0.6788%",Mortgage,PD Band 5,"5","5",,,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17322,"1405","0503",0.03706663,0.10447018,"3.7067%","10.4470%",HELOC,PD Band 5,"5","5",,,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17430,"1405","0503",0.03742631,0.16048385,"3.7426%","16.0483%",HELOC,PD Band 5,"5","5",,,"202401","202411",N,2024-02-03-22.55.00.000000,2024-12-13-13.57.00.000000
17057,"1405","0504",0.00410000,0.00593300,"0.4100%","0.5933%",Total QRRE,PD Band 5,"5","5",,,"200010","202301",N,2014-10-02-10.56.09.000000,2023-03-01-11.29.00.000000
17259,"1405","0504",0.02146365,0.05698039,"2.1464%","5.6980%",Total QRRE,PD Band 5,"5","5",T,,"202302","202302",N,2023-03-01-11.29.00.000000,2023-04-12-15.57.00.000000
17432,"1405","0504",0.00434130,0.00507836,"0.4341%","0.5078%",Total QRRE,PD Band 5,"5","5",T,,"202401","202411",N,2024-02-03-22.55.00.000000,2024-12-13-13.57.00.000000
17324,"1405","0504",0.00340686,0.00617022,"0.3407%","0.6170%",Total QRRE,PD Band 5,"5","5",T,,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17108,"1405","0505",,,,,Credit Card,PD Band 5,"5","5",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17554,"1405","0599",0.00149013,0.00247481,"0.1490%","0.2474%",No Exposure Class,PD Band 5,"5","5",,,"202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17194,"1405","0599",,,,,No Exposure Class,PD Band 5,"5","5",,,"200010","202302",N,2014-10-02-10.56.09.000000,2023-04-12-15.57.00.000000
17092,"1406","0501",,,,,Mortgage and HELOC,PD Band 6,"6","6",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17555,"1406","0502",0.00717357,0.01903560,"0.7173%","1.9035%",Mortgage,PD Band 6,"6","6",,,"202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17221,"1406","0502",0.00678849,0.01687777,"0.6788%","1.6878%",Mortgage,PD Band 6,"6","6",,,"202302","202302",N,2023-03-01-11.29.00.000000,2023-04-12-15.57.00.000000
17661,"1406","0504",0.00673503,0.00757355,"0.6735%","0.7573%",Total QRRE,PD Band 6,"6","6",N,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17223,"1406","0507",0.00915972,0.01118091,"0.9160%","1.1181%",Other Retail,PD Band 6,"6","6",,,"202302","202302",N,2023-03-01-11.29.00.000000,2023-04-12-15.57.00.000000
17332,"1406","0599",0.00617023,0.00915972,"0.6170%","0.9160%",No Exposure Class,PD Band 6,"6","6",,,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17561,"1407","0502",0.01903561,0.02370980,"1.9035%","2.3709%",Mortgage,PD Band 7,"7","7",,,"202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17563,"1407","0504",0.01519681,0.02418949,"1.5196%","2.4189%",Total QRRE,PD Band 7,"7","7",N,,"202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17265,"1407","0504",0.12213272,0.25921536,"12.2133%","25.9215%",Total QRRE,PD Band 7,"7","7",T,,"202302","202302",N,2023-03-01-11.29.00.000000,2023-04-12-15.57.00.000000
17042,"1407","0507",0.01309900,0.01836600,"1.3099%","1.8366%",Other Retail,PD Band 7,"7","7",,,"200010","202301",N,2014-10-02-10.56.09.000000,2023-03-01-11.29.00.000000
17671,"1408","0502",0.02452462,0.11629951,"2.4524%","11.6299%",Mortgage,PD Band 8,"8","8",,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17009,"1408","0502",0.00965800,0.01255500,"0.9658%","1.2555%",Mortgage,PD Band 8,"8","8",,,"200010","202301",N,2014-10-02-10.56.09.000000,2023-03-01-11.29.00.000000
17450,"1408","0502",0.02376050,0.08712833,"2.3760%","8.7128%",Mortgage,PD Band 8,"8","8",,Y,"202401","202411",N,2024-02-03-22.55.00.000000,2024-12-13-13.57.00.000000
17454,"1408","0507",0.01702217,0.03923557,"1.7022%","3.9235%",Other Retail,PD Band 8,"8","8",,,"202401","202411",N,2024-02-03-22.55.00.000000,2024-12-13-13.57.00.000000
17043,"1408","0507",0.01836700,0.02194100,"1.8367%","2.1941%",Other Retail,PD Band 8,"8","8",,,"200010","202301",N,2014-10-02-10.56.09.000000,2023-03-01-11.29.00.000000
17145,"1408","0510",,,,,Residential Mortgage - CMHC Insured,PD Band 8,"8","8",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17343,"1408","0599",0.01118092,0.02146364,"1.1181%","2.1464%",No Exposure Class,PD Band 8,"8","8",,,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17078,"1409","0500",,,,,Total Retail,PD Band 9,"9","9",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17344,"1409","0502",0.05588362,0.08483514,"5.5884%","8.4835%",Mortgage,PD Band 9,"9","9",,,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17061,"1409","0504",0.01863300,0.03659500,"1.8633%","3.6595%",Total QRRE,PD Band 9,"9","9",,,"200010","202301",N,2014-10-02-10.56.09.000000,2023-03-01-11.29.00.000000
17270,"1409","0504",0.04433861,0.05698039,"4.4339%","5.6980%",Total QRRE,PD Band 9,"9","9",N,,"202302","202302",N,2023-03-01-11.29.00.000000,2023-04-12-15.57.00.000000
17112,"1409","0505",,,,,Credit Card,PD Band 9,"9","9",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17682,"1409","0599",0.00757356,0.00982139,"0.7573%","0.9821%",No Exposure Class,PD Band 9,"9","9",,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17579,"1410","0502",0.19705183,0.99999999,"19.7051%","99.9999%",Mortgage,PD Band 10,"10","10",,,"202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17028,"1410","0503",0.03659600,0.08019600,"3.6596%","8.0196%",HELOC,PD Band 10,"10","10",,,"200010","202301",N,2014-10-02-10.56.09.000000,2023-03-01-11.29.00.000000
17687,"1410","0507",0.01184442,0.01347100,"1.1844%","1.3471%",Other Retail,PD Band 10,"10","10",,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17467,"1410","0507",0.04392058,0.07919725,"4.3920%","7.9197%",Other Retail,PD Band 10,"10","10",,,"202401","202411",N,2024-02-03-22.55.00.000000,2024-12-13-13.57.00.000000
17354,"1410","0507",0.03843416,0.07924735,"3.8434%","7.9247%",Other Retail,PD Band 10,"10","10",,,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17585,"1411","0504",0.06350482,0.10066214,"6.3504%","10.0662%",Total QRRE,PD Band 11,"11","11",N,,"202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17587,"1411","0507",0.07763164,0.08448669,"7.7631%","8.4486%",Other Retail,PD Band 11,"11","11",,,"202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17691,"1411","0507",0.01347101,0.01665765,"1.3471%","1.6657%",Other Retail,PD Band 11,"11","11",,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17475,"1412","0502",0.37139921,0.57352111,"37.1399%","57.3521%",Mortgage,PD Band 12,"12","12",,,"202401","202411",N,2024-02-03-22.55.00.000000,2024-12-13-13.57.00.000000
17278,"1412","0502",0.25584426,0.52961899,"25.5844%","52.9619%",Mortgage,PD Band 12,"12","12",,Y,"202302","202302",N,2023-03-01-11.29.00.000000,2023-04-12-15.57.00.000000
17183,"1412","0512",,,,,Residential Mortgage - Non-Insured,PD Band 12,"12","12",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17697,"1413","0504",0.07679213,0.13252304,"7.6792%","13.2523%",Total QRRE,PD Band 13,"13","13",N,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17483,"1413","0504",0.20774522,0.27653603,"20.7745%","27.6536%",Total QRRE,PD Band 13,"13","13",N,,"202401","202411",N,2024-02-03-22.55.00.000000,2024-12-13-13.57.00.000000
17485,"1413","0507",0.17498917,0.18037253,"17.4989%","18.0372%",Other Retail,PD Band 13,"13","13",,,"202401","202411",N,2024-02-03-22.55.00.000000,2024-12-13-13.57.00.000000
17167,"1413","0511",,,,,Residential Mortgage - Other Insured,PD Band 13,"13","13",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17596,"1413","0599",0.02418950,0.03845872,"2.4189%","3.8458%",No Exposure Class,PD Band 13,"13","13",,,"202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17701,"1414","0504",0.13252305,0.17658170,"13.2523%","17.6581%",Total QRRE,PD Band 14,"14","14",N,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17371,"1414","0504",0.25921537,0.28178902,"25.9215%","28.1789%",Total QRRE,PD Band 14,"14","14",N,,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17185,"1414","0512",,,,,Residential Mortgage - Non-Insured,PD Band 14,"14","14",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17285,"1416","0504",0.60737726,0.80200999,"60.7377%","80.2010%",Total QRRE,PD Band 16,"16","16",N,,"202302","202302",N,2023-03-01-11.29.00.000000,2023-04-12-15.57.00.000000
17609,"1417","0504",0.53588403,0.62938178,"53.5884%","62.9381%",Total QRRE,PD Band 17,"17","17",N,,"202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17713,"1417","0504",0.28128619,0.52078888,"28.1286%","52.0788%",Total QRRE,PD Band 17,"17","17",N,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17390,"1417","0504",0.28178903,0.48930935,"28.1789%","48.9309%",Total QRRE,PD Band 17,"17","17",T,,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17500,"1417","0504",0.28985406,0.51156171,"28.9854%","51.1561%",Total QRRE,PD Band 17,"17","17",T,,"202401","202411",N,2024-02-03-22.55.00.000000,2024-12-13-13.57.00.000000
17715,"1417","0507",0.06020867,0.07505198,"6.0208%","7.5051%",Other Retail,PD Band 17,"17","17",,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17614,"1418","0504",0.53588403,0.62938178,"53.5884%","62.9381%",Total QRRE,PD Band 18,"18","18",T,,"202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17617,"1419","0504",0.83810236,0.87370617,"83.8102%","87.3706%",Total QRRE,PD Band 19,"19","19",N,,"202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17394,"1419","0504",0.60737726,0.80200999,"60.7377%","80.2010%",Total QRRE,PD Band 19,"19","19",T,,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17734,"1419","0507",0.08049268,0.17636696,"8.0492%","17.6366%",Other Retail,PD Band 19,"19","19",,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17396,"1420","0504",0.94733485,0.99999999,"94.7335%","99.9999%",Total QRRE,PD Band 20,"20","20",N,,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17399,"1421","0504",0.88453579,0.94733484,"88.4536%","94.7335%",Total QRRE,PD Band 21,"21","21",T,,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17515,"1422","0504",0.95892667,0.99999999,"95.8926%","99.9999%",Total QRRE,PD Band 22,"22","22",T,,"202401","202411",N,2024-02-03-22.55.00.000000,2024-12-13-13.57.00.000000
17402,"1422","0599",0.51444111,0.60737725,"51.4441%","60.7377%",No Exposure Class,PD Band 22,"22","22",,,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17403,"1423","0599",0.60737726,0.80200999,"60.7377%","80.2010%",No Exposure Class,PD Band 23,"23","23",,,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17628,"1424","0599",0.62938179,0.87370617,"62.9381%","87.3706%",No Exposure Class,PD Band 24,"24","24",,,"202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17067,"1426","0504",1.00000000,1.00000000,"100.0000%","100.0000%",Total QRRE,Defaulted - 100%,"26","26",,,"200010","202301",N,2014-10-02-10.56.09.000000,2023-03-01-11.29.00.000000
17294,"1426","0504",1.00000000,1.00000000,"100.0000%","100.0000%",Total QRRE,Defaulted - 100%,"26","26",T,,"202302","202312",N,2023-03-01-11.29.00.000000,2024-02-03-22.55.00.000000
17135,"1426","0506",,,,,LOC,Defaulted - 100%,"26","26",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17295,"1499","0502",-2.00000000,-2.00000000,,,Mortgage,No PD Band,,,,Y,"202302","999912",Y,2023-03-01-11.29.00.000000,2023-03-01-11.29.00.000000
17153,"1499","0510",,,,,Residential Mortgage - CMHC Insured,No PD Band,,,,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17170,"1499","0511",,,,,Residential Mortgage - Other Insured,No PD Band,,,,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17171,"1400","0512",,,,,Residential Mortgage - Non-Insured,Total PD Band,,,,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17155,"1401","0511",,,,,Residential Mortgage - Other Insured,PD Band 1,"1","1",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17190,"1401","0599",,,,,No Exposure Class,PD Band 1,"1","1",,,"200010","202302",N,2014-10-02-10.56.09.000000,2023-04-12-15.57.00.000000
17527,"1402","0502",0.00050001,0.00099384,"0.0500%","0.0993%",Mortgage,PD Band 2,"2","2",,,"202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
