"NCR_PD_BAND_ID","NCR_PD_BAND_KEY_VAL","NCR_EXPSR_CL_KEY_VAL","PD_MIN_VAL","PD_MAX_VAL","PD_MIN_VAL_DESC","PD_MAX_VAL_DESC","PD_BAND_EXPSR_CL_DESC","NCR_PD_BAND_DESC","FRS_CD","PD_BAND","TRANSACTOR_F","CMHC_F","EFF_FROM_YR_MTH","EFF_TO_YR_MTH","CRNT_F","INSRT_PROCESS_TMSTMP","UPDT_PROCESS_TMSTMP"
17105,"1402","0505",,,,,Credit Card,PD Band 2,"2","2",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17072,"1403","0500",,,,,Total Retail,PD Band 3,"3","3",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17236,"1411","0507",0.07924735,0.08787348,"7.9247%","8.7873%",Other Retail,PD Band 11,"11","11",,,"202302","202302",N,2023-03-01-11.29.00.000000,2023-04-12-15.57.00.000000
17148,"1411","0510",,,,,Residential Mortgage - CMHC Insured,PD Band 11,"11","11",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17098,"1412","0501",,,,,Mortgage and HELOC,PD Band 12,"12","12",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17589,"1412","0504",0.10066215,0.13369766,"10.0662%","13.3697%",Total QRRE,PD Band 12,"12","12",N,,"202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17383,"1412","0504",0.05698041,0.10054581,"5.6980%","10.0546%",Total QRRE,PD Band 12,"12","12",T,,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17099,"1413","0501",,,,,Mortgage and HELOC,PD Band 13,"13","13",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17367,"1413","0502",0.52961901,0.99999999,"52.9619%","99.9999%",Mortgage,PD Band 13,"13","13",,Y,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17384,"1413","0504",0.10054582,0.12213272,"10.0546%","12.2133%",Total QRRE,PD Band 13,"13","13",T,,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17150,"1413","0510",,,,,Residential Mortgage - CMHC Insured,PD Band 13,"13","13",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17066,"1414","0504",0.56761200,0.99999900,"56.7612%","99.9999%",Total QRRE,PD Band 14,"14","14",,,"200010","202301",N,2014-10-02-10.56.09.000000,2023-03-01-11.29.00.000000
17487,"1414","0504",0.27653604,0.28985405,"27.6536%","28.9854%",Total QRRE,PD Band 14,"14","14",N,,"202401","202411",N,2024-02-03-22.55.00.000000,2024-12-13-13.57.00.000000
17117,"1414","0505",,,,,Credit Card,PD Band 14,"14","14",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17049,"1414","0507",0.64302100,0.99999900,"64.3021%","99.9999%",Other Retail,PD Band 14,"14","14",,,"200010","202301",N,2014-10-02-10.56.09.000000,2023-03-01-11.29.00.000000
17492,"1415","0504",0.20774522,0.27653603,"20.7745%","27.6536%",Total QRRE,PD Band 15,"15","15",T,,"202401","202411",N,2024-02-03-22.55.00.000000,2024-12-13-13.57.00.000000
17284,"1415","0507",0.20158974,0.38326176,"20.1590%","38.3262%",Other Retail,PD Band 15,"15","15",,,"202302","202312",N,2023-03-01-11.29.00.000000,2024-02-03-22.55.00.000000
17710,"1416","0504",0.23992673,0.28128618,"23.9926%","28.1286%",Total QRRE,PD Band 16,"16","16",T,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17610,"1417","0504",0.29377552,0.53588402,"29.3775%","53.5884%",Total QRRE,PD Band 17,"17","17",T,,"202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17291,"1419","0504",0.94733484,0.99999999,"94.7335%","99.9999%",Total QRRE,PD Band 19,"19","19",N,,"202302","202302",N,2023-03-01-11.29.00.000000,2023-04-12-15.57.00.000000
17395,"1419","0599",0.25921537,0.38326176,"25.9215%","38.3262%",No Exposure Class,PD Band 19,"19","19",,,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17511,"1420","0504",0.82863018,0.86420455,"82.8630%","86.4204%",Total QRRE,PD Band 20,"20","20",T,,"202401","202411",N,2024-02-03-22.55.00.000000,2024-12-13-13.57.00.000000
17622,"1420","0599",0.22048157,0.28201936,"22.0481%","28.2019%",No Exposure Class,PD Band 20,"20","20",,,"202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17623,"1421","0504",0.87370618,0.96413494,"87.3706%","96.4134%",Total QRRE,PD Band 21,"21","21",T,,"202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17400,"1421","0599",0.47418490,0.51444110,"47.4185%","51.4441%",No Exposure Class,PD Band 21,"21","21",,,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17401,"1422","0504",0.94733485,0.99999999,"94.7335%","99.9999%",Total QRRE,PD Band 22,"22","22",T,,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17738,"1423","0507",0.27583662,0.43123208,"27.5836%","43.1232%",Other Retail,PD Band 23,"23","23",,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17405,"1425","0599",0.88453579,0.99999999,"88.4536%","99.9999%",No Exposure Class,PD Band 25,"25","25",,,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17033,"1426","0503",1.00000000,1.00000000,"100.0000%","100.0000%",HELOC,Defaulted - 100%,"26","26",,,"200010","202312",N,2014-10-02-10.56.09.000000,2024-02-03-22.55.00.000000
17119,"1499","0505",,,,,Credit Card,No PD Band,,,,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17298,"1400","0599",-1.00000000,-1.00000000,,,No Exposure Class,Total PD Band,,,,,"202303","999912",Y,2023-04-12-15.57.00.000000,2023-04-12-15.57.00.000000
17299,"1401","0502",0.00000000,0.00041555,"0.0000%","0.0416%",Mortgage,PD Band 1,"1","1",,Y,"202303","202311",N,2023-04-12-15.57.00.000000,2024-01-05-14.23.22.574537
17631,"1402","0502",0.00050001,0.00068532,"0.0500%","0.0685%",Mortgage,PD Band 2,"2","2",,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17302,"1402","0502",0.00050001,0.00079631,"0.0500%","0.0796%",Mortgage,PD Band 2,"2","2",,Y,"202312","202312",N,2024-01-05-14.23.22.641092,2024-02-03-22.55.00.000000
17411,"1402","0504",0.00050001,0.00076131,"0.0500%","0.0761%",Total QRRE,PD Band 2,"2","2",T,,"202401","202411",N,2024-02-03-22.55.00.000000,2024-12-13-13.57.00.000000
17122,"1402","0506",,,,,LOC,PD Band 2,"2","2",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17139,"1402","0510",,,,,Residential Mortgage - CMHC Insured,PD Band 2,"2","2",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17156,"1402","0511",,,,,Residential Mortgage - Other Insured,PD Band 2,"2","2",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17089,"1403","0501",,,,,Mortgage and HELOC,PD Band 3,"3","3",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17536,"1403","0503",0.00149013,0.01121710,"0.1490%","1.1217%",HELOC,PD Band 3,"3","3",,,"202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17309,"1403","0504",0.00340686,0.00617022,"0.3407%","0.6170%",Total QRRE,PD Band 3,"3","3",N,,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17542,"1404","0502",0.00191664,0.00462206,"0.1916%","0.4622%",Mortgage,PD Band 4,"4","4",,Y,"202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17256,"1404","0504",0.00689023,0.02146364,"0.6890%","2.1464%",Total QRRE,PD Band 4,"4","4",T,,"202302","202302",N,2023-03-01-11.29.00.000000,2023-04-12-15.57.00.000000
17426,"1404","0507",0.00254260,0.00647752,"0.2542%","0.6477%",Other Retail,PD Band 4,"4","4",,,"202401","202411",N,2024-02-03-22.55.00.000000,2024-12-13-13.57.00.000000
17141,"1404","0510",,,,,Residential Mortgage - CMHC Insured,PD Band 4,"4","4",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17658,"1405","0599",0.00206737,0.00293956,"0.2067%","0.2939%",No Exposure Class,PD Band 5,"5","5",,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17260,"1406","0502",0.00678849,0.01687777,"0.6788%","1.6878%",Mortgage,PD Band 6,"6","6",,Y,"202302","202302",N,2023-03-01-11.29.00.000000,2023-04-12-15.57.00.000000
17328,"1406","0502",0.00678850,0.01687777,"0.6789%","1.6878%",Mortgage,PD Band 6,"6","6",,Y,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17437,"1406","0503",0.16048386,0.29759175,"16.0483%","29.7591%",HELOC,PD Band 6,"6","6",,,"202401","202411",N,2024-02-03-22.55.00.000000,2024-12-13-13.57.00.000000
17262,"1406","0504",0.05698040,0.12213271,"5.6980%","12.2133%",Total QRRE,PD Band 6,"6","6",T,,"202302","202302",N,2023-03-01-11.29.00.000000,2023-04-12-15.57.00.000000
17195,"1406","0599",,,,,No Exposure Class,PD Band 6,"6","6",,,"200010","202302",N,2014-10-02-10.56.09.000000,2023-04-12-15.57.00.000000
17093,"1407","0501",,,,,Mortgage and HELOC,PD Band 7,"7","7",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17665,"1407","0502",0.01876991,0.02452461,"1.8769%","2.4524%",Mortgage,PD Band 7,"7","7",,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17224,"1407","0502",0.01687778,0.01967499,"1.6878%","1.9675%",Mortgage,PD Band 7,"7","7",,,"202302","202312",N,2023-03-01-11.29.00.000000,2024-02-03-22.55.00.000000
17333,"1407","0503",0.27128866,0.54415912,"27.1289%","54.4159%",HELOC,PD Band 7,"7","7",,,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17127,"1407","0506",,,,,LOC,PD Band 7,"7","7",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17226,"1407","0507",0.01118092,0.01613252,"1.1181%","1.6133%",Other Retail,PD Band 7,"7","7",,,"202302","202302",N,2023-03-01-11.29.00.000000,2023-04-12-15.57.00.000000
17094,"1408","0501",,,,,Mortgage and HELOC,PD Band 8,"8","8",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17266,"1408","0502",0.01967500,0.05588360,"1.9675%","5.5884%",Mortgage,PD Band 8,"8","8",,Y,"202302","202302",N,2023-03-01-11.29.00.000000,2023-04-12-15.57.00.000000
17060,"1408","0504",0.01201800,0.01863200,"1.2018%","1.8632%",Total QRRE,PD Band 8,"8","8",,,"200010","202301",N,2014-10-02-10.56.09.000000,2023-03-01-11.29.00.000000
17341,"1408","0504",0.01219737,0.02146364,"1.2197%","2.1464%",Total QRRE,PD Band 8,"8","8",T,,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17128,"1408","0506",,,,,LOC,PD Band 8,"8","8",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17676,"1408","0599",0.00673503,0.00757355,"0.6735%","0.7573%",No Exposure Class,PD Band 8,"8","8",,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17455,"1408","0599",0.00729710,0.01236137,"0.7297%","1.2361%",No Exposure Class,PD Band 8,"8","8",,,"202401","202411",N,2024-02-03-22.55.00.000000,2024-12-13-13.57.00.000000
17010,"1409","0502",0.01255600,0.02215600,"1.2556%","2.2156%",Mortgage,PD Band 9,"9","9",,,"200010","202301",N,2014-10-02-10.56.09.000000,2023-03-01-11.29.00.000000
17231,"1409","0503",0.74564374,0.99999999,"74.5644%","99.9999%",HELOC,PD Band 9,"9","9",,,"202302","202312",N,2023-03-01-11.29.00.000000,2024-02-03-22.55.00.000000
17027,"1409","0503",0.01863200,0.03659500,"1.8632%","3.6595%",HELOC,PD Band 9,"9","9",,,"200010","202301",N,2014-10-02-10.56.09.000000,2023-03-01-11.29.00.000000
17346,"1409","0504",0.04433862,0.05698040,"4.4339%","5.6980%",Total QRRE,PD Band 9,"9","9",N,,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17680,"1409","0504",0.02245337,0.02313929,"2.2453%","2.3139%",Total QRRE,PD Band 9,"9","9",T,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17578,"1409","0599",0.00797503,0.01121710,"0.7975%","1.1217%",No Exposure Class,PD Band 9,"9","9",,,"202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17464,"1410","0502",0.10015367,0.18861109,"10.0153%","18.8611%",Mortgage,PD Band 10,"10","10",,Y,"202401","202411",N,2024-02-03-22.55.00.000000,2024-12-13-13.57.00.000000
17164,"1410","0511",,,,,Residential Mortgage - Other Insured,PD Band 10,"10","10",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17470,"1411","0502",0.18861110,0.37139920,"18.8611%","37.1399%",Mortgage,PD Band 11,"11","11",,Y,"202401","202411",N,2024-02-03-22.55.00.000000,2024-12-13-13.57.00.000000
17357,"1411","0502",0.11911782,0.25584426,"11.9118%","25.5844%",Mortgage,PD Band 11,"11","11",,Y,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17275,"1411","0502",0.11911782,0.25584425,"11.9118%","25.5844%",Mortgage,PD Band 11,"11","11",,Y,"202302","202302",N,2023-03-01-11.29.00.000000,2023-04-12-15.57.00.000000
17277,"1411","0504",0.94733484,0.99999999,"94.7335%","99.9999%",Total QRRE,PD Band 11,"11","11",T,,"202302","202302",N,2023-03-01-11.29.00.000000,2023-04-12-15.57.00.000000
17359,"1411","0504",0.04433862,0.05698040,"4.4339%","5.6980%",Total QRRE,PD Band 11,"11","11",T,,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17694,"1412","0504",0.06016993,0.07679212,"6.0169%","7.6792%",Total QRRE,PD Band 12,"12","12",T,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17479,"1412","0507",0.08599493,0.17498916,"8.5994%","17.4989%",Other Retail,PD Band 12,"12","12",,,"202401","202411",N,2024-02-03-22.55.00.000000,2024-12-13-13.57.00.000000
17365,"1412","0599",0.05698041,0.07924735,"5.6980%","7.9247%",No Exposure Class,PD Band 12,"12","12",,,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17281,"1413","0504",0.25921537,0.28178902,"25.9215%","28.1789%",Total QRRE,PD Band 13,"13","13",N,,"202302","202302",N,2023-03-01-11.29.00.000000,2023-04-12-15.57.00.000000
17699,"1413","0507",0.02665632,0.03595970,"2.6656%","3.5959%",Other Retail,PD Band 13,"13","13",,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17599,"1414","0507",0.21860404,0.22048156,"21.8604%","22.0481%",Other Retail,PD Band 14,"14","14",,,"202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17203,"1414","0599",,,,,No Exposure Class,PD Band 14,"14","14",,,"200010","202302",N,2014-10-02-10.56.09.000000,2023-04-12-15.57.00.000000
17706,"1415","0504",0.17658171,0.23992672,"17.6581%","23.9926%",Total QRRE,PD Band 15,"15","15",T,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17708,"1415","0599",0.03637416,0.05728834,"3.6374%","5.7288%",No Exposure Class,PD Band 15,"15","15",,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17387,"1415","0599",0.12213273,0.14160395,"12.2133%","14.1604%",No Exposure Class,PD Band 15,"15","15",,,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17389,"1416","0599",0.14160396,0.14381822,"14.1604%","14.3818%",No Exposure Class,PD Band 16,"16","16",,,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17377,"1417","0504",0.60737726,0.80200999,"60.7377%","80.2010%",Total QRRE,PD Band 17,"17","17",N,,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17721,"1419","0504",0.52194029,0.81913715,"52.1940%","81.9137%",Total QRRE,PD Band 19,"19","19",N,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17507,"1419","0504",0.86420456,0.95892666,"86.4204%","95.8926%",Total QRRE,PD Band 19,"19","19",N,,"202401","202411",N,2024-02-03-22.55.00.000000,2024-12-13-13.57.00.000000
17723,"1419","0599",0.11629952,0.17636696,"11.6299%","17.6366%",No Exposure Class,PD Band 19,"19","19",,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17510,"1420","0504",0.95892667,0.99999999,"95.8926%","99.9999%",Total QRRE,PD Band 20,"20","20",N,,"202401","202411",N,2024-02-03-22.55.00.000000,2024-12-13-13.57.00.000000
17512,"1420","0599",0.37139921,0.51091570,"37.1399%","51.0915%",No Exposure Class,PD Band 20,"20","20",,,"202401","202411",N,2024-02-03-22.55.00.000000,2024-12-13-13.57.00.000000
17629,"1425","0599",0.87370618,0.99999999,"87.3706%","99.9999%",No Exposure Class,PD Band 25,"25","25",,,"202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17524,"1426","0504",1.00000000,1.00000000,"100.00%","100.00%",Total QRRE,Defaulted - 100%,"26","26",T,,"202401","999912",Y,2024-02-03-22.55.00.000000,2024-02-03-22.55.00.000000
17381,"1426","0599",1.00000000,1.00000000,"100.0000%","100.0000%",No Exposure Class,Defaulted - 100%,"26","26",,,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17297,"1499","0504",-2.00000000,-2.00000000,,,Total QRRE,No PD Band,,,T,,"202302","999912",Y,2023-03-01-11.29.00.000000,2023-03-01-11.29.00.000000
17205,"1499","0599",,,,,No Exposure Class,No PD Band,,,,,"200010","202302",N,2014-10-02-10.56.09.000000,2023-04-12-15.57.00.000000
17086,"1400","0501",,,,,Mortgage and HELOC,Total PD Band,,,,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17052,"1400","0504",-1.00000000,-1.00000000,,,Total QRRE,Total PD Band,,,,,"200010","202301",N,2014-10-02-10.56.09.000000,2023-03-01-11.29.00.000000
17244,"1400","0504",-1.00000000,-1.00000000,,,Total QRRE,Total PD Band,,,T,,"202302","999912",Y,2023-03-01-11.29.00.000000,2023-03-01-11.29.00.000000
17245,"1401","0502",0.00000000,0.00041554,"0.0000%","0.0416%",Mortgage,PD Band 1,"1","1",,Y,"202302","202302",N,2023-03-01-11.29.00.000000,2023-04-12-15.57.00.000000
17088,"1402","0501",,,,,Mortgage and HELOC,PD Band 2,"2","2",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17003,"1402","0502",0.00047400,0.00099100,"0.0474%","0.0991%",Mortgage,PD Band 2,"2","2",,,"200010","202301",N,2014-10-02-10.56.09.000000,2023-03-01-11.29.00.000000
17412,"1402","0507",0.00050001,0.00100067,"0.0500%","0.1000%",Other Retail,PD Band 2,"2","2",,,"202401","202411",N,2024-02-03-22.55.00.000000,2024-12-13-13.57.00.000000
17037,"1402","0507",0.00117100,0.00213000,"0.1171%","0.2130%",Other Retail,PD Band 2,"2","2",,,"200010","202301",N,2014-10-02-10.56.09.000000,2023-03-01-11.29.00.000000
17637,"1402","0599",0.00050001,0.00068532,"0.0500%","0.0685%",No Exposure Class,PD Band 2,"2","2",,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17212,"1403","0502",0.00079632,0.00185581,"0.0796%","0.1856%",Mortgage,PD Band 3,"3","3",,,"202302","202312",N,2023-03-01-11.29.00.000000,2024-02-03-22.55.00.000000
17535,"1403","0502",0.00099385,0.00191663,"0.0993%","0.1916%",Mortgage,PD Band 3,"3","3",,Y,"202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17251,"1403","0502",0.00079632,0.00185581,"0.0796%","0.1856%",Mortgage,PD Band 3,"3","3",,Y,"202302","202312",N,2023-03-01-11.29.00.000000,2024-02-03-22.55.00.000000
17055,"1403","0504",0.00130600,0.00270900,"0.1306%","0.2709%",Total QRRE,PD Band 3,"3","3",,,"200010","202301",N,2014-10-02-10.56.09.000000,2023-03-01-11.29.00.000000
17038,"1403","0507",0.00213100,0.00349700,"0.2131%","0.3497%",Other Retail,PD Band 3,"3","3",,,"200010","202301",N,2014-10-02-10.56.09.000000,2023-03-01-11.29.00.000000
17540,"1403","0599",0.00082646,0.00099384,"0.0826%","0.0993%",No Exposure Class,PD Band 3,"3","3",,,"202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17541,"1404","0502",0.00191664,0.00462206,"0.1916%","0.4622%",Mortgage,PD Band 4,"4","4",,,"202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17005,"1404","0502",0.00161300,0.00239000,"0.1613%","0.2390%",Mortgage,PD Band 4,"4","4",,,"200010","202301",N,2014-10-02-10.56.09.000000,2023-03-01-11.29.00.000000
17421,"1404","0502",0.00195693,0.00349995,"0.1956%","0.3499%",Mortgage,PD Band 4,"4","4",,,"202401","202411",N,2024-02-03-22.55.00.000000,2024-12-13-13.57.00.000000
17022,"1404","0503",0.00305200,0.00508400,"0.3052%","0.5084%",HELOC,PD Band 4,"4","4",,,"200010","202301",N,2014-10-02-10.56.09.000000,2023-03-01-11.29.00.000000
17545,"1404","0504",0.00103100,0.00464348,"0.1031%","0.4643%",Total QRRE,PD Band 4,"4","4",T,,"202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17323,"1405","0504",0.00689024,0.01219736,"0.6890%","1.2197%",Total QRRE,PD Band 5,"5","5",N,,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17326,"1405","0599",0.00317877,0.00617022,"0.3179%","0.6170%",No Exposure Class,PD Band 5,"5","5",,,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17662,"1406","0504",0.00673503,0.00757355,"0.6735%","0.7573%",Total QRRE,PD Band 6,"6","6",T,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17663,"1406","0507",0.00612172,0.00663345,"0.6121%","0.6633%",Other Retail,PD Band 6,"6","6",,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17440,"1406","0507",0.00952653,0.01236137,"0.9526%","1.2361%",Other Retail,PD Band 6,"6","6",,,"202401","202411",N,2024-02-03-22.55.00.000000,2024-12-13-13.57.00.000000
17160,"1406","0511",,,,,Residential Mortgage - Other Insured,PD Band 6,"6","6",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17177,"1406","0512",,,,,Residential Mortgage - Non-Insured,PD Band 6,"6","6",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17564,"1407","0504",0.00797503,0.01519680,"0.7975%","1.5196%",Total QRRE,PD Band 7,"7","7",T,,"202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17178,"1407","0512",,,,,Residential Mortgage - Non-Insured,PD Band 7,"7","7",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17448,"1407","0599",0.00647753,0.00729709,"0.6477%","0.7297%",No Exposure Class,PD Band 7,"7","7",,,"202401","202411",N,2024-02-03-22.55.00.000000,2024-12-13-13.57.00.000000
17567,"1408","0502",0.02370981,0.10091444,"2.3709%","10.0914%",Mortgage,PD Band 8,"8","8",,,"202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17338,"1408","0502",0.01967500,0.05588361,"1.9675%","5.5884%",Mortgage,PD Band 8,"8","8",,,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17268,"1408","0504",0.25921537,0.48930935,"25.9215%","48.9309%",Total QRRE,PD Band 8,"8","8",T,,"202302","202302",N,2023-03-01-11.29.00.000000,2023-04-12-15.57.00.000000
17229,"1408","0507",0.01613253,0.03740437,"1.6133%","3.7404%",Other Retail,PD Band 8,"8","8",,,"202302","202302",N,2023-03-01-11.29.00.000000,2023-04-12-15.57.00.000000
17678,"1409","0502",0.11629952,0.20346062,"11.6299%","20.3460%",Mortgage,PD Band 9,"9","9",,Y,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17457,"1409","0502",0.08712834,0.10015366,"8.7128%","10.0153%",Mortgage,PD Band 9,"9","9",,Y,"202401","202411",N,2024-02-03-22.55.00.000000,2024-12-13-13.57.00.000000
17347,"1409","0504",0.02146365,0.02444068,"2.1464%","2.4441%",Total QRRE,PD Band 9,"9","9",T,,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17079,"1410","0500",,,,,Total Retail,PD Band 10,"10","10",,,"200010","999912",Y,2014-10-02-10.56.09.000000,2014-10-02-10.56.09.000000
17686,"1410","0504",0.02313930,0.03887450,"2.3139%","3.8874%",Total QRRE,PD Band 10,"10","10",T,,"202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17045,"1410","0507",0.03423900,0.06965800,"3.4239%","6.9658%",Other Retail,PD Band 10,"10","10",,,"200010","202301",N,2014-10-02-10.56.09.000000,2023-03-01-11.29.00.000000
17356,"1411","0502",0.11911782,0.25584426,"11.9118%","25.5844%",Mortgage,PD Band 11,"11","11",,,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17358,"1411","0504",0.10054582,0.12213272,"10.0546%","12.2133%",Total QRRE,PD Band 11,"11","11",N,,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17586,"1411","0504",0.04807671,0.06350481,"4.8076%","6.3504%",Total QRRE,PD Band 11,"11","11",T,,"202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17046,"1411","0507",0.06965900,0.17062800,"6.9659%","17.0628%",Other Retail,PD Band 11,"11","11",,,"200010","202301",N,2014-10-02-10.56.09.000000,2023-03-01-11.29.00.000000
17361,"1411","0599",0.04433862,0.05698040,"4.4339%","5.6980%",No Exposure Class,PD Band 11,"11","11",,,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
17013,"1412","0502",0.07249300,0.20320900,"7.2493%","20.3209%",Mortgage,PD Band 12,"12","12",,,"200010","202301",N,2014-10-02-10.56.09.000000,2023-03-01-11.29.00.000000
17362,"1412","0502",0.25584427,0.52961900,"25.5844%","52.9619%",Mortgage,PD Band 12,"12","12",,,"202303","202312",N,2023-04-12-15.57.00.000000,2024-02-03-22.55.00.000000
