"ORG_UNIT_HIERARCHY_ID","EFF_FROM_TMSTMP","TRNST_NUM","RGNL_OFFC_TRNST_NUM","DSTRCT_OFFC_TRNST_NUM","RGNL_OFFC_OU_ID","DSTRCT_OFFC_OU_ID","EFF_TO_TMSTMP","CRNT_F","RGNL_OFFC_CD","DSTRCT_OFFC_CD","TRNST_NM","RGNL_OFFC_DESC","DSTRCT_OFFC_DESC","INSRT_PROCESS_TMSTMP","UPDT_PROCESS_TMSTMP"
17576963,2010-08-16-00.00.00.000000,"10983","12153","51383",17577393,17580478,9999-12-31-00.00.00.000000,Y,"2    ","01                            ",AVALON MALL                                       ,ATLANTIC REGION                           ,NEWFOUNDLAND AND LABRADOR                 ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17578799,2008-02-15-00.00.00.000000,"67116",,"41061",-1,17575670,9999-12-31-00.00.00.000000,Y,"0    ","64                            ",PRIVATE BANKING - HAMILTON                        ,NOT APPLICABLE                            ,"PRIVATE BANKING UNITS, DFCS & OTHERS      ",2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17575198,2003-11-07-00.00.00.000000,"71761","00661","40881",17580083,17580390,9999-12-31-00.00.00.000000,Y,"3    ","16                            ",QUEBEC CITY&EASTERN QUE VPO PLAN OF BRS           ,QUEBEC & EASTERN ONTARIO                  ,QUEBEC & E. ONT DIRECT REPORTING UNITS    ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17576540,2013-05-10-00.00.00.000000,"21212","32482","81026",17580325,17580703,9999-12-31-00.00.00.000000,Y,"5    ","31                            ",DANFORTH & PAPE                                   ,TORONTO REGION                            ,TORONTO EAST                              ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17576540,2009-12-10-00.00.00.000000,"21212","32482","81026",17580325,17580703,2013-05-09-23.59.59.000000,N,"5    ","31                            ","DANFORTH & PAPE, TORONTO, ONT.                    ",TORONTO REGION                            ,TORONTO EAST                              ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17579156,2007-12-11-00.00.00.000000,"67306",,,-1,-1,9999-12-31-00.00.00.000000,Y,"1    ","06                            ",TORONTO BUSINESS SERVICE CENTRE - EXP             ,SHARED SERVICES                           ,SHARED SERVICES                           ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17578144,2010-02-10-00.00.00.000000,"02410","00810","12690",17580086,17578450,9999-12-31-00.00.00.000000,Y,"7    ","57                            ","NELSON SQUARE, VICTORIA. B. C.                    ",BRITISH COLUMBIA REGION                   ,VANCOUVER ISLAND                          ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17575267,2003-11-07-00.00.00.000000,"65136","68502","51086",17577462,17580474,9999-12-31-00.00.00.000000,Y,"4    ","27                            ",NT 213 KING STREET WEST                           ,ONTARIO REGION                            ,SOUTHWEST ONTARIO                         ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
70496006,2014-01-13-00.00.00.000000,"73270",,"41061",-1,17575670,9999-12-31-00.00.00.000000,Y,"0    ","64                            ",INTERNATIONAL PRIVATE BANKING - VANCOUVER         ,NOT APPLICABLE                            ,"PRIVATE BANKING UNITS, DFCS & OTHERS      ",2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
70496006,2013-09-18-00.00.00.000000,"73270",,"41061",-1,17575670,2014-01-12-23.59.59.000000,N,"0    ","64                            ",INTERNATIONAL PRIVATE BANKING VANCOUVER           ,NOT APPLICABLE                            ,"PRIVATE BANKING UNITS, DFCS & OTHERS      ",2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17576550,2011-10-13-00.00.00.000000,"70029","20719","42689",17580231,17578454,2015-06-09-23.59.59.000000,N,"6    ","45                            ","MOUNT ROYAL, CALGARY, ALBERTA                     ",PRAIRIE REGION                            ,CALGARY                                   ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17576550,2015-06-10-00.00.00.000000,"70029","20719","42689",17580231,17578454,9999-12-31-00.00.00.000000,Y,"6    ","45                            ","MOUNT ROYAL, CALGARY, ALBERTA                     ",PRAIRIE REGION                            ,CALGARY SOUTH                             ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17576390,2010-10-10-00.00.00.000000,"90043","12153","31393",17577393,17580310,9999-12-31-00.00.00.000000,Y,"2    ","02                            ",KENTVILLE                                         ,ATLANTIC REGION                           ,NORTHEAST NOVA SCOTIA                     ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17578231,2008-09-15-00.00.00.000000,"45146","68502","51086",17577462,17580474,9999-12-31-00.00.00.000000,Y,"4    ","27                            ","THAMES-LEA SHOPPING CTR, CHATHAM, ON              ",ONTARIO REGION                            ,SOUTHWEST ONTARIO                         ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17575657,2006-10-13-00.00.00.000000,"76802","68502","92536",17577462,17580791,9999-12-31-00.00.00.000000,Y,"4    ","28                            ",ONTARIO CENTRAL EAST V.P.O. EXPENSE               ,ONTARIO REGION                            ,ONTARIO DIRECT REPORTING UNITS            ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17578026,2003-11-07-00.00.00.000000,"40568","20719","32359",17580231,17577716,9999-12-31-00.00.00.000000,Y,"6    ","52                            ","W.S.C. SALES SUPPORT - REGINA, SASK.              ",PRAIRIE REGION                            ,PRAIRIE DIRECT REPORTING UNITS            ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17580510,2003-11-07-00.00.00.000000,"54692","68502","92536",17577462,17580791,9999-12-31-00.00.00.000000,Y,"4    ","28                            ",EAST ONTARIO REGIONAL OFFICE ADMIN.               ,ONTARIO REGION                            ,ONTARIO DIRECT REPORTING UNITS            ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17580486,2008-01-13-00.00.00.000000,"52019","20719","62059",17580231,17580566,9999-12-31-00.00.00.000000,Y,"6    ","50                            ","10702-124TH STREET, EDMONTON, ALTA-U. S. $        ",PRAIRIE REGION                            ,NORTHERN ALBERTA                          ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17575314,2011-05-11-00.00.00.000000,"70581","00661","80861",17580083,17580700,9999-12-31-00.00.00.000000,Y,"3    ","08                            ","ST. VIATEUR & CASGRAIN, MONTREAL, QUEBEC          ",QUEBEC & EASTERN ONTARIO                  ,MONTREAL & EAST                           ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17578016,2011-11-10-00.00.00.000000,"03996",,,-1,-1,9999-12-31-00.00.00.000000,Y,"1    ","06                            ",FRONT STREET CENTRALIZED ACCOUNTING UNIT          ,SHARED SERVICES                           ,SHARED SERVICES                           ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17580132,2011-07-18-00.00.00.000000,"07112",,,-1,-1,9999-12-31-00.00.00.000000,Y,"1    ","06                            ",NATIONAL COLLECTION CENTRE                        ,SHARED SERVICES                           ,SHARED SERVICES                           ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17575152,2003-11-07-00.00.00.000000,"20891","00661","40881",17580083,17580390,9999-12-31-00.00.00.000000,Y,"3    ","16                            ",MT INTEGRATION - QUEBEC                           ,QUEBEC & EASTERN ONTARIO                  ,QUEBEC & E. ONT DIRECT REPORTING UNITS    ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17579503,2008-12-17-00.00.00.000000,"71589","20719","22699",17580231,17578451,9999-12-31-00.00.00.000000,Y,"6    ","46                            ",SYLVAN LAKE                                       ,PRAIRIE REGION                            ,CENTRAL ALBERTA                           ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17579411,2006-11-10-00.00.00.000000,"53322",,,-1,-1,9999-12-31-00.00.00.000000,Y,"1    ","06                            ","2201 EGLINTON CAFETERIA                           ",SHARED SERVICES                           ,SHARED SERVICES                           ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17575547,2011-03-11-00.00.00.000000,"50567","20719","20537",17580231,17580227,9999-12-31-00.00.00.000000,Y,"6    ","41                            ","UNICITY FASHION SQUARE, WINNIPEG MAN.             ",PRAIRIE REGION                            ,WINNIPEG                                  ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17575012,2003-11-07-00.00.00.000000,"30478","20719","32359",17580231,17577716,9999-12-31-00.00.00.000000,Y,"6    ","52                            ",REGINA DATA CENTRE - PROOF                        ,PRAIRIE REGION                            ,PRAIRIE DIRECT REPORTING UNITS            ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17577036,2011-04-16-00.00.00.000000,"40444","12153","20644",17577393,17580230,9999-12-31-00.00.00.000000,Y,"2    ","05                            ",ROTHESAY                                          ,ATLANTIC REGION                           ,WEST NEW BRUNSWICK                        ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17575472,2004-10-08-00.00.00.000000,"42960","00810","21980",17580086,17577457,9999-12-31-00.00.00.000000,Y,"7    ","59                            ",NT DOMESTIC REGION - BC & YUKON                   ,BRITISH COLUMBIA REGION                   ,B.C. DIRECT REPORTING UNITS               ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17577516,2011-05-11-00.00.00.000000,"71621",,"41061",-1,17575670,9999-12-31-00.00.00.000000,Y,"0    ","64                            ",CENTRE DE FINANCEMENT AUTOMOBILE DE MTL.          ,NOT APPLICABLE                            ,"PRIVATE BANKING UNITS, DFCS & OTHERS      ",2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17578863,2006-10-13-00.00.00.000000,"27516","68502","51086",17577462,17580474,9999-12-31-00.00.00.000000,Y,"4    ","27                            ","TECUMSEH, ONTARIO                                 ",ONTARIO REGION                            ,SOUTHWEST ONTARIO                         ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17575319,2011-05-11-00.00.00.000000,"42911","00661","60871",17580083,17580547,9999-12-31-00.00.00.000000,Y,"3    ","10                            ",NT CARREFOUR LAVAL                                ,QUEBEC & EASTERN ONTARIO                  ,MONTREAL & WEST                           ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17576692,2006-07-13-00.00.00.000000,"00349","20719","92049",17580231,17580786,9999-12-31-00.00.00.000000,Y,"6    ","44                            ","3RD STREET, MEDICINE HAT, ALBERTA                 ",PRAIRIE REGION                            ,ALBERTA SOUTH                             ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17575677,2006-12-11-00.00.00.000000,"44412","32482","81026",17580325,17580703,9999-12-31-00.00.00.000000,Y,"5    ","31                            ",CRESCENT TOWN                                     ,TORONTO REGION                            ,TORONTO EAST                              ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17576902,2003-11-07-00.00.00.000000,"01982","68502","51086",17577462,17580474,9999-12-31-00.00.00.000000,Y,"4    ","27                            ","VISCOUNT MOTOR HOTEL, WINDSOR, ONT.               ",ONTARIO REGION                            ,SOUTHWEST ONTARIO                         ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17576473,2008-11-16-00.00.00.000000,"90142","68502","01966",17577462,17577647,9999-12-31-00.00.00.000000,Y,"4    ","17                            ","BANCROFT, ONT.                                    ",ONTARIO REGION                            ,ONTARIO CENTRAL EAST                      ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17577467,2009-11-11-00.00.00.000000,"47852","32482","11916",17580325,17577648,9999-12-31-00.00.00.000000,Y,"5    ","32                            ",VAUGHAN BUSINESS BANKING CENTRE                   ,TORONTO REGION                            ,GTA NORTH                                 ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
36196011,2012-03-10-00.00.00.000000,"23259","20719","74278",17580231,17575674,9999-12-31-00.00.00.000000,Y,"6    ","39                            ",PANORAMA HILLS                                    ,PRAIRIE REGION                            ,CALGARY NORTH                             ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17578203,2006-10-13-00.00.00.000000,"85126","68502","01966",17577462,17577647,9999-12-31-00.00.00.000000,Y,"4    ","17                            ","10 CAMERON ST., CANNINGTON, ONTARIO               ",ONTARIO REGION                            ,ONTARIO CENTRAL EAST                      ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
49739002,2015-12-10-00.00.00.000000,"25353","12153","92353",17577393,17577664,9999-12-31-00.00.00.000000,Y,"2    ","03                            ",HALIFAX - OFFSHORE                                ,ATLANTIC REGION                           ,SOUTHWEST NOVA SCOTIA                     ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17576607,2011-01-16-00.00.00.000000,"11452","32482","81026",17580325,17580703,9999-12-31-00.00.00.000000,Y,"5    ","31                            ","EGLINTON & LAIRD, TORONTO, ONTARIO                ",TORONTO REGION                            ,TORONTO EAST                              ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17575503,2006-12-11-00.00.00.000000,"96412","32482","11916",17580325,17577648,9999-12-31-00.00.00.000000,Y,"5    ","32                            ","LANGSTAFF & RIVERMEDE, CONCORD, ONT.              ",TORONTO REGION                            ,GTA NORTH                                 ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
77736017,2015-12-10-00.00.00.000000,"79236",,,-1,-1,9999-12-31-00.00.00.000000,Y,"1    ","06                            ",SS TRANSIT 21                                     ,SHARED SERVICES                           ,SHARED SERVICES                           ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
77736017,2015-11-11-00.00.00.000000,"79236","68502","51086",17577462,17580474,2015-12-09-23.59.59.000000,N,"4    ","27                            ",SS TRANSIT 21                                     ,ONTARIO REGION                            ,SOUTHWEST ONTARIO                         ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17577057,2011-10-13-00.00.00.000000,"63032","32482","01016",17580325,17580091,2012-08-12-23.59.59.000000,N,"5    ","35                            ","BLOOR ST. W. & SALEM AVE., TORONTO, ONT.          ",TORONTO REGION                            ,TORONTO WEST                              ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17577057,2012-08-13-00.00.00.000000,"63032","32482","01016",17580325,17580091,9999-12-31-00.00.00.000000,Y,"5    ","35                            ",BLOORCOURT VILLAGE                                ,TORONTO REGION                            ,TORONTO WEST                              ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17576505,2010-04-11-00.00.00.000000,"90662","68502","51946",17577462,17577656,9999-12-31-00.00.00.000000,Y,"4    ","20                            ","MILVERTON, ONT.                                   ",ONTARIO REGION                            ,ONTARIO CENTRAL WEST                      ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17578742,2011-01-16-00.00.00.000000,"02840",,,-1,-1,9999-12-31-00.00.00.000000,Y,"0    ","51                            ",VANCOUVER SOUTH & FRASER VALLEY CRG               ,NOT APPLICABLE                            ,COMMERCIAL BANKING                        ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17575706,2004-10-08-00.00.00.000000,"42143","12153","92353",17577393,17577664,9999-12-31-00.00.00.000000,Y,"2    ","03                            ",DOWNSVIEW MALL (SUB TO SACKVILLE N. S.)           ,ATLANTIC REGION                           ,SOUTHWEST NOVA SCOTIA                     ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17577270,2010-12-12-00.00.00.000000,"57612","32482","04218",17580325,17578448,9999-12-31-00.00.00.000000,Y,"5    ","29                            ","BROCK & PLUMMER, PICKERING, ONT.                  ",TORONTO REGION                            ,GTA EAST                                  ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17576841,2008-05-12-00.00.00.000000,"71332","32482","81026",17580325,17580703,9999-12-31-00.00.00.000000,Y,"5    ","31                            ","CEDARBRAE PLAZA, SCARBOROUGH, ONTARIO             ",TORONTO REGION                            ,TORONTO EAST                              ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17577025,2011-06-11-00.00.00.000000,"03392","32482","64238",17580325,17578460,2015-12-09-23.59.59.000000,N,"5    ","36                            ",NEW STREET & WALKER'S LINE                        ,TORONTO REGION                            ,GTA WEST                                  ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17577301,2008-01-13-00.00.00.000000,"41699","20719","02709",17580231,17578447,9999-12-31-00.00.00.000000,Y,"6    ","48                            ","44TH STREET,  (SUB TO LLOYDMINSTER)               ",PRAIRIE REGION                            ,EDMONTON                                  ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17576756,2010-08-16-00.00.00.000000,"60293","12153","92353",17577393,17577664,9999-12-31-00.00.00.000000,Y,"2    ","03                            ",QUINPOOL ROAD                                     ,ATLANTIC REGION                           ,SOUTHWEST NOVA SCOTIA                     ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17578228,2008-01-13-00.00.00.000000,"02659","20719","02709",17580231,17578447,9999-12-31-00.00.00.000000,Y,"6    ","48                            ","WESTMOUNT, EDMONTON, ALBERTA                      ",PRAIRIE REGION                            ,EDMONTON                                  ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17575789,2006-10-13-00.00.00.000000,"73072","68502","01966",17577462,17577647,9999-12-31-00.00.00.000000,Y,"4    ","17                            ","CHARLOTTE & PARK STS., PETERBOROUGH, ONT.         ",ONTARIO REGION                            ,ONTARIO CENTRAL EAST                      ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17580113,2003-11-07-00.00.00.000000,"03772","00661","62661",17580083,17578458,9999-12-31-00.00.00.000000,Y,"3    ","13                            ",MOREWOOD (SUB TO CHESTERVILLE) ONT.               ,QUEBEC & EASTERN ONTARIO                  ,ST. LAWRENCE                              ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17577363,2007-09-17-00.00.00.000000,"24182","32482","04218",17580325,17578448,9999-12-31-00.00.00.000000,Y,"5    ","29                            ","WESTNEY HEIGHTS PLAZA, AJAX                       ",TORONTO REGION                            ,GTA EAST                                  ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17577087,2015-12-10-00.00.00.000000,"14142","32482","84228",17580325,17575673,9999-12-31-00.00.00.000000,Y,"5    ","30                            ","GEORGETOWN, ONTARIO                               ",TORONTO REGION                            ,GTA HALTON                                ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17577087,2009-08-13-00.00.00.000000,"14142","32482","64238",17580325,17578460,2015-12-09-23.59.59.000000,N,"5    ","36                            ","GEORGETOWN, ONTARIO                               ",TORONTO REGION                            ,GTA WEST                                  ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17576682,2010-07-11-00.00.00.000000,"41632","32482","51896",17580325,17577655,9999-12-31-00.00.00.000000,Y,"5    ","34                            ","SPADINA & ADELAIDE, TORONTO, ONT.                 ",TORONTO REGION                            ,TORONTO CENTRE                            ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17576441,2006-10-13-00.00.00.000000,"80176","00661","12641",17580083,17578449,9999-12-31-00.00.00.000000,Y,"3    ","12                            ","COBDEN, ONT.                                      ",QUEBEC & EASTERN ONTARIO                  ,OTTAWA RIVER                              ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17577729,2011-01-16-00.00.00.000000,"81190","00810","92130",17580086,17577663,9999-12-31-00.00.00.000000,Y,"7    ","54                            ",REDWOOD SQUARE                                    ,BRITISH COLUMBIA REGION                   ,NORTH COAST & FRASER VALLEY               ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17578756,2008-07-16-00.00.00.000000,"27326",,,-1,-1,9999-12-31-00.00.00.000000,Y,"0    ","51                            ",GTA EAST CRG - STRUCTURED                         ,NOT APPLICABLE                            ,COMMERCIAL BANKING                        ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17577100,2010-10-10-00.00.00.000000,"14332","32482","21246",17580325,17580237,9999-12-31-00.00.00.000000,Y,"5    ","33                            ","KEELE ST & TORO RD, TORONTO ONT.                  ",TORONTO REGION                            ,TORONTO NORTH                             ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17575318,2003-11-07-00.00.00.000000,"32599","20719","92049",17580231,17580786,9999-12-31-00.00.00.000000,Y,"6    ","44                            ",NT PARK PLACE SHOPPING CENTRE                     ,PRAIRIE REGION                            ,ALBERTA SOUTH                             ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17576677,2007-07-18-00.00.00.000000,"30320","00810","01750",17580086,17577422,9999-12-31-00.00.00.000000,Y,"7    ","55                            ","SALMON ARM, B.C.                                  ",BRITISH COLUMBIA REGION                   ,S.E. B.C./CENTRAL EAST VANCOUVER          ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17580541,2003-11-07-00.00.00.000000,"60624","12153","12393",17577393,17577650,9999-12-31-00.00.00.000000,Y,"2    ","07                            ",SAINT JOHN N. B. DATA CTRE-COMP OPERATIONS        ,ATLANTIC REGION                           ,ATLANTIC DIRECT REPORTING UNITS           ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17577171,2010-03-12-00.00.00.000000,"61473","12153","51383",17577393,17580478,9999-12-31-00.00.00.000000,Y,"2    ","01                            ",CORNER BROOK PLAZA                                ,ATLANTIC REGION                           ,NEWFOUNDLAND AND LABRADOR                 ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17577473,2010-12-12-00.00.00.000000,"15602","32482","04218",17580325,17578448,9999-12-31-00.00.00.000000,Y,"5    ","29                            ","HWY 2 & WHITES RD., PICKERING                     ",TORONTO REGION                            ,GTA EAST                                  ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17576921,2010-11-11-00.00.00.000000,"72132","68502","51946",17577462,17577656,9999-12-31-00.00.00.000000,Y,"4    ","20                            ","KRUG & SHERWOOD, KITCHENER, ONT.                  ",ONTARIO REGION                            ,ONTARIO CENTRAL WEST                      ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17575449,2015-06-10-00.00.00.000000,"80069","20719","42689",17580231,17578454,9999-12-31-00.00.00.000000,Y,"6    ","45                            ","4812 MACLEOD TRAIL, CALGARY, ALTA.                ",PRAIRIE REGION                            ,CALGARY SOUTH                             ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17575449,2004-10-08-00.00.00.000000,"80069","20719","42689",17580231,17578454,2015-06-09-23.59.59.000000,N,"6    ","45                            ","4812 MACLEOD TRAIL, CALGARY, ALTA.                ",PRAIRIE REGION                            ,CALGARY                                   ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17575777,2011-03-11-00.00.00.000000,"60087","20719","20537",17580231,17580227,9999-12-31-00.00.00.000000,Y,"6    ","41                            ","PORTAGE & TORONTO, WINNIPEG, MAN.                 ",PRAIRIE REGION                            ,WINNIPEG                                  ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17576513,2006-10-13-00.00.00.000000,"70532","68502","51946",17577462,17577656,9999-12-31-00.00.00.000000,Y,"4    ","20                            ","LINWOOD, ONTARIO                                  ",ONTARIO REGION                            ,ONTARIO CENTRAL WEST                      ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17575816,2006-10-13-00.00.00.000000,"35436","68502","61986",17577462,17577657,9999-12-31-00.00.00.000000,Y,"4    ","18                            ","12 WEST ST. N., ORILLIA, ONTARIO                  ",ONTARIO REGION                            ,BARRIE & MUSKOKA                          ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17579312,2011-05-11-00.00.00.000000,"72751","00661","60871",17580083,17580547,9999-12-31-00.00.00.000000,Y,"3    ","10                            ",DOLLARD - DES - ORMEAUX                           ,QUEBEC & EASTERN ONTARIO                  ,MONTREAL & WEST                           ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17576913,2015-06-10-00.00.00.000000,"00539","20719","42689",17580231,17578454,9999-12-31-00.00.00.000000,Y,"6    ","45                            ",HERITAGE                                          ,PRAIRIE REGION                            ,CALGARY SOUTH                             ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17576177,2008-04-14-00.00.00.000000,"21543","12153","12393",17577393,17577650,9999-12-31-00.00.00.000000,Y,"2    ","07                            ","ST. JOHN'S, NFLD. DATA CENTRE                     ",ATLANTIC REGION                           ,ATLANTIC DIRECT REPORTING UNITS           ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17576913,2010-12-12-00.00.00.000000,"00539","20719","42689",17580231,17578454,2015-06-09-23.59.59.000000,N,"6    ","45                            ",HERITAGE                                          ,PRAIRIE REGION                            ,CALGARY                                   ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17578197,2006-10-13-00.00.00.000000,"05686","68502","24208",17577462,17578452,9999-12-31-00.00.00.000000,Y,"4    ","25                            ","TAVISTOCK, ONTARIO                                ",ONTARIO REGION                            ,LONDON & AREA                             ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17579209,2005-06-09-00.00.00.000000,"14753","00810","21980",17580086,17577457,9999-12-31-00.00.00.000000,Y,"7    ","59                            ",VANCOUVER BSC (BC & YUKON) - INVESTMENT           ,BRITISH COLUMBIA REGION                   ,B.C. DIRECT REPORTING UNITS               ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17575666,2011-05-11-00.00.00.000000,"21121","00661","40881",17580083,17580390,9999-12-31-00.00.00.000000,Y,"3    ","16                            ",MONTREAL & NORTH SHORE V.P.O. EXPENSE             ,QUEBEC & EASTERN ONTARIO                  ,QUEBEC & E. ONT DIRECT REPORTING UNITS    ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17575390,2006-12-11-00.00.00.000000,"04846","32482","11916",17580325,17577648,9999-12-31-00.00.00.000000,Y,"5    ","32                            ",NT 10355 YONGE STREET                             ,TORONTO REGION                            ,GTA NORTH                                 ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17576840,2007-02-12-00.00.00.000000,"80952","68502","51086",17577462,17580474,9999-12-31-00.00.00.000000,Y,"4    ","27                            ","EASTLAND CENTRE, SARNIA, ONTARIO                  ",ONTARIO REGION                            ,SOUTHWEST ONTARIO                         ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17576593,2004-10-08-00.00.00.000000,"80168","20719","94268",17580231,17578467,9999-12-31-00.00.00.000000,Y,"6    ","43                            ","GLASLYN, SASK.                                    ",PRAIRIE REGION                            ,SASKATCHEWAN NORTH                        ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17579261,2007-10-11-00.00.00.000000,"93039","20719","32359",17580231,17577716,9999-12-31-00.00.00.000000,Y,"6    ","52                            ",PRAIRIE OFFSITE ABM/NON-DEPOSIT                   ,PRAIRIE REGION                            ,PRAIRIE DIRECT REPORTING UNITS            ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17575215,2006-12-11-00.00.00.000000,"67322","32482","11916",17580325,17577648,9999-12-31-00.00.00.000000,Y,"5    ","32                            ","MT RICHMOND HILL, ONTARIO                         ",TORONTO REGION                            ,GTA NORTH                                 ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17579351,2007-02-12-00.00.00.000000,"37796","68502","92536",17577462,17580791,9999-12-31-00.00.00.000000,Y,"4    ","28                            ",SSI INVESTMENT ACCOUNTING TRANSIT                 ,ONTARIO REGION                            ,ONTARIO DIRECT REPORTING UNITS            ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
17576578,2011-05-11-00.00.00.000000,"50443","12153","31393",17577393,17580310,9999-12-31-00.00.00.000000,Y,"2    ","02                            ",SHEET HARBOUR                                     ,ATLANTIC REGION                           ,NORTHEAST NOVA SCOTIA                     ,2016-01-15-14.22.32.000000,2016-01-15-14.22.32.000000
