"DIS_RT_CD","EFF_FROM_YR_MTH","EFF_TO_YR_MTH","CRNT_F","DIS_RT","INSRT_PROCESS_TMSTMP","UPDT_PROCESS_TMSTMP"
NPV       ,"200001","999912",Y,0.10,2014-08-23-16.50.00.000000,2014-08-23-16.50.00.000000
