"SRC_SYS_CD","BCAR_SCHED_NUM","ASST_CL_NUM","BASEL_PRD_TP_CD","PRD_CD","SUB_PRD_CD","RNTL_PRPTY_F","CLP_FLAG","TRANSACTOR_FLAG_QRR","TOT_EXPSR_ABOVE_LMT_F","BCAR_SCHED_NUM_50","BCAR_SCHED_NM","BCAR_SCHED_SORT","CRNT_F","EFF_FROM_YR_MTH","EFF_TO_YR_MTH","INSRT_PROCESS_TMSTMP","UPDT_PROCESS_TMSTMP"
MOR,"30",1,GUARANTY B,,,N,N,,,"50.250a",Residential Real Estate Exposures that do not meet expectations related to B-20 (Mortgages),80,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
MOR,"30",1,GENWORTH I,,,N,N,,,"50.250a",Residential Real Estate Exposures that do not meet expectations related to B-20 (Mortgages),80,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
MOR,"30",1,GUARANTY I,,,N,N,,,"50.250a",Residential Real Estate Exposures that do not meet expectations related to B-20 (Mortgages),80,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"32",2,CARD,VGD,NF,N,,,,"50.200",Regulatory Retail - All Other Exposures,100,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"32",2,CARD,VGD,SP,N,,,,"50.200",Regulatory Retail - All Other Exposures,100,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"32",2,CARD,VCL,NF,N,,,,"50.200",Regulatory Retail - All Other Exposures,100,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"32",2,CARD,VCL,SC,N,,,,"50.200",Regulatory Retail - All Other Exposures,100,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"32",2,CARD,VLR,RG,N,,,,"50.200",Regulatory Retail - All Other Exposures,100,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
MOR,"30",1,GENWORTH I,,,N,Y,,,"50.220",General Residential Real Estate excl. HELOCs,10,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
MOR,"30",1,GUARANTY I,,,N,Y,,,"50.220",General Residential Real Estate excl. HELOCs,10,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
MOR,"30",1,GENWORTH B,,,N,,,,"50.220",General Residential Real Estate excl. HELOCs,10,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
MOR,"30",1,CMHC I,,,N,,,,"50.220",General Residential Real Estate excl. HELOCs,10,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
MOR,"30",1,GUARANTY I,,,N,,,,"50.220",General Residential Real Estate excl. HELOCs,10,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
MOR,"30",1,CONV U,,,N,Y,,,"50.220",General Residential Real Estate excl. HELOCs,10,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
MOR,"30",1,CMHC B,,,N,Y,,,"50.220",General Residential Real Estate excl. HELOCs,10,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
MOR,"30",1,GENWORTH B,,,N,Y,,,"50.220",General Residential Real Estate excl. HELOCs,10,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
MOR,"30",1,GUARANTY B,,,N,Y,,,"50.220",General Residential Real Estate excl. HELOCs,10,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
MOR,"30",1,CMHC B,,,N,,,,"50.220",General Residential Real Estate excl. HELOCs,10,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
MOR,"30",1,CMHC I,,,N,Y,,,"50.220",General Residential Real Estate excl. HELOCs,10,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
MOR,"30",1,CONV U,,,N,,,,"50.220",General Residential Real Estate excl. HELOCs,10,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
MOR,"30",1,GUARANTY B,,,N,,,,"50.220",General Residential Real Estate excl. HELOCs,10,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
MOR,"30",1,GENWORTH I,,,N,,,,"50.220",General Residential Real Estate excl. HELOCs,10,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"32",2,CARD,AXS,SS,N,,,,"50.200",Regulatory Retail - All Other Exposures,100,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"32",2,CARD,VCL,RG,N,,,,"50.200",Regulatory Retail - All Other Exposures,100,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"32",2,SLR,SSL,SP,N,,,,"50.200",Regulatory Retail - All Other Exposures,100,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"32",2,CARD,VFA,A1,N,,,,"50.200",Regulatory Retail - All Other Exposures,100,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"32",2,CARD,VFA,A3,N,,,,"50.200",Regulatory Retail - All Other Exposures,100,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"32",2,CARD,VCL,NH,N,,,,"50.200",Regulatory Retail - All Other Exposures,100,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"32",2,SLT,SSL,LI,N,,,,"50.200",Regulatory Retail - All Other Exposures,100,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"32",2,CL,VIC,RG,N,,,,"50.200",Regulatory Retail - All Other Exposures,100,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"32",2,CARD,VGD,BA,N,,,,"50.200",Regulatory Retail - All Other Exposures,100,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"32",2,CARD,VCL,SL,N,,,,"50.200",Regulatory Retail - All Other Exposures,100,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"32",2,CL,SCL,IM,N,,,,"50.200",Regulatory Retail - All Other Exposures,100,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"32",2,CL,SCL,INE,N,,,,"50.200",Regulatory Retail - All Other Exposures,100,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"32",2,CARD,VCL,CC,N,,,,"50.200",Regulatory Retail - All Other Exposures,100,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"32",2,CARD,VCL,SS,N,,,,"50.200",Regulatory Retail - All Other Exposures,100,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"32",2,CARD,AXS,SC,N,,,,"50.200",Regulatory Retail - All Other Exposures,100,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"32",2,SLT,SSL,LN,N,,,,"50.200",Regulatory Retail - All Other Exposures,100,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"32",2,CARD,VGD,PB,N,,,,"50.200",Regulatory Retail - All Other Exposures,100,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"32",2,CARD,VCL,SV,N,,,,"50.200",Regulatory Retail - All Other Exposures,100,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"32",2,CARD,VFF,F1,N,,,,"50.200",Regulatory Retail - All Other Exposures,100,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"32",2,CARD,VFF,TS,N,,,,"50.200",Regulatory Retail - All Other Exposures,100,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"32",2,CARD,AXG,GC,N,,,,"50.200",Regulatory Retail - All Other Exposures,100,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"32",2,CARD,VGD,RG,N,,,,"50.200",Regulatory Retail - All Other Exposures,100,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"32",2,CARD,VGD,ST,N,,,,"50.200",Regulatory Retail - All Other Exposures,100,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"32",2,SLT,SSL,SP,N,,,,"50.200",Regulatory Retail - All Other Exposures,100,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"32",2,CARD,VCL,DM,N,,,,"50.200",Regulatory Retail - All Other Exposures,100,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"32",2,SLR,SSL,LI,N,,,,"50.200",Regulatory Retail - All Other Exposures,100,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"32",2,SLR,SSL,LN,N,,,,"50.200",Regulatory Retail - All Other Exposures,100,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"32",2,CARD,VCL,ST,N,,,,"50.200",Regulatory Retail - All Other Exposures,100,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"32",2,CARD,VCL,ZZ,N,,,,"50.200",Regulatory Retail - All Other Exposures,100,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"32",2,CARD,VLR,NF,N,,,,"50.200",Regulatory Retail - All Other Exposures,100,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"32",2,CARD,VLR,RC,N,,,,"50.200",Regulatory Retail - All Other Exposures,100,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"32",2,CL,SCL,CS,N,,,,"50.200",Regulatory Retail - All Other Exposures,100,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"32",2,CL,SCL,IL,N,,,,"50.200",Regulatory Retail - All Other Exposures,100,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"32",2,CL,SCL,RL,N,,,,"50.200",Regulatory Retail - All Other Exposures,100,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"32",2,CARD,AXG,GS,N,,,,"50.200",Regulatory Retail - All Other Exposures,100,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"32",2,CARD,AXP,PC,N,,,,"50.200",Regulatory Retail - All Other Exposures,100,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"32",2,CARD,VFF,TR,N,,,,"50.200",Regulatory Retail - All Other Exposures,100,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"32",2,CARD,AXS,SS,N,Y,,,"50.200",Regulatory Retail - All Other Exposures,100,N,"202309","202311",2023-11-24-00.00.01.000000,2024-01-05-14.36.55.071769
KS,"32",2,CARD,VCL,RG,N,Y,,,"50.200",Regulatory Retail - All Other Exposures,100,N,"202309","202311",2023-11-24-00.00.01.000000,2024-01-05-14.36.55.071769
KS,"32",2,SLR,SSL,SP,N,Y,,,"50.200",Regulatory Retail - All Other Exposures,100,N,"202309","202311",2023-11-24-00.00.01.000000,2024-01-05-14.36.55.071769
KS,"32",2,CARD,VFA,A1,N,Y,,,"50.200",Regulatory Retail - All Other Exposures,100,N,"202309","202311",2023-11-24-00.00.01.000000,2024-01-05-14.36.55.071769
KS,"32",2,CARD,VFA,A3,N,Y,,,"50.200",Regulatory Retail - All Other Exposures,100,N,"202309","202311",2023-11-24-00.00.01.000000,2024-01-05-14.36.55.071769
KS,"32",2,CARD,VCL,NH,N,Y,,,"50.200",Regulatory Retail - All Other Exposures,100,N,"202309","202311",2023-11-24-00.00.01.000000,2024-01-05-14.36.55.071769
KS,"32",2,SLT,SSL,LI,N,Y,,,"50.200",Regulatory Retail - All Other Exposures,100,N,"202309","202311",2023-11-24-00.00.01.000000,2024-01-05-14.36.55.071769
KS,"32",2,CL,VIC,RG,N,Y,,,"50.200",Regulatory Retail - All Other Exposures,100,N,"202309","202311",2023-11-24-00.00.01.000000,2024-01-05-14.36.55.071769
KS,"32",2,CARD,VGD,BA,N,Y,,,"50.200",Regulatory Retail - All Other Exposures,100,N,"202309","202311",2023-11-24-00.00.01.000000,2024-01-05-14.36.55.071769
KS,"32",2,CARD,VCL,SL,N,Y,,,"50.200",Regulatory Retail - All Other Exposures,100,N,"202309","202311",2023-11-24-00.00.01.000000,2024-01-05-14.36.55.071769
KS,"32",2,CL,SCL,IM,N,Y,,,"50.200",Regulatory Retail - All Other Exposures,100,N,"202309","202311",2023-11-24-00.00.01.000000,2024-01-05-14.36.55.071769
KS,"32",2,CL,SCL,INE,N,Y,,,"50.200",Regulatory Retail - All Other Exposures,100,N,"202309","202311",2023-11-24-00.00.01.000000,2024-01-05-14.36.55.071769
KS,"32",2,CARD,VCL,CC,N,Y,,,"50.200",Regulatory Retail - All Other Exposures,100,N,"202309","202311",2023-11-24-00.00.01.000000,2024-01-05-14.36.55.071769
KS,"32",2,CARD,VCL,SS,N,Y,,,"50.200",Regulatory Retail - All Other Exposures,100,N,"202309","202311",2023-11-24-00.00.01.000000,2024-01-05-14.36.55.071769
KS,"32",2,CARD,AXS,SC,N,Y,,,"50.200",Regulatory Retail - All Other Exposures,100,N,"202309","202311",2023-11-24-00.00.01.000000,2024-01-05-14.36.55.071769
KS,"32",2,SLT,SSL,LN,N,Y,,,"50.200",Regulatory Retail - All Other Exposures,100,N,"202309","202311",2023-11-24-00.00.01.000000,2024-01-05-14.36.55.071769
KS,"32",2,CARD,VGD,PB,N,Y,,,"50.200",Regulatory Retail - All Other Exposures,100,N,"202309","202311",2023-11-24-00.00.01.000000,2024-01-05-14.36.55.071769
KS,"32",2,CARD,VCL,SV,N,Y,,,"50.200",Regulatory Retail - All Other Exposures,100,N,"202309","202311",2023-11-24-00.00.01.000000,2024-01-05-14.36.55.071769
KS,"32",2,CARD,VFF,F1,N,Y,,,"50.200",Regulatory Retail - All Other Exposures,100,N,"202309","202311",2023-11-24-00.00.01.000000,2024-01-05-14.36.55.071769
KS,"32",2,CARD,VFF,TS,N,Y,,,"50.200",Regulatory Retail - All Other Exposures,100,N,"202309","202311",2023-11-24-00.00.01.000000,2024-01-05-14.36.55.071769
KS,"32",2,CARD,AXG,GC,N,Y,,,"50.200",Regulatory Retail - All Other Exposures,100,N,"202309","202311",2023-11-24-00.00.01.000000,2024-01-05-14.36.55.071769
KS,"32",2,CARD,VGD,RG,N,Y,,,"50.200",Regulatory Retail - All Other Exposures,100,N,"202309","202311",2023-11-24-00.00.01.000000,2024-01-05-14.36.55.071769
KS,"32",2,CARD,VGD,ST,N,Y,,,"50.200",Regulatory Retail - All Other Exposures,100,N,"202309","202311",2023-11-24-00.00.01.000000,2024-01-05-14.36.55.071769
KS,"32",2,SLT,SSL,SP,N,Y,,,"50.200",Regulatory Retail - All Other Exposures,100,N,"202309","202311",2023-11-24-00.00.01.000000,2024-01-05-14.36.55.071769
KS,"32",2,CARD,VCL,DM,N,Y,,,"50.200",Regulatory Retail - All Other Exposures,100,N,"202309","202311",2023-11-24-00.00.01.000000,2024-01-05-14.36.55.071769
KS,"32",2,SLR,SSL,LI,N,Y,,,"50.200",Regulatory Retail - All Other Exposures,100,N,"202309","202311",2023-11-24-00.00.01.000000,2024-01-05-14.36.55.071769
KS,"32",2,SLR,SSL,LN,N,Y,,,"50.200",Regulatory Retail - All Other Exposures,100,N,"202309","202311",2023-11-24-00.00.01.000000,2024-01-05-14.36.55.071769
KS,"32",2,CARD,VCL,ST,N,Y,,,"50.200",Regulatory Retail - All Other Exposures,100,N,"202309","202311",2023-11-24-00.00.01.000000,2024-01-05-14.36.55.071769
KS,"32",2,CARD,VCL,ZZ,N,Y,,,"50.200",Regulatory Retail - All Other Exposures,100,N,"202309","202311",2023-11-24-00.00.01.000000,2024-01-05-14.36.55.071769
KS,"32",2,CARD,VLR,NF,N,Y,,,"50.200",Regulatory Retail - All Other Exposures,100,N,"202309","202311",2023-11-24-00.00.01.000000,2024-01-05-14.36.55.071769
KS,"32",2,CARD,VLR,RC,N,Y,,,"50.200",Regulatory Retail - All Other Exposures,100,N,"202309","202311",2023-11-24-00.00.01.000000,2024-01-05-14.36.55.071769
KS,"32",2,CL,SCL,CS,N,Y,,,"50.200",Regulatory Retail - All Other Exposures,100,N,"202309","202311",2023-11-24-00.00.01.000000,2024-01-05-14.36.55.071769
KS,"32",2,CL,SCL,IL,N,Y,,,"50.200",Regulatory Retail - All Other Exposures,100,N,"202309","202311",2023-11-24-00.00.01.000000,2024-01-05-14.36.55.071769
KS,"32",2,CL,SCL,RL,N,Y,,,"50.200",Regulatory Retail - All Other Exposures,100,N,"202309","202311",2023-11-24-00.00.01.000000,2024-01-05-14.36.55.071769
KS,"32",2,CARD,AXG,GS,N,Y,,,"50.200",Regulatory Retail - All Other Exposures,100,N,"202309","202311",2023-11-24-00.00.01.000000,2024-01-05-14.36.55.071769
KS,"32",2,CARD,AXP,PC,N,Y,,,"50.200",Regulatory Retail - All Other Exposures,100,N,"202309","202311",2023-11-24-00.00.01.000000,2024-01-05-14.36.55.071769
KS,"32",2,CARD,VFF,TR,N,Y,,,"50.200",Regulatory Retail - All Other Exposures,100,N,"202309","202311",2023-11-24-00.00.01.000000,2024-01-05-14.36.55.071769
KS,"32",2,CARD,VGD,NF,N,Y,,,"50.200",Regulatory Retail - All Other Exposures,100,N,"202309","202311",2023-11-24-00.00.01.000000,2024-01-05-14.36.55.071769
KS,"32",2,CARD,VGD,SP,N,Y,,,"50.200",Regulatory Retail - All Other Exposures,100,N,"202309","202311",2023-11-24-00.00.01.000000,2024-01-05-14.36.55.071769
KS,"32",2,CARD,VCL,NF,N,Y,,,"50.200",Regulatory Retail - All Other Exposures,100,N,"202309","202311",2023-11-24-00.00.01.000000,2024-01-05-14.36.55.071769
KS,"32",2,CARD,VCL,SC,N,Y,,,"50.200",Regulatory Retail - All Other Exposures,100,N,"202309","202311",2023-11-24-00.00.01.000000,2024-01-05-14.36.55.071769
KS,"32",2,CARD,VLR,RG,N,Y,,,"50.200",Regulatory Retail - All Other Exposures,100,N,"202309","202311",2023-11-24-00.00.01.000000,2024-01-05-14.36.55.071769
SPL,"32",2,ITL HI,,,N,,,,"50.200",Regulatory Retail - All Other Exposures,100,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
SPL,"32",2,DTL UNSEC,,,N,,,,"50.200",Regulatory Retail - All Other Exposures,100,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
SPL,"32",2,ITL RV,,,N,,,,"50.200",Regulatory Retail - All Other Exposures,100,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
SPL,"32",2,DTL OTHER,,,N,,,,"50.200",Regulatory Retail - All Other Exposures,100,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
SPL,"32",2,ITL LEISURE,,,N,,,,"50.200",Regulatory Retail - All Other Exposures,100,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
SPL,"32",2,DTL CASH,,,N,,,,"50.200",Regulatory Retail - All Other Exposures,100,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
SPL,"32",2,ITL OTHER,,,N,,,,"50.200",Regulatory Retail - All Other Exposures,100,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
SPL,"32",2,ITL MARINE,,,N,,,,"50.200",Regulatory Retail - All Other Exposures,100,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
SPL,"32",2,DTL RSP,,,N,,,,"50.200",Regulatory Retail - All Other Exposures,100,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
SPL,"32",2,DTL AUTO,,,N,,,,"50.200",Regulatory Retail - All Other Exposures,100,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
SPL,"32",2,DTL CLIP,,,N,,,,"50.200",Regulatory Retail - All Other Exposures,100,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
SPL,"32",2,ITL HI,,,N,Y,,,"50.200",Regulatory Retail - All Other Exposures,100,N,"202309","202311",2023-11-24-00.00.01.000000,2024-01-05-14.36.55.071769
SPL,"32",2,DTL UNSEC,,,N,Y,,,"50.200",Regulatory Retail - All Other Exposures,100,N,"202309","202311",2023-11-24-00.00.01.000000,2024-01-05-14.36.55.071769
SPL,"32",2,ITL RV,,,N,Y,,,"50.200",Regulatory Retail - All Other Exposures,100,N,"202309","202311",2023-11-24-00.00.01.000000,2024-01-05-14.36.55.071769
SPL,"32",2,DTL OTHER,,,N,Y,,,"50.200",Regulatory Retail - All Other Exposures,100,N,"202309","202311",2023-11-24-00.00.01.000000,2024-01-05-14.36.55.071769
SPL,"32",2,ITL LEISURE,,,N,Y,,,"50.200",Regulatory Retail - All Other Exposures,100,N,"202309","202311",2023-11-24-00.00.01.000000,2024-01-05-14.36.55.071769
SPL,"32",2,DTL CASH,,,N,Y,,,"50.200",Regulatory Retail - All Other Exposures,100,N,"202309","202311",2023-11-24-00.00.01.000000,2024-01-05-14.36.55.071769
SPL,"32",2,ITL OTHER,,,N,Y,,,"50.200",Regulatory Retail - All Other Exposures,100,N,"202309","202311",2023-11-24-00.00.01.000000,2024-01-05-14.36.55.071769
SPL,"32",2,ITL MARINE,,,N,Y,,,"50.200",Regulatory Retail - All Other Exposures,100,N,"202309","202311",2023-11-24-00.00.01.000000,2024-01-05-14.36.55.071769
SPL,"32",2,DTL RSP,,,N,Y,,,"50.200",Regulatory Retail - All Other Exposures,100,N,"202309","202311",2023-11-24-00.00.01.000000,2024-01-05-14.36.55.071769
SPL,"32",2,DTL AUTO,,,N,Y,,,"50.200",Regulatory Retail - All Other Exposures,100,N,"202309","202311",2023-11-24-00.00.01.000000,2024-01-05-14.36.55.071769
SPL,"32",2,DTL CLIP,,,N,Y,,,"50.200",Regulatory Retail - All Other Exposures,100,N,"202309","202311",2023-11-24-00.00.01.000000,2024-01-05-14.36.55.071769
SPL,"32",2,,,,,,,Y,"50.210",Non-regulatory Retail,200,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"33",3,CARD,VGD,BA,N,,N,,"50.170",Regulatory Retail - Revolvers,120,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"33",3,CARD,VFA,A3,N,,N,,"50.170",Regulatory Retail - Revolvers,120,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"33",3,CARD,VCL,ST,N,,N,,"50.170",Regulatory Retail - Revolvers,120,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"33",3,CARD,VCL,ZZ,N,,N,,"50.170",Regulatory Retail - Revolvers,120,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"33",3,CARD,VGD,NF,N,,N,,"50.170",Regulatory Retail - Revolvers,120,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"33",3,CARD,VFA,A1,N,,N,,"50.170",Regulatory Retail - Revolvers,120,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"33",3,CARD,VCL,SS,N,,N,,"50.170",Regulatory Retail - Revolvers,120,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"33",3,CARD,AXG,GC,N,,N,,"50.170",Regulatory Retail - Revolvers,120,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"33",3,SLR,SSL,SP,N,,N,,"50.170",Regulatory Retail - Revolvers,120,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"33",3,CARD,VCL,NF,N,,N,,"50.170",Regulatory Retail - Revolvers,120,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"33",3,CL,SCL,IM,N,,N,,"50.170",Regulatory Retail - Revolvers,120,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"33",3,CL,SCL,RL,N,,N,,"50.170",Regulatory Retail - Revolvers,120,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"33",3,CARD,VLR,RG,N,,N,,"50.170",Regulatory Retail - Revolvers,120,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"33",3,CARD,VCL,RG,N,,N,,"50.170",Regulatory Retail - Revolvers,120,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"33",3,CARD,VFF,TR,N,,N,,"50.170",Regulatory Retail - Revolvers,120,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"33",3,CARD,VLR,NF,N,,N,,"50.170",Regulatory Retail - Revolvers,120,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"33",3,CARD,AXS,SS,N,,N,,"50.170",Regulatory Retail - Revolvers,120,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"33",3,CARD,AXG,GS,N,,N,,"50.170",Regulatory Retail - Revolvers,120,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"33",3,CARD,VFF,F1,N,,N,,"50.170",Regulatory Retail - Revolvers,120,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"33",3,CARD,VLR,RC,N,,N,,"50.170",Regulatory Retail - Revolvers,120,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"33",3,CARD,VCL,DM,N,,N,,"50.170",Regulatory Retail - Revolvers,120,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"33",3,CARD,VCL,SL,N,,N,,"50.170",Regulatory Retail - Revolvers,120,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"33",3,CL,SCL,IL,N,,N,,"50.170",Regulatory Retail - Revolvers,120,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"33",3,CARD,AXP,PC,N,,N,,"50.170",Regulatory Retail - Revolvers,120,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"33",3,CARD,VGD,ST,N,,N,,"50.170",Regulatory Retail - Revolvers,120,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"33",3,CARD,VGD,PB,N,,N,,"50.170",Regulatory Retail - Revolvers,120,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"33",3,CARD,VCL,SC,N,,N,,"50.170",Regulatory Retail - Revolvers,120,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
KS,"33",3,CARD,VGD,RG,N,,N,,"50.170",Regulatory Retail - Revolvers,120,Y,"202302","999912",2023-03-01-00.00.01.000000,2023-03-01-00.00.01.000000
