"ORG_UNIT_ID","ORG_UNIT_LVL","TRNST_NUM","ORG_UNIT_NM","CITY","CLS_DT","OPN_DT","PH_NUM","POSTAL_ZIP_CD","PROV_STATE","STRT_ADDR","INSRT_PROCESS_TMSTMP","UPDT_PROCESS_TMSTMP"
17580173,,"12146",SCOTIA PLAZA V. P. O. ADJUSTMENT                  ,TORONTO           ,,,,       ,ONTARIO           ,******************************************,2017-07-13-11.53.37.000000,2017-07-13-11.53.37.000000
91195124,,"205  ",BAHAMAS GAAP                                      ,NASSAU            ,,2007-07-01,************                            ,       ,BAHAMAS           ,"NASSAU, BAHAMAS                           ",2017-07-25-18.14.25.000000,
91196228,,"5585 ","CURRIDABAT PLAZA DEL SOL, CR                      ",                  ,,2018-08-01,************                            ,       ,UNITED STATES     ,                                          ,2017-07-25-18.14.25.000000,2019-05-07-10.09.13.000000
91195461,,"3325 ",SCOTIA INVERLAT DERIVADOS                         ,                  ,,2016-11-01,************                            ,       ,                  ,                                          ,2017-07-25-18.14.25.000000,
17580735,,"84665","J.F.K. BUILDING, SANTO DOMINGO, R.D.              ",******************,,,,       ,******************,******************************************,2017-07-13-11.53.37.000000,2017-07-13-11.53.37.000000
17580819,Transit        ,"97592",BANK ONLY - DOMESTIC VISA ADJUSTMENTS             ,******************,,,,       ,******************,******************************************,2017-07-13-11.53.37.000000,2017-07-13-11.53.37.000000
17580781,,"91843",ST.JOHN'S NFLD. TRAINING - 3600 SYSTEM            ,******************,,,,A1C 5H5,******************,******************************************,2017-07-13-11.53.37.000000,2017-07-13-11.53.37.000000
91195180,,"3575 ",FIDEICOMISO TERCEROS GAAP                         ,                  ,,2016-11-01,************                            ,       ,                  ,                                          ,2017-07-25-18.14.25.000000,
91195027,,"9522 ",INSURANCE CANADA PROJECTS                         ,TORONTO           ,,,************                            ,M5C 2W1,ONTARIO           ,"100 YONGE STREET, 4TH FLOOR               ",2017-07-25-18.14.25.000000,
91195119,,"3255 ",SBE CREDIT TRS                                    ,TORONTO           ,,2012-05-01,"4166493408                              ",M5V 2T3,ONTARIO           ,"720 KING STREET WEST, 2ND FLOOR           ",2017-07-25-18.14.25.000000,
91195211,,"2585 ",NBC PPE URUGUAY                                   ,                  ,,2011-03-01,************                            ,       ,URUGUAY           ,                                          ,2017-07-25-18.14.25.000000,
17580323,,"32276",INVESTOR RELATIONS                                ,TORONTO           ,,,,M5H 1H1,ONTARIO           ,"9TH. FLOOR, SCOTIA PLAZA                  ",2017-07-13-11.53.37.000000,2017-07-13-11.53.37.000000
17580415,,"42093",NOVA SCOTIA SAVINGS & LOANS COMPANY               ,******************,,,,       ,******************,******************************************,2017-07-13-11.53.37.000000,2017-07-13-11.53.37.000000
91195918,,"3566 ","MT INTERNATIONAL EXPANSION, TORONTO, ONT          ",TORONTO           ,2001-07-15,1996-07-01,************                            ,M5C 2W5,ONTARIO           ,"1 QUEEN STREET EAST, 2ND FLOOR            ",2017-07-25-18.14.25.000000,
91196170,,"8128 ",INTERNATIONAL PENSIONS                            ,TORONTO           ,,2010-12-20,"4168667876                              ",M5H 1H1,ONTARIO           ,"40 KING STREET WEST, 13TH FLOOR           ",2017-07-25-18.14.25.000000,
91195670,,"2576 ",SITE SUPPORT                                      ,SCARBOROUGH       ,,1990-02-01,************                            ,M1L 4S2,ONTARIO           ,"2201 EGLINTON AVENUE EAST                 ",2017-07-25-18.14.25.000000,
91196130,,"2825 ","COLPATRIA TRUST, COLOMBIA                         ",                  ,,2012-02-01,************                            ,       ,COLOMBIA          ,                                          ,2017-07-25-18.14.25.000000,
17580160,,"11395",SCOTIABANK IRELAND LIMITED                        ,DUBLIN            ,,,,       ,REP. OF IRELAND   ,"65-68 ST. STEPHEN'S GREEN, 2 CANADA HOUSE ",2017-07-13-11.53.37.000000,2017-07-13-11.53.37.000000
91195755,,"2394 ",ING PPE ADJUSTMENT                                ,TORONTO           ,2014-06-17,2012-12-01,************                            ,M5C 2W1,ONTARIO           ,"SUITE 505, 100 YONGE STREET               ",2017-07-25-18.14.25.000000,
91195847,,"4465 ",BANCO DE COMERCIO DE EL SALVADOR                  ,******************,2010-06-01,2005-05-01,************                            ,       ,EL SALVADOR       ,******************************************,2017-07-25-18.14.25.000000,
17579663,,"37218","780 BIRCHMOUNT, SCARBOROUGH, ONTARIO              ",SCARBOROUGH       ,,,                                        ,MIK 5H4,ONTARIO           ,"780 BIRCHMOUNT ROAD                       ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
91196692,,"48322",WMCOE                                             ,SCARBOROUGH       ,,,                                        ,M1L 4S2,ONTARIO           ,                                          ,2020-06-15-16.22.46.000000,2023-12-07-21.15.31.000000
17578898,,"44453",N. Y. - SYSTEMS SUPPORT AND ADMIN                 ,NEW YORK          ,,,                                        ,"10006  ",UNITED STATES     ,ONE LIBERTY PLAZA                         ,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17579246,,"04853",SCOTIA WATEROUS CALGARY OFFICE                    ,CALGARY           ,,,                                        ,T2P 1C5,ALBERTA           ,"SUITE 500, 301 - 8TH AVENUE SW            ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17577528,Transit        ,"82636",SD PRODUCT CANADA                                 ,TORONTO           ,,,                                        ,M5C 2R9,ONTARIO           ,"20 RICHMOND STREET EAST, 5TH FLOOR        ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
91196657,,"75234",PROJECT MGR CONTRACTOR POOL                       ,SCARBOROUGH       ,,,                                        ,M1L 4S2,ONTARIO           ,                                          ,2019-11-07-00.29.09.000000,2023-12-07-21.15.31.000000
17578866,,"19075",SCOTIABANK (BELIZE) LTD - BELMOPAN                ,BELIZE CITY       ,,,                                        ,       ,BELIZE            ,******************************************,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17579181,Transit        ,"95968",BUSINESS SERVICE CENTRE 95968                     ,CALGARY           ,,,                                        ,T2P 1R1,ALBERTA           ,"P.O. BOX 53069, MARLBOROUGH CRO           ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17575742,,"82966","MT CENTRAL REGION ACCOUNTING, TORONTO, ONT        ",TORONTO           ,,,                                        ,M5C 2W5,ONTARIO           ,"1 QUEEN STREET EAST, 5TH FLOOR            ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17575896,Transit        ,"50500","HASTINGS & VERNON, VANCOUVER, B.C.                ",VANCOUVER 6       ,,,                                        ,V6A 1S6,BRITISH COLUMBIA  ,"1220 EAST HASTINGS STREET                 ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17579648,,"57208",UNIFIED ONBOARD AND COMPLIANCE                    ,SCARBOROUGH       ,,,                                        ,M1L 4S2,ONTARIO           ,"2201 EGLINTON AVENUE EAST                 ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
81068034,,"92874",CLIENT SOLUTIONS - CANADA                         ,TORONTO           ,,,                                        ,       ,ONTARIO           ,******************************************,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17579117,,"45195",IRELAND DERIVATIVE EXPENSES                       ,                  ,,,                                        ,       ,REP. OF IRELAND   ,                                          ,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17579679,,"64923",EO BCP - ADJUSTMENT                               ,TORONTO           ,,,                                        ,M5C 2W1,ONTARIO           ,"100 YONGE STREET, SUITE 505               ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17577291,Transit        ,"51649","WHITECOURT, ALBERTA                               ",WHITECOURT        ,,,                                        ,T7S 1X6,ALBERTA           ,"UNIT 5, 4223 52 AVENUE                    ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
73659001,,"32854",BOB MANAGEMENT                                    ,TORONTO           ,,,                                        ,M5H 1H1,ONTARIO           ,"40 KING STREET WEST, 13TH FLOOR           ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
68079006,,"61994",AMEX - PROMO CHEQUES                              ,SCARBOROUGH       ,,,                                        ,       ,ONTARIO           ,"2201 EGLINTON AVENUE EAST                 ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17577493,,"35295",SCOTIA INSURANCE (BARBADOS) LIMITED               ,ST. MICHAEL       ,,,                                        ,       ,"BARBADOS, W.I.    ","3RD. FLOOR, INTERNATIONAL TRADING CENTRE  ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17579317,Transit        ,"16428",GTB TRADE FINANCE - CTF                           ,TORONTO           ,,,                                        ,M5C 2W5,ONTARIO           ,"1 QUEEN STREET EAST, 2ND FLOOR            ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17576737,Transit        ,"00166","MERIVALE & MEADOWLANDS, NEPEAN, ONTARIO           ",NEPEAN            ,,,                                        ,K2G 3K2,ONTARIO           ,"1649 MERIVALE ROAD                        ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17578546,,"82933",SCOTIA MCLEOD REGIONAL SALES MGR - WESTERN        ,VANCOUVER         ,,,                                        ,V6B 4N9,BRITISH COLUMBIA  ,"650 WEST GEOGIA STREET, SUITE 1800        ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17579544,Transit        ,"52829",STRATHMORE                                        ,STRATHMORE        ,,,                                        ,T1P 0A2,ALBERTA           ,"108 - 800 PINE ROAD                       ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17577571,Transit        ,"41301","437 RUE ST. JACQUES OUEST                         ",MONTREAL          ,,,                                        ,H2Y 1P4,QUEBEC            ,"437 RUE ST. JACQUES OUEST                 ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17579997,Transit        ,"85233",ST. JOHN'S CENTRALIZED CURRENCY UNIT              ,TORONTO           ,,,                                        ,M3C 0N5,ONTARIO           ,"90 WYNFORD DRIVE, 5TH FLOOR               ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
91196976,,"07895",RESERVED TRANSIT                                  ,                  ,,,                                        ,       ,                  ,                                          ,2022-11-05-05.18.58.000000,2023-12-07-21.15.31.000000
49371003,Transit        ,"08706",HOLLIS CANADIAN BANK PORTFOLIO LOANS              ,TORONTO           ,,,                                        ,M5H 1H1,ONTARIO           ,"44 KING STREET WEST                       ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17580009,,"02155",GWO SCEI                                          ,NEW YORK          ,,,                                        ,"10006  ","NEW YORK, U. S. A.","1 LIBERTY PLAZA, 165 BROADWAY             ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17576696,Transit        ,"20180","LYTTON, B.C.                                      ",LYTTON            ,,,                                        ,V0K 1Z0,BRITISH COLUMBIA  ,"421 MAIN STREET, P.O. BOX 129             ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17577972,Transit        ,"71688",IMPLEMENTATION CLIENT SUPPORT                     ,SCARBOROUGH       ,,,                                        ,M1K 5L1,ONTARIO           ,"888 BIRCHMOUNT ROAD 5TH FLOOR             ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17577969,,"51078",WRMP-WHOLESALE RELATION MANAGEMENT PLATFRM        ,TORONTO           ,,,                                        ,M5H 1H1,ONTARIO           ,"44 KING STREET WEST                       ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
68766002,Transit        ,"13250",FREMONT VILLAGE                                   ,PORT COQUITLAM    ,,,                                        ,V3B 0G6,BRITISH COLUMBIA  ,"2115 HAWKINS STREET                       ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
91196288,,"07559",US BANK NA ST PAUL-CSH LTR-MTL                    ,                  ,,,                                        ,       ,UNITED STATES     ,                                          ,2017-08-02-19.43.09.000000,2023-12-07-21.15.31.000000
17577539,Transit        ,"40964",REGENT & PRIESTMAN                                ,FREDERICTON       ,,,                                        ,E3B 3Z2,NEW BRUNSWICK     ,"1111 REGENT STREET                        ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17578586,,"60947",SAM - NEW YORK                                    ,NEW YORK          ,,,                                        ,"10006  ","NEW YORK, U.S.A.  ","1 LIBERTY PLAZA                           ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17575413,,"87189",SOUTHTRUST BANK OF ALABAMA                        ,CHARLOTTE         ,,,                                        ,"28202  ",N. C. - U. S. A.  ,"201 SOUTH TRYON STREET                    ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17579320,,"06296",MAPLE TRUST                                       ,TORONTO           ,,,                                        ,M5K 1K7,ONTARIO           ,"79 WELLINGTON ST. W. SUITE 3500 PO BOX 349",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17578182,,"72488",NT - RETAIL DEPOSITS - OPER                       ,TORONTO           ,,,                                        ,M5C 2W1,ONTARIO           ,"C/O R. LAURSON, 100 YONGE ST., 8TH FLOOR  ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17578667,,"73353",SM 350 - RIMOUSKI                                 ,RIMOUSKI          ,,,                                        ,G5L 1A2,QUEBEC            ,"38 RUE SAINT-GERMAIN EST                  ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17578172,,"51953",GTB-CORP - MANAGEMENT                             ,TORONTO           ,,,                                        ,M5C 2W5,ONTARIO           ,"1 QUEEN STREET EAST, 2ND FLOOR            ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17575979,Transit        ,"37556",SMART AUTOMATION                                  ,TORONTO           ,,,                                        ,M5H 1H1,ONTARIO           ,"44 KING STREET WEST, 10TH FLOOR           ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17578966,,"19695",NEW YORK LPM - ADJUSTMENT                         ,TORONTO           ,,,                                        ,M5V 2T3,ONTARIO           ,"720 KING ST. W., 4TH FLOOR                ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
79279008,,"26112",MISSISSAUGA AND FINANCIAL                         ,BRAMPTON          ,,,                                        ,L6Y 1M1,ONTARIO           ,"8345 FINANCIAL DRIVE                      ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
79502004,,"03509",CHAPPELLE COMMONS                                 ,EDMONTON          ,,,                                        ,T6W 4H2,ALBERTA           ,******************************************,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17576047,,"94623",SMC HISTORY TRANSIT FOR 90696 -PRE-NOV2003        ,                  ,,,                                        ,       ,ONTARIO           ,******************************************,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17575456,Transit        ,"71662","YONGE & CARLTON, TORONTO, ONTARIO                 ",TORONTO           ,,,                                        ,M5B 2M3,ONTARIO           ,"1 CARLTON STREET                          ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17579050,,"42945","LA VEGA, DOMINICAN REPUBLIC                       ",LA VEGA           ,,,                                        ,       ,DOMINICAN REPUBLIC,AVE. INDEPENDENCIA ESQ. ING. GARCIA       ,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17576193,,"27995",SCOTIALIFE TRINIDAD & TOBAGO LTD. ADJ.            ,PORT OF SPAIN     ,,,                                        ,       ,"TRINIDAD, W.I.    ","1 FREDERICK STREET, 2ND FLOOR             ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
65861001,,"02775",ISS - GWS - LONDON BUSINESS UNIT CONTROL          ,LONDON            ,,,                                        ,EC2M3NS,ENGLAND           ,"201 BISHOPSGATE, 6TH FLOOR                ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17578553,,"87965",SCOTIABANK (BELIZE) LTD - BELAMA                  ,BELIZE CITY       ,,,                                        ,       ,BELIZE            ,******************************************,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17576972,Transit        ,"20669","17TH AVE.S.E.& RADISSON DR.,CALGARY,ALTA          ",CALGARY           ,,,                                        ,T2A 0P9,ALBERTA           ,"3320 17TH AVENUE S.E.                     ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17578330,Transit        ,"12500",BCY - BRCLOS1-NO FUTURE BENEFIT                   ,VANCOUVER         ,,,                                        ,V6B 4N7,BRITISH COLUMBIA  ,"650 WEST GEORGIA STREET, 34TH FLOOR       ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
79279011,,"28886",ARCHIVES AND INFO MANAGEMENT                      ,TORONTO           ,,,                                        ,M5H 1H1,ONTARIO           ,******************************************,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17579878,,"01455",FOREIGN VIE CONSOLIDATION                         ,TORONTO           ,,,                                        ,M5V 2T3,ONTARIO           ,"720 KING STREET WEST, 2ND FLOOR           ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
91196397,,"77578",RESERVED TRANSIT                                  ,                  ,,,                                        ,       ,SASKATCHEWAN      ,                                          ,2018-08-08-14.32.09.000000,2023-12-07-21.15.31.000000
17575434,Transit        ,"54726","ERIN MILLS TOWN CENTRE, MISSISSAUGA, ONT.         ",MISSISSAUGA       ,,,                                        ,L5M 4Z5,ONTARIO           ,"ERIN MILLS TN CTRE,5100 ERIN MILLS PARKWAY",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17577142,Transit        ,"51029","VERMILION, ALBERTA                                ",VERMILION         ,,,                                        ,T9X 1A7,ALBERTA           ,"5037 - 50TH  AVENUE                       ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17577854,,"01248",GBMF-GTB COMPTROLLER                              ,TORONTO           ,,,                                        ,M5H 1H1,ONTARIO           ,"40 KING STREET WEST                       ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
91196348,,"86223",RESERVED TRANSIT                                  ,                  ,,,                                        ,       ,NOVA SCOTIA       ,                                          ,2018-02-07-22.46.39.000000,2023-12-07-21.15.31.000000
17579780,,"98885",SIL CREDIT                                        ,TORONTO           ,,,                                        ,M5V 2T3,ONTARIO           ,"720 KING STREET WEST, 2ND FLOOR           ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17579671,,"00645","BANGKOK REPRESENTATIVE OFFICE, THAILAND           ",BANGKOK           ,,,                                        ,"10330  ",THAILAND          ,"900 TONSON TOWER                          ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17577565,,"74625","DIEGO MARTIN, TRINIDAD                            ",******************,,,                                        ,       ,******************,******************************************,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17580076,,"93120",VANCOUVER - CHEQUE IMAGE DC                       ,MISSISSAUGA       ,,,                                        ,L4W 0B4,ONTARIO           ,"4715 TAHOE BOULEVARD, 4TH FLOOR           ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
79502015,,"35923",ROYNAT IFRS 9 ADJUSTMENT                          ,TORONTO           ,,,                                        ,       ,NOVA SCOTIA       ,******************************************,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17579755,,"67058",SCOTIACARDS AND INTERAC                           ,TORONTO           ,,,                                        ,M5C 2W1,ONTARIO           ,"100 YONGE STREET, 8TH FLOOR               ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17577724,,"20925",CHICAGO ONE CORP                                  ,******************,,,                                        ,       ,******************,C/O ATLANTA AGENCY                        ,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17578090,,"52878",NT-ADMINISTRATION (NON-RESTRUCTURING)             ,TORONTO           ,,,                                        ,M5H 1H1,ONTARIO           ,"EXECUTIVE OFFICE, 44 KING STREET WEST     ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
75931005,,"33324",MARKETING CENTRAL EXPENSES                        ,TORONTO           ,,,                                        ,M5H 1H1,ONTARIO           ,"44 KING STREET WEST, 12TH FLOOR           ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
79279018,Transit        ,"56226",STRATFORD HUB                                     ,STRATFORD         ,,,                                        ,N4Z 1H3,ONTARIO           ,"10 WRIGHT BOULEVARD                       ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17576659,Transit        ,"10140",KAMLOOPS                                          ,KAMLOOPS          ,,,                                        ,V2C 2A2,BRITISH COLUMBIA  ,"276 VICTORIA STREET                       ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
91196574,,"46607",SECUR CONV LOAN ADJ                               ,TORONTO           ,,,                                        ,M5H 1N1,ONTARIO           ,                                          ,2019-09-10-07.23.00.000000,2023-12-07-21.15.31.000000
91196909,,"89656",RESERVED TRANSIT                                  ,                  ,,,                                        ,       ,ONTARIO           ,                                          ,2022-06-07-16.07.48.000000,2023-12-07-21.15.31.000000
17579577,,"31997",FO (FEINGOLD O'KEEFE) MASTER FUND 1               ,TORONTO           ,,,                                        ,M5V 2T3,ONTARIO           ,"720 KING STREET WEST, 2ND FLOOR           ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17577449,,"60996",TOR.CAP.MKTS. P/FOLIO ADJ.                        ,******************,,,                                        ,       ,******************,GENERAL OFFICE-15TH. FLOOR                ,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17579166,,"29512",RETAIL PAYMENTS                                   ,TORONTO           ,,,                                        ,M5H 3R3,ONTARIO           ,"20 QUEEN STREET WEST, 11TH FLOOR          ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17579837,Transit        ,"53199",W.S.C. SALES SUPPORT - SOL #7                     ,MISSISSAUGA       ,,,                                        ,L4W 0B4,ONTARIO           ,"4715 TAHOE BOULEVARD                      ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
78567019,,"96347",RESERVED TRANSIT                                  ,TORONTO           ,,,                                        ,       ,ONTARIO           ,******************************************,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17580490,,"52415",EXPATRIATE OFFICERS SINGAPORE                     ,SINGAPORE         ,,,                                        ,"049315 ",SINGAPORE         ,"#15 - 01, OCEAN BUILDING, 10 COLLYER QUAY ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17576590,Transit        ,"61382","KINGSTON RD. & BINGHAM, TORONTO, ONT.             ",TORONTO           ,,,                                        ,M4E 1T2,ONTARIO           ,"1016 KINGSTON ROAD                        ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17576393,Transit        ,"40006","OTTAWA, ONT.                                      ",OTTAWA            ,,,                                        ,K1P 5T2,ONTARIO           ,P O BOX 865                               ,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17577836,,"66555","HAGGATT HALL, BARBADOS                            ",ST. MICHAEL       ,,,                                        ,       ,BARBADOS          ,******************************************,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17576194,,"31955",CHILE - OFFSHORE BANKING UNIT                     ,GRAND CAYMAN      ,,,                                        ,       ,CAYMAN ISLANDS    ,                                          ,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17575509,Transit        ,"21352","GERRARD & WOODBINE, TORONTO, ONT.                 ",TORONTO           ,,,                                        ,M4L 2C2,ONTARIO           ,"1943 GERRARD STREET E.                    ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
80791012,,"12807",GWO - PAYMENTS                                    ,TORONTO           ,,,                                        ,M5V 2T3,ONTARIO           ,"720 KING STREET WEST, 4TH FLOOR           ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17577934,,"40857","MT ROYNAT WINNIPEG, MAN., DISTRICT OFFICE         ",WINNIPEG          ,,,                                        ,R3B 0X3,MANITOBA          ,"RICHARDSON BLDG, 1 LOMBARD PLACE, STE#1208",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17579883,,"32557",OITS - BRAZIL                                     ,TORONTO           ,,,                                        ,M5J 1E5,ONTARIO           ,"61 FRONT STREET WEST, 4TH FLOOR           ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
69676001,,"03465","CARMICHAEL & ALEXANDRIA ROAD, NASSAU              ",NASSAU            ,,,                                        ,       ,BAHAMAS           ,CARMICHAEL & ALEXANDRIA RD. P.O. BOX N7518,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
81068021,,"54627",BNS TOR ETF TRADING                               ,TORONTO           ,,,                                        ,       ,ONTARIO           ,******************************************,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17579153,,"40667",MAN ELN 2 LIMITED                                 ,TORONTO           ,,,                                        ,M5V 2T3,ONTARIO           ,"720 KING STREET WEST, 2ND FLOOR           ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
81068000,,"06023",TACTICAL TRADING GFI ADJ                          ,TORONTO           ,,,                                        ,M5H 1J9,ONTARIO           ,"150 KING STREET WEST                      ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17575178,Transit        ,"22343",HIBERNIA BRANCH                                   ,TCH               ,,,                                        ,       ,NEWFOUNDLAND      ,"RECREATION COMPLEX,BULL ARM SITE          ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17577081,Transit        ,"54122",DUNDAS & WHARTON WAY                              ,MISSISSAUGA       ,,,                                        ,L4X 2X1,ONTARIO           ,"1825 DUNDAS STREET E                      ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17579976,,"05223",SIL CREDIT ADJUSTMENT                             ,TORONTO           ,,,                                        ,M5V 2T3,ONTARIO           ,"720 KING STREET WEST, 2ND FLOOR           ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17579241,,"36228",GWM GC SCOTIA SECURITIES                          ,TORONTO           ,,,                                        ,M5H 1H1,ONTARIO           ,"40 KING STREET WEST, 33RD FLOOR           ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17580502,,"53215",CARIBE BRANCH                                     ,RIO PIEDRAS       ,,,                                        ,"00926  ",PUERTO RICO       ,"CALLE BORI, APARTADO 74,CENTRO COM. CARIBE",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17577339,,"20834",TEST-DOMESTIC OPERATIONS DEVELOPMENT              ,******************,,,                                        ,       ,******************,******************************************,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17575717,,"31450","MT VANCOUVER CORPORATE TRUST, VAN, B .C.          ",VANCOUVER         ,,,                                        ,V6C 3B9,BRITISH COLUMBIA  ,"510 BURRARD STREET, 4TH FLOOR             ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17576956,Transit        ,"50963",BURGEO                                            ,BURGEO            ,,,                                        ,A0N 2H0,NEWFOUNDLAND      ,P.O. BOX 249                              ,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
91196292,,"04995","BELLA VISTA, PANAMA                               ",PANAMA CITY 5     ,,,                                        ,       ,UNITED STATES     ,                                          ,2017-09-15-00.24.03.000000,2023-12-07-21.15.31.000000
17575725,,"42200","MT H.R. PACIFIC, VANCOUVER, B.C.                  ",VANCOUVER         ,,,                                        ,V6C 3B9,BRITISH COLUMBIA  ,"510 BURRARD STREET, 4TH FLOOR             ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17579107,,"21154",COMMON_CUSTOMER_TRAN_03                           ,TORONTO           ,,,                                        ,M5H 1H1,ONTARIO           ,"C/O C. STEFAN, WM, 40 KING ST. W., 14TH FL",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
74519002,,"35527",MORTGAGE AGGREGATION HEDGE ACCOUNTING             ,TORONTO           ,,,                                        ,M5H 1H1,ONTARIO           ,"40 KING STREET WEST, 24TH FLOOR           ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
