"ORG_UNIT_ID","ORG_UNIT_LVL","TRNST_NUM","ORG_UNIT_NM","CITY","CLS_DT","OPN_DT","PH_NUM","POSTAL_ZIP_CD","PROV_STATE","STRT_ADDR","INSRT_PROCESS_TMSTMP","UPDT_PROCESS_TMSTMP"
17575356,,"77065","BUCKLEY'S, LONG ISLAND, BAH. -PRE APRIL/98        ",LONG ISLAND       ,,,                                        ,       ,BAHAMAS           ,******************************************,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17576123,,"16378",DOMESTIC PORTFOLIO MANAGEMENT CO-OPS              ,SCARBOROUGH       ,,,                                        ,M1L 4S2,ONTARIO           ,"2201 EGLINTON AVENUE EAST                 ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17577287,Transit        ,"71670","WANETA PLAZA, TRAIL, B.C.                         ",TRAIL             ,,,                                        ,V1R 4N7,BRITISH COLUMBIA  ,UNIT #118 - 8100 ROCK ISLAND HIGHWAY      ,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17575877,,"34348",NB BRANCH DIVESTITURE                             ,SCARBOROUGH       ,,,                                        ,M1K 5L1,ONTARIO           ,"888 BIRCHMOUNT ROAD, 3RD FLOOR            ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17576467,Transit        ,"31252","DUNDAS & BROCK, TORONTO, ONT.                     ",TORONTO           ,,,                                        ,M6K 1V1,ONTARIO           ,"1616 DUNDAS STREET W.                     ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
72240002,,"82644",AE ENGINEERING NETWORK CANADA                     ,SCARBOROUGH       ,,,                                        ,M1L 4S2,ONTARIO           ,"2201 EGLINTON AVENUE EAST                 ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
75331014,,"85597",GRM CANADIAN SECURED LENDING                      ,TORONTO           ,,,                                        ,M5H 1H1,ONTARIO           ,"44 KING STREET WEST, 29TH FLOOR           ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17575501,Transit        ,"52589","DUGGAN VILLAGE MALL, CAMROSE, ALBERTA             ",CAMROSE           ,,,                                        ,T4V 3G8,ALBERTA           ,"43. 6601 48 AVENUE                        ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17579622,,"02097",FLARITON FUNDING                                  ,TORONTO           ,,,                                        ,M5V 2T3,ONTARIO           ,"720 KING STREET WEST, 2ND FLOOR           ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17576353,,"94508",SCOTIA MERCHANT CAPITAL - PAYROLL                 ,TORONTO           ,,,                                        ,M5C 2W1,ONTARIO           ,"100 YONGE ST, 18TH FLOOR, ATTN:M.GIAMBRONE",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17578640,,"23713",SM 460 - LONDON                                   ,LONDON            ,,,                                        ,N6A 5P3,ONTARIO           ,"148 FULLARTON ST., STE. 1801              ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
80791005,,"03655",SERVICIOS CORP CREDITO GAAP                       ,                  ,,,                                        ,       ,                  ,******************************************,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17579308,Transit        ,"52761",CHOMEDEY & DU SOUVENIR                            ,LAVAL             ,,,                                        ,H7V 3Z2,QUEBEC            ,"3400 BOUL. DU SOUVENIR                    ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17578168,,"42358",NT - RETAIL LENDING - OPER                        ,TORONTO           ,,,                                        ,M5H 1H1,ONTARIO           ,"C/O R.R.C.BOULTER,61 FRONT ST.W, 1ST FLOOR",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17578792,Transit        ,"97196",ONTARIO CRG - STRUCTURED                          ,SCARBOROUGH       ,,,                                        ,M1K 5L1,ONTARIO           ,"888 BIRCHMOUNT ROAD, 7TH FLOOR            ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
75958000,Transit        ,"03400",CSA - BC EAST                                     ,VANCOUVER         ,,,                                        ,V6B 4N7,BRITISH COLUMBIA  ,"650 WEST GEORGIA ST, 34TH FL, PO BOX 11501",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17575550,Transit        ,"62992","15 GERVAIS DR. AT WYNFORD,DON MILLS,ONT.          ",NORTH YORK        ,,,                                        ,M3C 1Y8,ONTARIO           ,"15 GERVAIS DRIVE                          ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
75958012,,"15727",GFI-CREDIT                                        ,TORONTO           ,,,                                        ,M5H 1N1,ONTARIO           ,"11 ADELAIDE WEST, 4TH FLOOR               ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17579550,,"41434",DB&G MANDEVILLE                                   ,                  ,,,                                        ,       ,JAMAICA           ,******************************************,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17577810,,"21576",NORTH AMERICA INVESTMENT BKG ADJUSTMENT           ,******************,,,                                        ,       ,******************,FOR CHIEF ACCTS USE ONLY                  ,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17577841,,"51961",MTCC (FORMERLY MTC) CAPITAL FUNDS                 ,TORONTO           ,,,                                        ,M5H 1H1,ONTARIO           ,"SCOTIA PLAZA, 40 KING STREET WEST, 10TH FL",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17575211,,"39669",MARINE MIDLAND BANK N.A.                          ,BUFFALO           ,,,                                        ,"14240  ",NEW YORK     U S A,P.O. BOX 1534                             ,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17575196,,"21741",MONTREAL CENTRE DVP EXP                           ,MONTREAL          ,,,                                        ,H3A 3M3,QUEBEC            ,"2 PLACE QUEBEC, 8TH FLOOR                 ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17579929,,"42697",GRM AGRICULTURE AND RCU ONT                       ,TORONTO           ,,,                                        ,M5H 1H1,ONTARIO           ,"44 KING STREET WEST, 11TH FLOOR           ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17579783,,"00965",TRANSAMERICA - PRE-SALE OFFSET                    ,                  ,,,                                        ,       ,COSTA RICA        ,******************************************,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17577209,Transit        ,"76042","JARVIS, ONTARIO                                   ",JARVIS            ,,,                                        ,N0A 1J0,ONTARIO           ,"P.O. BOX 550,                             ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17576321,Transit        ,"04648",INTERNATIONAL FRAUD                               ,TORONTO           ,,,                                        ,M3C 0N5,ONTARIO           ,"79 QUEEN STREET EAST                      ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
77968006,,"13409",ALBERTA NWT BUSINESS BANKING                      ,CALGARY           ,,,                                        ,T2P 1N2,ALBERTA           ,******************************************,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17579652,,"92197",LLCP FUNDING                                      ,TORONTO           ,,,                                        ,M5V 2T3,ONTARIO           ,"720 KING STREET WEST, 2ND FLOOR           ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17579409,,"97816",MTF - FAS - EXP                                   ,TORONTO           ,,,                                        ,M5H 1H1,ONTARIO           ,"44 KING STREET WEST, SUITE 2502           ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17577323,Transit        ,"81760","NORTH LANGLEY CENTRE, LANGLEY, B.C.               ",LANGLEY           ,,,                                        ,V1M 3C6,BRITISH COLUMBIA  ,"19989 96 AVENUE                           ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17576987,,"40725","SAN JUAN, TRINIDAD                                ",SAN JUAN          ,,,                                        ,       ,TRINIDAD          ,EASTERN MAIN ROAD                         ,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
71894000,,"04235",IIA - BAHAMAS                                     ,                  ,,,                                        ,       ,BAHAMAS           ,******************************************,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
75552007,,"33274",RMIT - SUPPORT POOL                               ,TORONTO           ,,,                                        ,M5H 4A6,ONTARIO           ,"320 BAY STREET, 13TH FLOOR                ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17576277,,"64246",FOUNDATIONS                                       ,TORONTO           ,,,                                        ,M5X 1K1,ONTARIO           ,"30 CEDAR STREET, SUITE 404                ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17575128,,"58099","FIRST FIDELITY BANK, N. A.                        ",NEWARK            ,,,                                        ,"071 01 ",NEW JERSEY        ,"550 BROAD STREET,                         ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17575722,,"32961","MT HR QUEBEC, MONTREAL, QUEBEC                    ",MONTREAL          ,,,                                        ,H3A 3K9,QUEBEC            ,"1800 MCGILL AVENUE, 7TH FLOOR             ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17578584,Transit        ,"83063",ATLANTIC COMMERCIAL                               ,HALIFAX           ,,,                                        ,B3J 2M1,NOVA SCOTIA       ,"1709 HOLLIS STREET, PO BOX 70             ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17578571,,"28365",PLAZA GUAYNABO - PUERTO RICO                      ,******************,,,                                        ,       ,PUERTO RICO       ,******************************************,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
91196793,,"85704",DYNAMIC FUNDS CAD                                 ,TORONTO           ,,,                                        ,       ,ONTARIO           ,                                          ,2021-04-08-00.19.43.000000,2023-12-07-21.15.31.000000
73381015,Transit        ,"83360",VICTORIA CENTRALIZED PROCESSING CENTRE            ,VANCOUVER         ,,,                                        ,V6C 1B4,BRITISH COLUMBIA  ,"815 WEST HASTINGS STREET, 3RD FLOOR       ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17578762,Transit        ,"43331",MONTREAL EAST & SOUTH SHORE CRG                   ,MONTREAL          ,,,                                        ,H3A 3L5,QUEBEC            ,"1002 SHERBROOKE STREET WEST, SUITE 250    ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17579565,,"00525",SCOTIA SOCIEDAD FONDOS DE INVERSION SAFI          ,                  ,,,                                        ,       ,COSTA RICA        ,******************************************,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17577189,Transit        ,"71613",BRIDGEWATER MALL                                  ,BRIDGEWATER       ,,,                                        ,B4V 3A2,NOVA SCOTIA       ,"421 LAHAVE STREET, PO BOX 400             ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
91196596,,"16253",CSA - ATLANTIC                                    ,HALIFAX           ,,,                                        ,B3J 3B7,NOVA SCOTIA       ,                                          ,2019-09-10-07.23.00.000000,2023-12-07-21.15.31.000000
91196834,,"15974",SCOTIATECH BOGOTA                                 ,TORONTO           ,,,                                        ,M1L 4R1,ONTARIO           ,"1940 EGLINTON AVENUE EAST                 ",2021-08-07-01.06.06.000000,2024-08-07-12.55.46.000000
17578990,,"35758",ITS MGMT CENTRALLY MANAGED EXP                    ,SCARBOROUGH       ,,,                                        ,M1L 4S2,ONTARIO           ,"2201 EGLINTON AVENUE EAST                 ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17577820,,"34306",EITS EMPL TSDFS SERVICE DESK                      ,TORONTO           ,,,                                        ,M5H 1H1,ONTARIO           ,"44 KING STREET WEST, SUITE 902            ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17576398,Transit        ,"00034",MONCTON                                           ,MONCTON           ,,,                                        ,E1C 8K7,NEW BRUNSWICK     ,P.O. BOX 100                              ,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17576950,,"80465",FREDERIKSTED-(SUB TO-ISLAND CENTRE) U.S.VI        ,ST. CROIX         ,,,                                        ,"00840  ",VIRGIN ISLANDS    ,                                          ,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
67511000,,"23747",GCM MANAGEMENT                                    ,TORONTO           ,,,                                        ,M5H 1H1,ONTARIO           ,"44 KING STREET WEST, 24TH FLOOR           ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17579594,,"81877",PLURIS                                            ,TORONTO           ,,,                                        ,M5V 2T3,ONTARIO           ,"720 KING STREET WEST, 2ND FLOOR           ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17579972,,"45005","VIRGIN GORDA, BVI                                 ",VIRGIN GORDA      ,,,                                        ,       ,BR. VIRGIN IS. W.I,******************************************,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
71657008,,"55533",PRIVATE INVESTMENT COUNSEL - MISSISSAUGA          ,MISSISSAUGA       ,,,                                        ,L4Z 1H8,ONTARIO           ,"1600-2 ROBERT SPECK PARKWAY               ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17575307,Transit        ,"35006","NT 75 ELGIN STREET, ARNPRIOR                      ",ARNPRIOR          ,,,                                        ,K7S 1N6,ONTARIO           ,"P.O. BOX 339, 75 ELGIN STREET WEST        ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
91196862,,"56044",PAY MOD SIP AMORT                                 ,TORONTO           ,,,                                        ,M5H 1H1,ONTARIO           ,                                          ,2022-06-07-16.07.48.000000,2023-12-07-21.15.31.000000
17580322,,"32201",DCSC - MONTREAL SERVICE CENTRE                    ,MONTREAL          ,,,                                        ,H3A 3K9,QUEBEC            ,"12TH.FL,PL MTL TR,1800 MCGILL COLLEGE AVE ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17579193,,"76158",KING STREET FUNDING TRUST                         ,TORONTO           ,,,                                        ,M5V 2T3,ONTARIO           ,"720 KING STREET WEST, 2ND FLOOR           ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17576897,Transit        ,"20883",ELIZABETH AVE. EAST                               ,ST. JOHN'S        ,,,                                        ,A1A 1W6,NEWFOUNDLAND      ,"21 ELIZABETH AVENUE                       ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17575455,Transit        ,"94896","EASTOWN PLAZA, SCARBOROUGH, ONTARIO               ",SCARBOROUGH       ,,,                                        ,M1K 2S3,ONTARIO           ,"EASTOWN SHOPPING PLAZA,2668 EGLINTON AVE.E",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17577290,Transit        ,"37572","THORNTON & KING, OSHAWA, ONTARIO                  ",OSHAWA            ,,,                                        ,L1J 2L5,ONTARIO           ,"800 KING ST WEST                          ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17575954,Transit        ,"01743",LASCIE (SUB TO BAIE VERTE)                        ,WHITE BAY         ,,,                                        ,A0K 3M0,NEWFOUNDLAND      ,LA SCIE                                   ,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17577761,,"72876","MT PER SERV - FIN AGENT SERV, VPO, TORONTO        ",TORONTO           ,,,                                        ,M5H 1B4,ONTARIO           ,"15 KING STREET WEST, SUITE 1500           ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17576904,,"30445","CHARLOTTE AMALIE, U.S. VIRGIN ISLANDS.            ",ST. THOMAS        ,,,                                        ,"00801  ",VIRGIN ISLANDS    ,P.O. BOX 420 CHARLOTTE AMALIE             ,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17579421,Transit        ,"30874",BROKER CHANNEL - SES - PLAN OF BRANCH             ,TORONTO           ,,,                                        ,       ,ONTARIO           ,******************************************,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17579681,,"84913",MLSE PARTNERSHIP                                  ,TORONTO           ,,,                                        ,M5C 3G7,ONTARIO           ,"100 YONGE STREET, 6TH FLOOR               ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17576036,,"83758",CB CAN CONS-INDUST AND RETAIL                     ,TORONTO           ,,,                                        ,M5H 1H1,ONTARIO           ,"40 KING STREET WEST, SCOTIA PLAZA, 62ND FL",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17576199,,"13615",MANAGING DIRECTORS OFFICE - TURKS                 ,TURKS & CAICOS IS.,,,                                        ,       ,TURKS&CAICOS ISBWI,"PO BOX 15, TURKS & CAICOS ISLANDS         ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17579270,,"44073",OLIGRA (ADJUSTMENTS)                              ,TORONTO           ,,,                                        ,M5V 2T3,ONTARIO           ,"720 KING ST. WEST, 2ND FLOOR              ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
91196680,,"58222",DUNDAS AND KIPLING                                ,TORONTO           ,,,                                        ,M9B 0E5,ONTARIO           ,                                          ,2020-06-15-16.22.46.000000,2023-12-07-21.15.31.000000
65745015,,"38448",EITS EMPL TSDFS FIELD SUPPORT                     ,TORONTO           ,,,                                        ,M5H 1H1,ONTARIO           ,"44 KING STREET WEST, 7TH FLOOR            ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
69435008,,"92254",GWI EVENTS                                        ,TORONTO           ,,,                                        ,M5H 1H1,ONTARIO           ,"40 KING STREET WEST, 13TH FLOOR           ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17575886,,"81588",ISS NATIONAL SERVICE                              ,TORONTO           ,,,                                        ,M5C 2W1,ONTARIO           ,"100 YONGE STREET, 18TH FLOOR              ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17580022,,"57828",CRST 2009 - 1                                     ,TORONTO           ,,,                                        ,M5V 2T3,ONTARIO           ,"720 KING STREET WEST, 2ND FLOOR           ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17578239,Transit        ,"05066","42 TALBOT STREET, AYLMER, ONTARIO                 ",AYLMER            ,,,                                        ,N5H 1H4,ONTARIO           ,"42 TALBOT STREET EAST                     ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
91196863,,"06114",WM PARTNERSHIPS TORONTO TEAM                      ,TORONTO           ,,,                                        ,M5H 1H1,ONTARIO           ,"40 KING STREET WEST, 52ND FLOOR           ",2022-06-07-16.07.48.000000,2023-12-07-21.15.31.000000
17578269,Transit        ,"72520","CAMBIE  & 12TH, VANCOUVER, B. C.                  ",VANCOUVER         ,,,                                        ,V5Z 3X7,BRITISH COLUMBIA  ,"130 - 555 WEST 12TH AVENUE                ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17580624,,"70748",RESERVED TRANSIT                                  ,******************,,,                                        ,       ,******************,******************************************,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17577097,Transit        ,"20404",SMYTHE & DUNDONALD                                ,FREDERICTON       ,,,                                        ,E3B 3E6,NEW BRUNSWICK     ,"524 SMYTHE STREET                         ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
84923009,,"04125",GBM MEXICO                                        ,MEXICO CITY       ,,,                                        ,       ,MEXICO            ,BLVD MANUEL AVILA CAMACHO 1 FLOOR #1      ,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17578313,,"63248",SCOTIALINE VISA ADMIN EXPENSES                    ,SCARBOROUGH       ,,,                                        ,M1L 4S2,ONTARIO           ,"2201 EGLINTON AVENUE EAST                 ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17577586,,"32466","INTERNATIONAL PERSONNEL, EXECUTIVE OFFICES        ",TORONTO           ,,,                                        ,M5H 1H1,ONTARIO           ,"44 KING STREET WEST, 12TH FLOOR           ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
91196931,,"93740",RESERVED TRANSIT                                  ,                  ,,,                                        ,       ,BRITISH COLUMBIA  ,                                          ,2022-06-07-16.07.48.000000,2023-12-07-21.15.31.000000
17575753,Transit        ,"72629","TD SQUARE, CALGARY, ALBERTA                       ",CALGARY           ,,,                                        ,T2P 1C1,ALBERTA           ,"TD SQUARE,  320 - 8TH AVE S. W.           ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17579188,,"61184",ST. LUCIA CRCU                                    ,                  ,,,                                        ,       ,ST.LUCIA          ,******************************************,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
91196345,,"56978",RESERVED TRANSIT                                  ,                  ,,,                                        ,       ,SASKATCHEWAN      ,                                          ,2018-02-07-22.46.39.000000,2023-12-07-21.15.31.000000
17580731,,"84285","MUMBAI BRANCH, INDIA                              ",MUMBAI            ,,,                                        ,"400 021",INDIA             ,P. O. BOX 11507 NARIMAN POINT             ,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
91196642,,"06745",DR DIGITAL BANKING                                ,SANTO DOMINGO     ,,,                                        ,       ,DOMINICAN REPULIC ,                                          ,2019-11-07-00.29.09.000000,2023-12-07-21.15.31.000000
17578161,,"26146",NATIONAL TRUSTCO INC - ELIMINATION                ,******************,,,                                        ,       ,******************,******************************************,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17575500,,"62836",OPERATIONS COST CENTRES                           ,TORONTO           ,,,                                        ,M5H 1H1,ONTARIO           ,"EXECUTIVE OFFICE,44 KING STREET WEST      ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
91196899,,"67017",DW HEAD OFFICE BNSII                              ,TORONTO           ,,,                                        ,M5H 1H1,ONTARIO           ,                                          ,2022-06-07-16.07.48.000000,2023-12-07-21.15.31.000000
17576426,Transit        ,"80192","BRACEBRIDGE, ONT.                                 ",BRACEBRIDGE       ,,,                                        ,P1L 2E1,ONTARIO           ,"248-5 MANITOBA STREET                     ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
91196732,,"07125",SIDAC-PRIME SERVICES ADJ                          ,DUBLIN            ,,,                                        ,       ,                  ,                                          ,2020-06-15-16.22.46.000000,2023-12-07-21.15.31.000000
17577070,,"21345","LUCEA, JAMAICA                                    ",HANOVER           ,,,                                        ,       ,JAMAICA           ,MOSLEY ST PO BOX 63                       ,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
91196372,,"04925",BBVA CHILE BANK                                   ,SANTIAGO          ,,,                                        ,       ,UNITED STATES     ,                                          ,2018-02-07-22.46.39.000000,2023-12-07-21.15.31.000000
17578846,,"23093",RESTRUCTURING                                     ,TORONTO           ,,,                                        ,M5H 1H1,ONTARIO           ,"S. FICYCH,FINANCE-40 KING ST. W., 9TH FLR ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17575907,,"04135",LONDON - SECURITIES OPERATIONS                    ,LONDON            ,,,                                        ,EC2M3NS,ENGLAND           ,"201 BISHOPSGATE, 6TH FLOOR                ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17580148,,"09662",AE-OFFSITE ABMS                                   ,******************,,,                                        ,       ,******************,******************************************,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17579251,,"84863",SCOTIA WATEROUS SINGAPORE OFFICE                  ,SINGAPORE         ,,,                                        ,"069437 ",SINGAPORE         ,"63 CLUB STREET                            ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17575387,Transit        ,"74096",BLOOR AND CHURCH STUDENT LOAN CENTRE              ,TORONTO           ,,,                                        ,M4W 1B9,ONTARIO           ,"160 BLOOR STREET EAST, SUITE 1152A        ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17578679,,"93203",SM 270 - FREDERICTON                              ,FREDERICTON       ,,,                                        ,E3B 5H8,NEW BRUNSWICK     ,"440 KING STREET                           ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17575252,Transit        ,"14076",QUEEN AND CHURCH STUDENT LOAN CENTRE              ,TORONTO           ,,,                                        ,M5C 1R8,ONTARIO           ,"79 QUEEN STREET EAST 2ND FLOOR            ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17576267,,"75465",MERCHANT BANKING-LONDON (ADJUSTMENT)              ,LONDON            ,,,                                        ,       ,ENGLAND           ,"33 FINSBURY SQUARE                        ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17578589,Transit        ,"20917",MANITOBA CENTRAL ABM PROCESSING CTR               ,MISSISSAUGA       ,,,                                        ,L4W 0B4,ONTARIO           ,"4715 TAHOE BOULEVARD                      ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17579005,,"77586",LONDON & AREA D.V.P. EXPENSE                      ,LONDON            ,,,                                        ,N6H 1S6,ONTARIO           ,"C/O CHERRYHILL VILLAGEMALL,301 OXFORD ST W",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
79279012,,"29066",SEATON                                            ,PICKERING         ,,,                                        ,L1X 0J1,ONTARIO           ,******************************************,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17580392,,"40915",TRUST COMPANY (BAHAMAS) LIMITED                   ,NASSAU            ,,,                                        ,       ,BAHAMAS           ,PO BOX N3016 BERNARD SUNLEY BLG. RAWSON SQ,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17577858,,"00638",SCOTIATRUST - SASKATOON BRANCH                    ,SASKATOON         ,,,                                        ,S7K 1K6,SASKATCHEWAN      ,"502 - 111 2ND AVENUE SOUTH                ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
80791001,,"03555",IMMOBILIARIA SCOTIA INV GAAP                      ,                  ,,,                                        ,       ,                  ,******************************************,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17575918,,"84343",BELIZE BRS. PRE-JULY 2003 REVERSAL                ,                  ,,,                                        ,       ,BELIZE            ,                                          ,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17577657,,"61986",BARRIE & AREA DVP PLAN OF BR                      ,******************,,,                                        ,       ,ONTARIO           ,******************************************,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
80791011,,"12674",CORP SOCIAL RESPONSIBILITY PRG                    ,TORONTO           ,,,                                        ,M5H 1H1,ONTARIO           ,"40 KING STREET WEST, 6TH FLOOR            ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
79691002,,"11874",DC SCOTIA PENSION PLAN                            ,TORONTO           ,,,                                        ,M5H 1H1,ONTARIO           ,"44 KING STREET WEST, 12TH FLOOR           ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17577424,,"21600",SOUTHEAST BC DVP EXP                              ,VANCOUVER         ,,,                                        ,V6B 4N7,BRITISH COLUMBIA  ,"650 WEST GEORGIA ST, 34TH FL, PO BOX 11501",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17576686,Transit        ,"60723",SPRINGDALE                                        ,SPRINGDALE        ,,,                                        ,A0J 1T0,NEWFOUNDLAND      ,P.O. BOX 279                              ,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17575836,,"10801",EASTERN TRUST                                     ,MONTREAL          ,,,                                        ,H3A 3L6,QUEBEC            ,"1800 MCGILL COLLEGE AVE,(FOR C/A USE ONLY)",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17578807,Transit        ,"35238",BANK ONLY - SHARED SERVICES ADJUSTMENTS           ,TORONTO           ,,,                                        ,M3C 0N5,ONTARIO           ,"90 WYNFORD DRIVE, 5TH FLOOR               ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17575332,Transit        ,"34686",NT LAKESHORE & 5TH                                ,TORONTO           ,,,                                        ,M8V 1H9,ONTARIO           ,"2860 LAKESHORE BLVD WEST                  ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17579363,Transit        ,"81950",COAL HARBOUR                                      ,VANCOUVER         ,,,                                        ,V6G 3L2,BRITISH COLUMBIA  ,"591 CARDERO STREET                        ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17576005,,"35048",SPCG - BURLINGTON                                 ,BURLINGTON        ,,,                                        ,L7P 5B1,ONTARIO           ,"1005 SKYVIEW DRIVE, SUITE 322             ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
