"NCR_PD_BAND_ID","NCR_PD_BAND_KEY_VAL","NCR_EXPSR_CL_KEY_VAL","PD_MIN_VAL","PD_MAX_VAL","PD_MIN_VAL_DESC","PD_MAX_VAL_DESC","PD_BAND_EXPSR_CL_DESC","NCR_PD_BAND_DESC","FRS_CD","PD_BAND","EFF_FROM_YR_MTH","EFF_TO_YR_MTH","CRNT_F","INSRT_PROCESS_TMSTMP","UPDT_PROCESS_TMSTMP"
17377,"1408","0599",0.00730000,0.01230000,"0.73%","1.23%",No Exposure Class,PD Band 8,"8","8","202401","202411",N,2024-01-29-13.42.00.000000,2024-12-13-13.57.00.000000
17110,"1409","0501",,,,,Mortgage and HELOC,PD Band 9,"9","9","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17505,"1409","0599",0.00800000,0.01120000,"0.80%","1.12%",No Exposure Class,PD Band 9,"9","9","202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17122,"1410","0501",,,,,Mortgage and HELOC,PD Band 10,"10","10","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17506,"1410","0502",0.19710000,0.99840000,"19.71%","99.84%",Mortgage,PD Band 10,"10","10","202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17384,"1410","0503",0.99840000,0.99840000,"99.84%","99.84%",HELOC,PD Band 10,"10","10","202401","999912",Y,2024-01-29-13.42.00.000000,2024-01-29-13.42.00.000000
17510,"1411","0502",0.99850000,0.99850000,"99.85%","99.85%",Mortgage,PD Band 11,"11","11","202412","999912",Y,2025-01-06-13.57.00.000000,2025-01-06-13.57.00.000000
17391,"1411","0507",0.07920000,0.08590000,"7.92%","8.59%",Other Retail,PD Band 11,"11","11","202401","202411",N,2024-01-29-13.42.00.000000,2024-12-13-13.57.00.000000
17393,"1412","0502",0.37140000,0.57350000,"37.14%","57.35%",Mortgage,PD Band 12,"12","12","202401","202411",N,2024-01-29-13.42.00.000000,2024-12-13-13.57.00.000000
17148,"1412","0503",0.99860000,0.99860000,"99.8600%","99.8600%",HELOC,PD Band 12,"12","12","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17150,"1412","0505",,,,,Credit Card,PD Band 12,"12","12","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17157,"1413","0500",,,,,Total Retail,PD Band 13,"13","13","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17165,"1413","0510",,,,,Residential Mortgage - CMHC Insured,PD Band 13,"13","13","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17167,"1413","0512",,,,,Residential Mortgage - Non-Insured,PD Band 13,"13","13","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17403,"1414","0502",0.99880000,0.99880000,"99.88%","99.88%",Mortgage,PD Band 14,"14","14","202401","999912",Y,2024-01-29-13.42.00.000000,2024-01-29-13.42.00.000000
17173,"1414","0504",0.25930000,0.28180000,"25.9300%","28.1800%",Total QRRE,PD Band 14,"14","14","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17411,"1415","0507",0.22240000,0.37950000,"22.24%","37.95%",Other Retail,PD Band 15,"15","15","202401","202411",N,2024-01-29-13.42.00.000000,2024-12-13-13.57.00.000000
17600,"1415","0599",0.03640000,0.05720000,"3.64%","5.72%",No Exposure Class,PD Band 15,"15","15","202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17414,"1416","0503",0.99900000,0.99900000,"99.90%","99.90%",HELOC,PD Band 16,"16","16","202401","999912",Y,2024-01-29-13.42.00.000000,2024-01-29-13.42.00.000000
17601,"1416","0504",0.24000000,0.28120000,"24.00%","28.12%",Total QRRE,PD Band 16,"16","16","202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17203,"1416","0512",,,,,Residential Mortgage - Non-Insured,PD Band 16,"16","16","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17530,"1416","0599",0.08450000,0.10090000,"8.45%","10.09%",No Exposure Class,PD Band 16,"16","16","202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17603,"1416","0599",0.05730000,0.06770000,"5.73%","6.77%",No Exposure Class,PD Band 16,"16","16","202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17208,"1417","0503",0.99910000,0.99910000,"99.9100%","99.9100%",HELOC,PD Band 17,"17","17","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17424,"1418","0503",0.99920000,0.99920000,"99.92%","99.92%",HELOC,PD Band 18,"18","18","202401","999912",Y,2024-01-29-13.42.00.000000,2024-01-29-13.42.00.000000
17426,"1418","0507",0.51100000,0.99920000,"51.10%","99.92%",Other Retail,PD Band 18,"18","18","202401","202411",N,2024-01-29-13.42.00.000000,2024-12-13-13.57.00.000000
17227,"1418","0512",,,,,Residential Mortgage - Non-Insured,PD Band 18,"18","18","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17429,"1419","0503",0.99930000,0.99930000,"99.93%","99.93%",HELOC,PD Band 19,"19","19","202401","999912",Y,2024-01-29-13.42.00.000000,2024-01-29-13.42.00.000000
17233,"1419","0504",0.88460000,0.94720000,"88.4600%","94.7200%",Total QRRE,PD Band 19,"19","19","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17241,"1420","0500",,,,,Total Retail,PD Band 20,"20","20","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17243,"1420","0502",0.99940000,0.99940000,"99.9400%","99.9400%",Mortgage,PD Band 20,"20","20","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17249,"1420","0510",,,,,Residential Mortgage - CMHC Insured,PD Band 20,"20","20","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17257,"1421","0504",0.94740000,0.99950000,"94.7400%","99.9500%",Total QRRE,PD Band 21,"21","21","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17259,"1421","0506",,,,,LOC,PD Band 21,"21","21","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17442,"1421","0599",0.51100000,0.56520000,"51.10%","56.52%",No Exposure Class,PD Band 21,"21","21","202401","202411",N,2024-01-29-13.42.00.000000,2024-12-13-13.57.00.000000
17280,"1423","0503",0.99970000,0.99970000,"99.9700%","99.9700%",HELOC,PD Band 23,"23","23","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17294,"1424","0505",,,,,Credit Card,PD Band 24,"24","24","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17623,"1424","0507",0.43130000,0.46360000,"43.13%","46.36%",Other Retail,PD Band 24,"24","24","202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17304,"1425","0503",0.99990000,0.99990000,"99.9900%","99.9900%",HELOC,PD Band 25,"25","25","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17306,"1425","0505",,,,,Credit Card,PD Band 25,"25","25","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17626,"1425","0599",0.52200000,0.99990000,"52.20%","99.99%",No Exposure Class,PD Band 25,"25","25","202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17318,"1426","0505",,,,,Credit Card,Defaulted - 100%,"26","26","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17320,"1426","0507",1.00000000,1.00000000,"100.0000%","100.0000%",Other Retail,Defaulted - 100%,"26","26","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17030,"1402","0505",,,,,Credit Card,PD Band 2,"2","2","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17470,"1402","0507",0.00060000,0.00090000,"0.06%","0.09%",Other Retail,PD Band 2,"2","2","202412","999912",Y,2025-01-06-13.57.00.000000,2025-01-06-13.57.00.000000
17035,"1402","0512",,,,,Residential Mortgage - Non-Insured,PD Band 2,"2","2","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17046,"1403","0511",,,,,Residential Mortgage - Other Insured,PD Band 3,"3","3","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17558,"1404","0504",0.00170000,0.00500000,"0.17%","0.50%",Total QRRE,PD Band 4,"4","4","202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17058,"1404","0511",,,,,Residential Mortgage - Other Insured,PD Band 4,"4","4","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17064,"1405","0503",0.03720000,0.10450000,"3.7200%","10.4500%",HELOC,PD Band 5,"5","5","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17363,"1406","0502",0.00730000,0.01860000,"0.73%","1.86%",Mortgage,PD Band 6,"6","6","202401","202411",N,2024-01-29-13.42.00.000000,2024-12-13-13.57.00.000000
17569,"1406","0599",0.00300000,0.00560000,"0.30%","0.56%",No Exposure Class,PD Band 6,"6","6","202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17491,"1407","0502",0.01910000,0.02370000,"1.91%","2.37%",Mortgage,PD Band 7,"7","7","202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17495,"1407","0599",0.00470000,0.00630000,"0.47%","0.63%",No Exposure Class,PD Band 7,"7","7","202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17372,"1407","0599",0.00650000,0.00720000,"0.65%","0.72%",No Exposure Class,PD Band 7,"7","7","202401","202411",N,2024-01-29-13.42.00.000000,2024-12-13-13.57.00.000000
17374,"1408","0503",0.56530000,0.75630000,"56.53%","75.63%",HELOC,PD Band 8,"8","8","202401","202411",N,2024-01-29-13.42.00.000000,2024-12-13-13.57.00.000000
17500,"1408","0599",0.00640000,0.00790000,"0.64%","0.79%",No Exposure Class,PD Band 8,"8","8","202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17108,"1408","0599",0.01130000,0.02150000,"1.1300%","2.1500%",No Exposure Class,PD Band 8,"8","8","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17383,"1410","0502",0.10020000,0.18860000,"10.02%","18.86%",Mortgage,PD Band 10,"10","10","202401","202411",N,2024-01-29-13.42.00.000000,2024-12-13-13.57.00.000000
17387,"1410","0599",0.01710000,0.02370000,"1.71%","2.37%",No Exposure Class,PD Band 10,"10","10","202401","202411",N,2024-01-29-13.42.00.000000,2024-12-13-13.57.00.000000
17140,"1411","0507",0.07930000,0.08790000,"7.9300%","8.7900%",Other Retail,PD Band 11,"11","11","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17145,"1412","0500",,,,,Total Retail,PD Band 12,"12","12","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17514,"1412","0502",0.99860000,0.99860000,"99.86%","99.86%",Mortgage,PD Band 12,"12","12","202412","999912",Y,2025-01-06-13.57.00.000000,2025-01-06-13.57.00.000000
17147,"1412","0502",0.25590000,0.52960000,"25.5900%","52.9600%",Mortgage,PD Band 12,"12","12","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17154,"1412","0511",,,,,Residential Mortgage - Other Insured,PD Band 12,"12","12","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17399,"1413","0503",0.99870000,0.99870000,"99.87%","99.87%",HELOC,PD Band 13,"13","13","202401","999912",Y,2024-01-29-13.42.00.000000,2024-01-29-13.42.00.000000
17168,"1413","0599",0.07930000,0.10050000,"7.9300%","10.0500%",No Exposure Class,PD Band 13,"13","13","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17172,"1414","0503",0.99880000,0.99880000,"99.8800%","99.8800%",HELOC,PD Band 14,"14","14","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17178,"1414","0511",,,,,Residential Mortgage - Other Insured,PD Band 14,"14","14","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17526,"1415","0507",0.22050000,0.37570000,"22.05%","37.57%",Other Retail,PD Band 15,"15","15","202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17415,"1416","0504",0.51160000,0.62200000,"51.16%","62.20%",Total QRRE,PD Band 16,"16","16","202401","202411",N,2024-01-29-13.42.00.000000,2024-12-13-13.57.00.000000
17204,"1416","0599",0.14170000,0.14380000,"14.1700%","14.3800%",No Exposure Class,PD Band 16,"16","16","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17418,"1417","0502",0.99910000,0.99910000,"99.91%","99.91%",Mortgage,PD Band 17,"17","17","202401","999912",Y,2024-01-29-13.42.00.000000,2024-01-29-13.42.00.000000
17213,"1417","0510",,,,,Residential Mortgage - CMHC Insured,PD Band 17,"17","17","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17536,"1418","0599",0.13370000,0.19700000,"13.37%","19.70%",No Exposure Class,PD Band 18,"18","18","202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17229,"1419","0500",,,,,Total Retail,PD Band 19,"19","19","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17432,"1419","0599",0.28990000,0.37130000,"28.99%","37.13%",No Exposure Class,PD Band 19,"19","19","202401","202411",N,2024-01-29-13.42.00.000000,2024-12-13-13.57.00.000000
17252,"1420","0599",0.38340000,0.47420000,"38.3400%","47.4200%",No Exposure Class,PD Band 20,"20","20","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17253,"1421","0500",,,,,Total Retail,PD Band 21,"21","21","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17265,"1422","0500",,,,,Total Retail,PD Band 22,"22","22","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17267,"1422","0502",0.99960000,0.99960000,"99.9600%","99.9600%",Mortgage,PD Band 22,"22","22","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17445,"1422","0504",0.99960000,0.99960000,"99.96%","99.96%",Total QRRE,PD Band 22,"22","22","202401","999912",Y,2024-01-29-13.42.00.000000,2024-01-29-13.42.00.000000
17270,"1422","0505",,,,,Credit Card,PD Band 22,"22","22","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17447,"1422","0599",0.56530000,0.75630000,"56.53%","75.63%",No Exposure Class,PD Band 22,"22","22","202401","202411",N,2024-01-29-13.42.00.000000,2024-12-13-13.57.00.000000
17621,"1423","0507",0.27590000,0.43120000,"27.59%","43.12%",Other Retail,PD Band 23,"23","23","202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17453,"1424","0502",0.99980000,0.99980000,"99.98%","99.98%",Mortgage,PD Band 24,"24","24","202401","999912",Y,2024-01-29-13.42.00.000000,2024-01-29-13.42.00.000000
17291,"1424","0502",0.99980000,0.99980000,"99.9800%","99.9800%",Mortgage,PD Band 24,"24","24","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17295,"1424","0506",,,,,LOC,PD Band 24,"24","24","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17297,"1424","0510",,,,,Residential Mortgage - CMHC Insured,PD Band 24,"24","24","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17457,"1424","0599",0.86430000,0.95890000,"86.43%","95.89%",No Exposure Class,PD Band 24,"24","24","202401","202411",N,2024-01-29-13.42.00.000000,2024-12-13-13.57.00.000000
17305,"1425","0504",0.99990000,0.99990000,"99.9900%","99.9900%",Total QRRE,PD Band 25,"25","25","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17546,"1425","0599",0.87380000,0.99990000,"87.38%","99.99%",No Exposure Class,PD Band 25,"25","25","202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17323,"1426","0512",,,,,Residential Mortgage - Non-Insured,Defaulted - 100%,"26","26","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17328,"1499","0502",-2.00000000,-2.00000000,,,Mortgage,No PD Band,,,"200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17015,"1401","0502",0.00050000,0.00050000,"0.0500%","0.0500%",Mortgage,PD Band 1,"1","1","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17022,"1401","0511",,,,,Residential Mortgage - Other Insured,PD Band 1,"1","1","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17024,"1401","0599",0.00050000,0.00050000,"0.0500%","0.0500%",No Exposure Class,PD Band 1,"1","1","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17029,"1402","0504",0.00110000,0.00340000,"0.1100%","0.3400%",Total QRRE,PD Band 2,"2","2","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17550,"1402","0599",0.00060000,0.00070000,"0.06%","0.07%",No Exposure Class,PD Band 2,"2","2","202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17347,"1402","0599",0.00060000,0.00070000,"0.06%","0.07%",No Exposure Class,PD Band 2,"2","2","202401","202411",N,2024-01-29-13.42.00.000000,2024-12-13-13.57.00.000000
17041,"1403","0504",0.00350000,0.00620000,"0.3500%","0.6200%",Total QRRE,PD Band 3,"3","3","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17043,"1403","0506",,,,,LOC,PD Band 3,"3","3","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17353,"1404","0502",0.00200000,0.00340000,"0.20%","0.34%",Mortgage,PD Band 4,"4","4","202401","202411",N,2024-01-29-13.42.00.000000,2024-12-13-13.57.00.000000
17478,"1404","0504",0.00470000,0.00610000,"0.47%","0.61%",Total QRRE,PD Band 4,"4","4","202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17559,"1404","0507",0.00240000,0.00290000,"0.24%","0.29%",Other Retail,PD Band 4,"4","4","202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17057,"1404","0510",,,,,Residential Mortgage - CMHC Insured,PD Band 4,"4","4","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17480,"1404","0599",0.00100000,0.00140000,"0.10%","0.14%",No Exposure Class,PD Band 4,"4","4","202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17481,"1405","0502",0.00470000,0.00710000,"0.47%","0.71%",Mortgage,PD Band 5,"5","5","202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17483,"1405","0504",0.00620000,0.00790000,"0.62%","0.79%",Total QRRE,PD Band 5,"5","5","202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17069,"1405","0510",,,,,Residential Mortgage - CMHC Insured,PD Band 5,"5","5","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17073,"1406","0500",,,,,Total Retail,PD Band 6,"6","6","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17087,"1407","0502",0.01700000,0.01970000,"1.7000%","1.9700%",Mortgage,PD Band 7,"7","7","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17497,"1408","0503",0.99820000,0.99820000,"99.82%","99.82%",HELOC,PD Band 8,"8","8","202412","999912",Y,2025-01-06-13.57.00.000000,2025-01-06-13.57.00.000000
17375,"1408","0504",0.02720000,0.04710000,"2.72%","4.71%",Total QRRE,PD Band 8,"8","8","202401","202411",N,2024-01-29-13.42.00.000000,2024-12-13-13.57.00.000000
17103,"1408","0506",,,,,LOC,PD Band 8,"8","8","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17503,"1409","0504",0.02790000,0.04800000,"2.79%","4.80%",Total QRRE,PD Band 9,"9","9","202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17580,"1409","0507",0.00990000,0.01180000,"0.99%","1.18%",Other Retail,PD Band 9,"9","9","202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17127,"1410","0506",,,,,LOC,PD Band 10,"10","10","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17386,"1410","0507",0.04400000,0.07910000,"4.40%","7.91%",Other Retail,PD Band 10,"10","10","202401","202411",N,2024-01-29-13.42.00.000000,2024-12-13-13.57.00.000000
17141,"1411","0510",,,,,Residential Mortgage - CMHC Insured,PD Band 11,"11","11","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17153,"1412","0510",,,,,Residential Mortgage - CMHC Insured,PD Band 12,"12","12","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17155,"1412","0512",,,,,Residential Mortgage - Non-Insured,PD Band 12,"12","12","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17161,"1413","0504",0.14390000,0.25920000,"14.3900%","25.9200%",Total QRRE,PD Band 13,"13","13","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17521,"1413","0599",0.02420000,0.03840000,"2.42%","3.84%",No Exposure Class,PD Band 13,"13","13","202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17175,"1414","0506",,,,,LOC,PD Band 14,"14","14","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17182,"1415","0501",,,,,Mortgage and HELOC,PD Band 15,"15","15","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17184,"1415","0503",0.99890000,0.99890000,"99.8900%","99.8900%",HELOC,PD Band 15,"15","15","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17187,"1415","0506",,,,,LOC,PD Band 15,"15","15","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17527,"1415","0599",0.06360000,0.08440000,"6.36%","8.44%",No Exposure Class,PD Band 15,"15","15","202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17198,"1416","0505",,,,,Credit Card,PD Band 16,"16","16","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17206,"1417","0501",,,,,Mortgage and HELOC,PD Band 17,"17","17","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17531,"1417","0504",0.53590000,0.62930000,"53.59%","62.93%",Total QRRE,PD Band 17,"17","17","202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17212,"1417","0507",0.47430000,0.51440000,"47.4300%","51.4400%",Other Retail,PD Band 17,"17","17","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17421,"1417","0507",0.47620000,0.51090000,"47.62%","51.09%",Other Retail,PD Band 17,"17","17","202401","202411",N,2024-01-29-13.42.00.000000,2024-12-13-13.57.00.000000
17214,"1417","0511",,,,,Residential Mortgage - Other Insured,PD Band 17,"17","17","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17607,"1418","0504",0.52080000,0.52190000,"52.08%","52.19%",Total QRRE,PD Band 18,"18","18","202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17609,"1418","0599",0.07680000,0.11620000,"7.68%","11.62%",No Exposure Class,PD Band 18,"18","18","202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17239,"1419","0512",,,,,Residential Mortgage - Non-Insured,PD Band 19,"19","19","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17435,"1420","0504",0.95900000,0.99940000,"95.90%","99.94%",Total QRRE,PD Band 20,"20","20","202401","202411",N,2024-01-29-13.42.00.000000,2024-12-13-13.57.00.000000
17614,"1420","0507",0.17640000,0.18430000,"17.64%","18.43%",Other Retail,PD Band 20,"20","20","202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17438,"1421","0502",0.99950000,0.99950000,"99.95%","99.95%",Mortgage,PD Band 21,"21","21","202401","999912",Y,2024-01-29-13.42.00.000000,2024-01-29-13.42.00.000000
17541,"1421","0504",0.96420000,0.99950000,"96.42%","99.95%",Total QRRE,PD Band 21,"21","21","202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17617,"1421","0507",0.18440000,0.21500000,"18.44%","21.50%",Other Retail,PD Band 21,"21","21","202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17261,"1421","0510",,,,,Residential Mortgage - CMHC Insured,PD Band 21,"21","21","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17618,"1421","0599",0.19850000,0.23990000,"19.85%","23.99%",No Exposure Class,PD Band 21,"21","21","202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17266,"1422","0501",,,,,Mortgage and HELOC,PD Band 22,"22","22","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17443,"1422","0502",0.99960000,0.99960000,"99.96%","99.96%",Mortgage,PD Band 22,"22","22","202401","999912",Y,2024-01-29-13.42.00.000000,2024-01-29-13.42.00.000000
17268,"1422","0503",0.99960000,0.99960000,"99.9600%","99.9600%",HELOC,PD Band 22,"22","22","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17271,"1422","0506",,,,,LOC,PD Band 22,"22","22","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17446,"1422","0507",0.99960000,0.99960000,"99.96%","99.96%",Other Retail,PD Band 22,"22","22","202401","202512",N,2024-01-29-13.42.00.000000,2026-01-08-09.59.00.000000
17449,"1423","0503",0.99970000,0.99970000,"99.97%","99.97%",HELOC,PD Band 23,"23","23","202401","999912",Y,2024-01-29-13.42.00.000000,2024-01-29-13.42.00.000000
17285,"1423","0510",,,,,Residential Mortgage - CMHC Insured,PD Band 23,"23","23","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17290,"1424","0501",,,,,Mortgage and HELOC,PD Band 24,"24","24","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17454,"1424","0503",0.99980000,0.99980000,"99.98%","99.98%",HELOC,PD Band 24,"24","24","202401","999912",Y,2024-01-29-13.42.00.000000,2024-01-29-13.42.00.000000
17456,"1424","0507",0.99980000,0.99980000,"99.98%","99.98%",Other Retail,PD Band 24,"24","24","202401","202512",N,2024-01-29-13.42.00.000000,2026-01-08-09.59.00.000000
17302,"1425","0501",,,,,Mortgage and HELOC,PD Band 25,"25","25","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17312,"1425","0599",0.88460000,0.99990000,"88.4600%","99.9900%",No Exposure Class,PD Band 25,"25","25","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
