"GENL_LEDGER_ACCT_NUM","TRNST_NUM","EFF_FROM_YR_MTH","EFF_TO_YR_MTH","GENL_LEDGER_DESC","RCON_RLP_CD","CRNT_F","INSRT_PROCESS_TMSTMP","UPDT_PROCESS_TMSTMP"
"1557963   ","10132","201408","999912",SPL-DIR-FXD-RES,SPL       ,Y,2014-11-08-01.17.26.000000,2014-11-08-01.17.26.000000
"1557963   ","78196","201411","999912",SPL-DIR-FXD-RES,SPL       ,Y,2014-12-12-14.38.59.000000,2014-12-12-14.38.59.000000
"1558463   ","51169","201411","999912",IMP-SPL-DIR-FXD-RES,SPL       ,Y,2014-12-12-14.38.59.000000,2014-12-12-14.38.59.000000
"1558463   ","68106","201412","999912",IMP-SPL-DIR-FXD-RES,SPL       ,Y,2015-01-15-16.35.53.000000,2015-01-15-16.35.53.000000
"1558463   ","61242","201409","999912",IMP-SPL-DIR-FXD-RES,SPL       ,Y,2014-11-08-01.57.08.000000,2014-11-08-01.57.08.000000
"1558463   ","51003","201408","999912",IMP-SPL-DIR-FXD-RES,SPL       ,Y,2014-11-08-01.17.26.000000,2014-11-08-01.17.26.000000
"1558463   ","74062","201409","999912",IMP-SPL-DIR-FXD-RES,SPL       ,Y,2014-11-08-01.57.08.000000,2014-11-08-01.57.08.000000
"1558463   ","60194","201410","999912",IMP-SPL-DIR-FXD-RES,SPL       ,Y,2014-11-10-18.44.18.000000,2014-11-10-18.44.18.000000
"1558463   ","70383","201408","999912",IMP-SPL-DIR-FXD-RES,SPL       ,Y,2014-11-08-01.17.26.000000,2014-11-08-01.17.26.000000
"1558463   ","40154","201504","999912",IMP-SPL-DIR-FXD-RES,SPL       ,Y,2015-05-08-17.46.19.000000,2015-05-08-17.46.19.000000
"1558463   ","01859","201411","999912",IMP-SPL-DIR-FXD-RES,SPL       ,Y,2014-12-12-14.38.59.000000,2014-12-12-14.38.59.000000
