"GENL_LEDGER_ACCT_NUM","TRNST_NUM","EFF_FROM_YR_MTH","EFF_TO_YR_MTH","GENL_LEDGER_DESC","RCON_RLP_CD","CRNT_F","INSRT_PROCESS_TMSTMP","UPDT_PROCESS_TMSTMP"
"1557963   ","01172","201510","999912",SPL-DIR-FXD-RES,SPL       ,Y,2015-12-07-11.19.25.000000,2015-12-07-11.19.25.000000
"1557963   ","30122","201510","999912",SPL-DIR-FXD-RES,SPL       ,Y,2015-12-07-11.19.25.000000,2015-12-07-11.19.25.000000
"1557963   ","32219","201510","999912",SPL-DIR-FXD-RES,SPL       ,Y,2015-12-07-11.19.25.000000,2015-12-07-11.19.25.000000
"1557963   ","50872","201510","999912",SPL-DIR-FXD-RES,SPL       ,Y,2015-12-07-11.19.25.000000,2015-12-07-11.19.25.000000
"1558064   ","00182","201510","999912",SPL-DIR-VAR-RES,SPL       ,Y,2015-12-07-11.19.25.000000,2015-12-07-11.19.25.000000
"1558064   ","00208","201510","999912",SPL-DIR-VAR-RES,SPL       ,Y,2015-12-07-11.19.25.000000,2015-12-07-11.19.25.000000
"1558064   ","25486","201510","999912",SPL-DIR-VAR-RES,SPL       ,Y,2015-12-07-11.19.25.000000,2015-12-07-11.19.25.000000
"1558064   ","41889","201510","999912",SPL-DIR-VAR-RES,SPL       ,Y,2015-12-07-11.19.25.000000,2015-12-07-11.19.25.000000
"1558064   ","41962","201510","999912",SPL-DIR-VAR-RES,SPL       ,Y,2015-12-07-11.19.25.000000,2015-12-07-11.19.25.000000
"1558064   ","42432","201510","999912",SPL-DIR-VAR-RES,SPL       ,Y,2015-12-07-11.19.25.000000,2015-12-07-11.19.25.000000
"1558064   ","50146","201510","999912",SPL-DIR-VAR-RES,SPL       ,Y,2015-12-07-11.19.25.000000,2015-12-07-11.19.25.000000
"1558064   ","50393","201510","999912",SPL-DIR-VAR-RES,SPL       ,Y,2015-12-07-11.19.25.000000,2015-12-07-11.19.25.000000
"1558064   ","51532","201510","999912",SPL-DIR-VAR-RES,SPL       ,Y,2015-12-07-11.19.25.000000,2015-12-07-11.19.25.000000
"1558064   ","53280","201510","999912",SPL-DIR-VAR-RES,SPL       ,Y,2015-12-07-11.19.25.000000,2015-12-07-11.19.25.000000
"1558064   ","63032","201510","999912",SPL-DIR-VAR-RES,SPL       ,Y,2015-12-07-11.19.25.000000,2015-12-07-11.19.25.000000
"1558064   ","63099","201510","999912",SPL-DIR-VAR-RES,SPL       ,Y,2015-12-07-11.19.25.000000,2015-12-07-11.19.25.000000
"1558064   ","71803","201510","999912",SPL-DIR-VAR-RES,SPL       ,Y,2015-12-07-11.19.25.000000,2015-12-07-11.19.25.000000
"1558064   ","00752","201510","999912",SPL-DIR-VAR-RES,SPL       ,Y,2015-12-07-11.19.25.000000,2015-12-07-11.19.25.000000
"1558560   ","10454","201510","999912",IMP-SPL-DIR-VAR-RES,SPL       ,Y,2015-12-07-11.19.25.000000,2015-12-07-11.19.25.000000
"1558560   ","03251","201510","999912",IMP-SPL-DIR-VAR-RES,SPL       ,Y,2015-12-07-11.19.25.000000,2015-12-07-11.19.25.000000
"1615769   ","11080","201510","999912",UNAPPLIED FUNDS-SPL,SPL       ,Y,2015-12-07-11.19.25.000000,2015-12-07-11.19.25.000000
"1615769   ","11213","201510","999912",UNAPPLIED FUNDS-SPL,SPL       ,Y,2015-12-07-11.19.25.000000,2015-12-07-11.19.25.000000
"1615769   ","21550","201510","999912",UNAPPLIED FUNDS-SPL,SPL       ,Y,2015-12-07-11.19.25.000000,2015-12-07-11.19.25.000000
"1615769   ","21782","201510","999912",UNAPPLIED FUNDS-SPL,SPL       ,Y,2015-12-07-11.19.25.000000,2015-12-07-11.19.25.000000
"1615769   ","23556","201510","999912",UNAPPLIED FUNDS-SPL,SPL       ,Y,2015-12-07-11.19.25.000000,2015-12-07-11.19.25.000000
"1615769   ","40006","201510","999912",UNAPPLIED FUNDS-SPL,SPL       ,Y,2015-12-07-11.19.25.000000,2015-12-07-11.19.25.000000
"1615769   ","51110","201510","999912",UNAPPLIED FUNDS-SPL,SPL       ,Y,2015-12-07-11.19.25.000000,2015-12-07-11.19.25.000000
"1615769   ","52209","201510","999912",UNAPPLIED FUNDS-SPL,SPL       ,Y,2015-12-07-11.19.25.000000,2015-12-07-11.19.25.000000
"1615769   ","63172","201510","999912",UNAPPLIED FUNDS-SPL,SPL       ,Y,2015-12-07-11.19.25.000000,2015-12-07-11.19.25.000000
"1615769   ","70920","201510","999912",UNAPPLIED FUNDS-SPL,SPL       ,Y,2015-12-07-11.19.25.000000,2015-12-07-11.19.25.000000
"1687662   ","75457","201509","999912",R MTG-NHA,MOR       ,Y,2015-10-20-10.46.21.000000,2015-10-20-10.46.21.000000
"1557963   ","20206","201509","999912",SPL-DIR-FXD-RES,SPL       ,Y,2015-10-20-10.46.21.000000,2015-10-20-10.46.21.000000
"1557963   ","20842","201509","999912",SPL-DIR-FXD-RES,SPL       ,Y,2015-10-20-10.46.21.000000,2015-10-20-10.46.21.000000
"1557963   ","02790","201509","999912",SPL-DIR-FXD-RES,SPL       ,Y,2015-10-20-10.46.21.000000,2015-10-20-10.46.21.000000
"1904264   ","70813","200001","999912",ACCRD INT-SPL-RLP,SPL       ,Y,2015-07-13-14.16.35.000000,2015-07-13-14.16.35.000000
"1904264   ","60137","200001","999912",ACCRD INT-SPL-RLP,SPL       ,Y,2015-07-13-14.16.35.000000,2015-07-13-14.16.35.000000
"1904264   ","50740","200001","999912",ACCRD INT-SPL-RLP,SPL       ,Y,2015-07-13-14.16.35.000000,2015-07-13-14.16.35.000000
"1904264   ","00836","200001","999912",ACCRD INT-SPL-RLP,SPL       ,Y,2015-07-13-14.16.35.000000,2015-07-13-14.16.35.000000
"1904264   ","50112","200001","999912",ACCRD INT-SPL-RLP,SPL       ,Y,2015-07-13-14.16.35.000000,2015-07-13-14.16.35.000000
"1904264   ","71407","200001","999912",ACCRD INT-SPL-RLP,SPL       ,Y,2015-07-13-14.16.35.000000,2015-07-13-14.16.35.000000
"1558064   ","61549","201502","999912",SPL-DIR-VAR-RES,SPL       ,Y,2015-03-22-12.11.03.000000,2015-03-22-12.11.03.000000
"1558064   ","40972","201409","999912",SPL-DIR-VAR-RES,SPL       ,Y,2014-11-08-01.57.08.000000,2014-11-08-01.57.08.000000
"1558064   ","00992","201505","999912",SPL-DIR-VAR-RES,SPL       ,Y,2015-06-19-11.16.10.000000,2015-06-19-11.16.10.000000
"1558064   ","80218","201506","999912",SPL-DIR-VAR-RES,SPL       ,Y,2015-08-01-22.32.11.000000,2015-08-01-22.32.11.000000
"1558064   ","32193","201506","999912",SPL-DIR-VAR-RES,SPL       ,Y,2015-08-01-22.32.11.000000,2015-08-01-22.32.11.000000
"1559362   ","38646","201407","999912",SPL-DAILY INTEREST,SPL       ,Y,2014-11-04-19.22.32.000000,2014-11-04-19.22.32.000000
"1559362   ","77982","201407","999912",SPL-DAILY INTEREST,SPL       ,Y,2014-11-04-19.22.32.000000,2014-11-04-19.22.32.000000
"1559362   ","94102","201407","999912",SPL-DAILY INTEREST,SPL       ,Y,2014-11-04-19.22.32.000000,2014-11-04-19.22.32.000000
"1559362   ","60038","201407","999912",SPL-DAILY INTEREST,SPL       ,Y,2014-11-04-19.22.32.000000,2014-11-04-19.22.32.000000
"1559362   ","10470","201407","999912",SPL-DAILY INTEREST,SPL       ,Y,2014-11-04-19.22.32.000000,2014-11-04-19.22.32.000000
"1559362   ","55202","201407","999912",SPL-DAILY INTEREST,SPL       ,Y,2014-11-04-19.22.32.000000,2014-11-04-19.22.32.000000
"1559362   ","40691","201407","999912",SPL-DAILY INTEREST,SPL       ,Y,2014-11-04-19.22.32.000000,2014-11-04-19.22.32.000000
"1559362   ","00273","201407","999912",SPL-DAILY INTEREST,SPL       ,Y,2014-11-04-19.22.32.000000,2014-11-04-19.22.32.000000
"1559362   ","91652","201407","999912",SPL-DAILY INTEREST,SPL       ,Y,2014-11-04-19.22.32.000000,2014-11-04-19.22.32.000000
"1559362   ","01529","201407","999912",SPL-DAILY INTEREST,SPL       ,Y,2014-11-04-19.22.32.000000,2014-11-04-19.22.32.000000
"1557963   ","01529","201411","999912",SPL-DIR-FXD-RES,SPL       ,Y,2014-12-12-14.38.59.000000,2014-12-12-14.38.59.000000
"1557963   ","50732","201410","999912",SPL-DIR-FXD-RES,SPL       ,Y,2014-11-10-18.44.18.000000,2014-11-10-18.44.18.000000
"1557963   ","60442","201408","999912",SPL-DIR-FXD-RES,SPL       ,Y,2014-11-08-01.17.26.000000,2014-11-08-01.17.26.000000
"1557963   ","50120","201410","999912",SPL-DIR-FXD-RES,SPL       ,Y,2014-11-10-18.44.18.000000,2014-11-10-18.44.18.000000
"1557963   ","48116","201504","999912",SPL-DIR-FXD-RES,SPL       ,Y,2015-05-08-17.46.19.000000,2015-05-08-17.46.19.000000
"1557963   ","70524","201408","999912",SPL-DIR-FXD-RES,SPL       ,Y,2014-11-08-01.17.26.000000,2014-11-08-01.17.26.000000
"1557963   ","90399","201503","999912",SPL-DIR-FXD-RES,SPL       ,Y,2015-04-16-15.28.10.000000,2015-04-16-15.28.10.000000
"1557963   ","58826","201503","999912",SPL-DIR-FXD-RES,SPL       ,Y,2015-04-16-15.28.10.000000,2015-04-16-15.28.10.000000
"1557963   ","44222","201408","999912",SPL-DIR-FXD-RES,SPL       ,Y,2014-11-08-01.17.26.000000,2014-11-08-01.17.26.000000
"1557963   ","78956","201506","999912",SPL-DIR-FXD-RES,SPL       ,Y,2015-08-01-22.32.11.000000,2015-08-01-22.32.11.000000
"1558463   ","70300","201411","999912",IMP-SPL-DIR-FXD-RES,SPL       ,Y,2014-12-12-14.38.59.000000,2014-12-12-14.38.59.000000
"1558463   ","60384","201408","999912",IMP-SPL-DIR-FXD-RES,SPL       ,Y,2014-11-08-01.17.26.000000,2014-11-08-01.17.26.000000
"1558463   ","70482","201407","999912",IMP-SPL-DIR-FXD-RES,SPL       ,Y,2014-11-04-19.22.32.000000,2014-11-04-19.22.32.000000
"1557963   ","32292","201509","999912",SPL-DIR-FXD-RES,SPL       ,Y,2015-10-20-10.46.21.000000,2015-10-20-10.46.21.000000
"1557963   ","41160","201509","999912",SPL-DIR-FXD-RES,SPL       ,Y,2015-10-20-10.46.21.000000,2015-10-20-10.46.21.000000
"1557963   ","47852","201509","999912",SPL-DIR-FXD-RES,SPL       ,Y,2015-10-20-10.46.21.000000,2015-10-20-10.46.21.000000
"1557963   ","50260","201509","999912",SPL-DIR-FXD-RES,SPL       ,Y,2015-10-20-10.46.21.000000,2015-10-20-10.46.21.000000
"1557963   ","50922","201509","999912",SPL-DIR-FXD-RES,SPL       ,Y,2015-10-20-10.46.21.000000,2015-10-20-10.46.21.000000
"1557963   ","61432","201509","999912",SPL-DIR-FXD-RES,SPL       ,Y,2015-10-20-10.46.21.000000,2015-10-20-10.46.21.000000
"1557963   ","64832","201509","999912",SPL-DIR-FXD-RES,SPL       ,Y,2015-10-20-10.46.21.000000,2015-10-20-10.46.21.000000
"1557963   ","73502","201509","999912",SPL-DIR-FXD-RES,SPL       ,Y,2015-10-20-10.46.21.000000,2015-10-20-10.46.21.000000
"1557963   ","88666","201509","999912",SPL-DIR-FXD-RES,SPL       ,Y,2015-10-20-10.46.21.000000,2015-10-20-10.46.21.000000
"1558064   ","10207","201509","999912",SPL-DIR-VAR-RES,SPL       ,Y,2015-10-20-10.46.21.000000,2015-10-20-10.46.21.000000
"1558064   ","10603","201509","999912",SPL-DIR-VAR-RES,SPL       ,Y,2015-10-20-10.46.21.000000,2015-10-20-10.46.21.000000
"1558064   ","11569","201509","999912",SPL-DIR-VAR-RES,SPL       ,Y,2015-10-20-10.46.21.000000,2015-10-20-10.46.21.000000
"1558064   ","12419","201509","999912",SPL-DIR-VAR-RES,SPL       ,Y,2015-10-20-10.46.21.000000,2015-10-20-10.46.21.000000
"1558064   ","13219","201509","999912",SPL-DIR-VAR-RES,SPL       ,Y,2015-10-20-10.46.21.000000,2015-10-20-10.46.21.000000
"1558064   ","21402","201509","999912",SPL-DIR-VAR-RES,SPL       ,Y,2015-10-20-10.46.21.000000,2015-10-20-10.46.21.000000
"1558064   ","21550","201509","999912",SPL-DIR-VAR-RES,SPL       ,Y,2015-10-20-10.46.21.000000,2015-10-20-10.46.21.000000
"1558064   ","21873","201509","999912",SPL-DIR-VAR-RES,SPL       ,Y,2015-10-20-10.46.21.000000,2015-10-20-10.46.21.000000
"1558064   ","30486","201509","999912",SPL-DIR-VAR-RES,SPL       ,Y,2015-10-20-10.46.21.000000,2015-10-20-10.46.21.000000
"1558064   ","35212","201509","999912",SPL-DIR-VAR-RES,SPL       ,Y,2015-10-20-10.46.21.000000,2015-10-20-10.46.21.000000
"1558064   ","00406","201509","999912",SPL-DIR-VAR-RES,SPL       ,Y,2015-10-20-10.46.21.000000,2015-10-20-10.46.21.000000
"1558064   ","40782","201509","999912",SPL-DIR-VAR-RES,SPL       ,Y,2015-10-20-10.46.21.000000,2015-10-20-10.46.21.000000
"1558064   ","41160","201509","999912",SPL-DIR-VAR-RES,SPL       ,Y,2015-10-20-10.46.21.000000,2015-10-20-10.46.21.000000
"1558064   ","45492","201509","999912",SPL-DIR-VAR-RES,SPL       ,Y,2015-10-20-10.46.21.000000,2015-10-20-10.46.21.000000
"1558064   ","47316","201509","999912",SPL-DIR-VAR-RES,SPL       ,Y,2015-10-20-10.46.21.000000,2015-10-20-10.46.21.000000
"1558064   ","47852","201509","999912",SPL-DIR-VAR-RES,SPL       ,Y,2015-10-20-10.46.21.000000,2015-10-20-10.46.21.000000
"1558064   ","52829","201509","999912",SPL-DIR-VAR-RES,SPL       ,Y,2015-10-20-10.46.21.000000,2015-10-20-10.46.21.000000
"1558064   ","05322","201509","999912",SPL-DIR-VAR-RES,SPL       ,Y,2015-10-20-10.46.21.000000,2015-10-20-10.46.21.000000
"1558064   ","40378","201409","999912",SPL-DIR-VAR-RES,SPL       ,Y,2014-11-08-01.57.08.000000,2014-11-08-01.57.08.000000
"1558064   ","41186","201504","999912",SPL-DIR-VAR-RES,SPL       ,Y,2015-05-08-17.46.19.000000,2015-05-08-17.46.19.000000
"1558064   ","45252","201410","999912",SPL-DIR-VAR-RES,SPL       ,Y,2014-11-10-18.44.18.000000,2014-11-10-18.44.18.000000
"1904760   ","10439","200001","999912",ACCRD INT-SPL,SPL       ,Y,2015-07-13-14.16.35.000000,2015-07-13-14.16.35.000000
"1904760   ","40964","200001","999912",ACCRD INT-SPL,SPL       ,Y,2015-07-13-14.16.35.000000,2015-07-13-14.16.35.000000
"1904760   ","02220","200001","999912",ACCRD INT-SPL,SPL       ,Y,2015-07-13-14.16.35.000000,2015-07-13-14.16.35.000000
"1904760   ","53132","200001","999912",ACCRD INT-SPL,SPL       ,Y,2015-07-13-14.16.35.000000,2015-07-13-14.16.35.000000
"1904760   ","24596","200001","999912",ACCRD INT-SPL,SPL       ,Y,2015-07-13-14.16.35.000000,2015-07-13-14.16.35.000000
"1559362   ","87866","201407","999912",SPL-DAILY INTEREST,SPL       ,Y,2014-11-04-19.22.32.000000,2014-11-04-19.22.32.000000
"1559362   ","00042","201407","999912",SPL-DAILY INTEREST,SPL       ,Y,2014-11-04-19.22.32.000000,2014-11-04-19.22.32.000000
"1559362   ","15396","201407","999912",SPL-DAILY INTEREST,SPL       ,Y,2014-11-04-19.22.32.000000,2014-11-04-19.22.32.000000
"1559362   ","21873","201407","999912",SPL-DAILY INTEREST,SPL       ,Y,2014-11-04-19.22.32.000000,2014-11-04-19.22.32.000000
"1559362   ","71407","201407","999912",SPL-DAILY INTEREST,SPL       ,Y,2014-11-04-19.22.32.000000,2014-11-04-19.22.32.000000
"1559362   ","18382","201407","999912",SPL-DAILY INTEREST,SPL       ,Y,2014-11-04-19.22.32.000000,2014-11-04-19.22.32.000000
"1559362   ","30320","201407","999912",SPL-DAILY INTEREST,SPL       ,Y,2014-11-04-19.22.32.000000,2014-11-04-19.22.32.000000
"1559362   ","10843","201407","999912",SPL-DAILY INTEREST,SPL       ,Y,2014-11-04-19.22.32.000000,2014-11-04-19.22.32.000000
"1559362   ","40873","201407","999912",SPL-DAILY INTEREST,SPL       ,Y,2014-11-04-19.22.32.000000,2014-11-04-19.22.32.000000
"1559362   ","76372","201407","999912",SPL-DAILY INTEREST,SPL       ,Y,2014-11-04-19.22.32.000000,2014-11-04-19.22.32.000000
"1615769   ","38646","201503","999912",UNAPPLIED FUNDS-SPL,SPL       ,Y,2015-04-16-15.28.10.000000,2015-04-16-15.28.10.000000
"1615769   ","37846","201504","999912",UNAPPLIED FUNDS-SPL,SPL       ,Y,2015-05-08-17.46.19.000000,2015-05-08-17.46.19.000000
"1615769   ","21873","201408","999912",UNAPPLIED FUNDS-SPL,SPL       ,Y,2014-11-08-01.17.26.000000,2014-11-08-01.17.26.000000
"1615769   ","60186","201501","999912",UNAPPLIED FUNDS-SPL,SPL       ,Y,2015-02-10-12.23.18.000000,2015-02-10-12.23.18.000000
"1558463   ","55566","201407","999912",IMP-SPL-DIR-FXD-RES,SPL       ,Y,2014-11-04-19.22.32.000000,2014-11-04-19.22.32.000000
"1558463   ","33472","201408","999912",IMP-SPL-DIR-FXD-RES,SPL       ,Y,2014-11-08-01.17.26.000000,2014-11-08-01.17.26.000000
"1558463   ","31609","201408","999912",IMP-SPL-DIR-FXD-RES,SPL       ,Y,2014-11-08-01.17.26.000000,2014-11-08-01.17.26.000000
"1558463   ","21162","201408","999912",IMP-SPL-DIR-FXD-RES,SPL       ,Y,2014-11-08-01.17.26.000000,2014-11-08-01.17.26.000000
"1558463   ","61630","201408","999912",IMP-SPL-DIR-FXD-RES,SPL       ,Y,2014-11-08-01.17.26.000000,2014-11-08-01.17.26.000000
"1558463   ","00992","201412","999912",IMP-SPL-DIR-FXD-RES,SPL       ,Y,2015-01-15-16.35.53.000000,2015-01-15-16.35.53.000000
"1558463   ","00356","201409","999912",IMP-SPL-DIR-FXD-RES,SPL       ,Y,2014-11-08-01.57.08.000000,2014-11-08-01.57.08.000000
"1558463   ","40352","201408","999912",IMP-SPL-DIR-FXD-RES,SPL       ,Y,2014-11-08-01.17.26.000000,2014-11-08-01.17.26.000000
"1558463   ","86462","201409","999912",IMP-SPL-DIR-FXD-RES,SPL       ,Y,2014-11-08-01.57.08.000000,2014-11-08-01.57.08.000000
"1558463   ","45476","201503","999912",IMP-SPL-DIR-FXD-RES,SPL       ,Y,2015-04-16-15.28.10.000000,2015-04-16-15.28.10.000000
"1557963   ","60053","201408","999912",SPL-DIR-FXD-RES,SPL       ,Y,2014-11-08-01.17.26.000000,2014-11-08-01.17.26.000000
"1557963   ","11130","201412","999912",SPL-DIR-FXD-RES,SPL       ,Y,2015-01-15-16.35.53.000000,2015-01-15-16.35.53.000000
"1557963   ","30130","201408","999912",SPL-DIR-FXD-RES,SPL       ,Y,2014-11-08-01.17.26.000000,2014-11-08-01.17.26.000000
"1557963   ","86462","201504","999912",SPL-DIR-FXD-RES,SPL       ,Y,2015-05-08-17.46.19.000000,2015-05-08-17.46.19.000000
"1557963   ","00166","201408","999912",SPL-DIR-FXD-RES,SPL       ,Y,2014-11-08-01.17.26.000000,2014-11-08-01.17.26.000000
"1557963   ","13862","201409","999912",SPL-DIR-FXD-RES,SPL       ,Y,2014-11-08-01.57.08.000000,2014-11-08-01.57.08.000000
"1557963   ","81760","201411","999912",SPL-DIR-FXD-RES,SPL       ,Y,2014-12-12-14.38.59.000000,2014-12-12-14.38.59.000000
"1557963   ","10264","201408","999912",SPL-DIR-FXD-RES,SPL       ,Y,2014-11-08-01.17.26.000000,2014-11-08-01.17.26.000000
"1557963   ","50278","201501","999912",SPL-DIR-FXD-RES,SPL       ,Y,2015-02-10-12.23.18.000000,2015-02-10-12.23.18.000000
"1557963   ","60392","201506","999912",SPL-DIR-FXD-RES,SPL       ,Y,2015-08-01-22.32.11.000000,2015-08-01-22.32.11.000000
"1557963   ","60186","201504","999912",SPL-DIR-FXD-RES,SPL       ,Y,2015-05-08-17.46.19.000000,2015-05-08-17.46.19.000000
"1558463   ","00786","201409","999912",IMP-SPL-DIR-FXD-RES,SPL       ,Y,2014-11-08-01.57.08.000000,2014-11-08-01.57.08.000000
"1558463   ","01123","201409","999912",IMP-SPL-DIR-FXD-RES,SPL       ,Y,2014-11-08-01.57.08.000000,2014-11-08-01.57.08.000000
"1558463   ","82222","201410","999912",IMP-SPL-DIR-FXD-RES,SPL       ,Y,2014-11-10-18.44.18.000000,2014-11-10-18.44.18.000000
"1558463   ","70292","201502","999912",IMP-SPL-DIR-FXD-RES,SPL       ,Y,2015-03-22-12.11.03.000000,2015-03-22-12.11.03.000000
"1558463   ","50658","201505","999912",IMP-SPL-DIR-FXD-RES,SPL       ,Y,2015-06-19-11.16.10.000000,2015-06-19-11.16.10.000000
"1558463   ","20669","201411","999912",IMP-SPL-DIR-FXD-RES,SPL       ,Y,2014-12-12-14.38.59.000000,2014-12-12-14.38.59.000000
"1558463   ","37846","201409","999912",IMP-SPL-DIR-FXD-RES,SPL       ,Y,2014-11-08-01.57.08.000000,2014-11-08-01.57.08.000000
"1558463   ","90316","201411","999912",IMP-SPL-DIR-FXD-RES,SPL       ,Y,2014-12-12-14.38.59.000000,2014-12-12-14.38.59.000000
"1558463   ","70441","201408","999912",IMP-SPL-DIR-FXD-RES,SPL       ,Y,2014-11-08-01.17.26.000000,2014-11-08-01.17.26.000000
"1560964   ","83212","201407","999912",NON-ACCRUAL-SPL,SPL       ,Y,2014-11-04-19.22.32.000000,2014-11-04-19.22.32.000000
"1560964   ","90324","201407","999912",NON-ACCRUAL-SPL,SPL       ,Y,2014-11-04-19.22.32.000000,2014-11-04-19.22.32.000000
"1560964   ","81802","201407","999912",NON-ACCRUAL-SPL,SPL       ,Y,2014-11-04-19.22.32.000000,2014-11-04-19.22.32.000000
"1560964   ","90670","201407","999912",NON-ACCRUAL-SPL,SPL       ,Y,2014-11-04-19.22.32.000000,2014-11-04-19.22.32.000000
"1560964   ","27052","201407","999912",NON-ACCRUAL-SPL,SPL       ,Y,2014-11-04-19.22.32.000000,2014-11-04-19.22.32.000000
"1560964   ","61762","201407","999912",NON-ACCRUAL-SPL,SPL       ,Y,2014-11-04-19.22.32.000000,2014-11-04-19.22.32.000000
"1560964   ","88336","201407","999912",NON-ACCRUAL-SPL,SPL       ,Y,2014-11-04-19.22.32.000000,2014-11-04-19.22.32.000000
"1560964   ","33472","201407","999912",NON-ACCRUAL-SPL,SPL       ,Y,2014-11-04-19.22.32.000000,2014-11-04-19.22.32.000000
"1558064   ","58826","201503","999912",SPL-DIR-VAR-RES,SPL       ,Y,2015-04-16-15.28.10.000000,2015-04-16-15.28.10.000000
"1558064   ","63172","201505","999912",SPL-DIR-VAR-RES,SPL       ,Y,2015-06-19-11.16.10.000000,2015-06-19-11.16.10.000000
"1558064   ","80317","201408","999912",SPL-DIR-VAR-RES,SPL       ,Y,2014-11-08-01.17.26.000000,2014-11-08-01.17.26.000000
"1904760   ","31336","200001","999912",ACCRD INT-SPL,SPL       ,Y,2015-07-13-14.16.35.000000,2015-07-13-14.16.35.000000
"1904760   ","48306","200001","999912",ACCRD INT-SPL,SPL       ,Y,2015-07-13-14.16.35.000000,2015-07-13-14.16.35.000000
"1904760   ","10041","200001","999912",ACCRD INT-SPL,SPL       ,Y,2015-07-13-14.16.35.000000,2015-07-13-14.16.35.000000
"1904760   ","33019","200001","999912",ACCRD INT-SPL,SPL       ,Y,2015-07-13-14.16.35.000000,2015-07-13-14.16.35.000000
"1904760   ","30320","200001","999912",ACCRD INT-SPL,SPL       ,Y,2015-07-13-14.16.35.000000,2015-07-13-14.16.35.000000
"1904760   ","50328","200001","999912",ACCRD INT-SPL,SPL       ,Y,2015-07-13-14.16.35.000000,2015-07-13-14.16.35.000000
"1904760   ","02303","200001","999912",ACCRD INT-SPL,SPL       ,Y,2015-07-13-14.16.35.000000,2015-07-13-14.16.35.000000
"1904760   ","70250","200001","999912",ACCRD INT-SPL,SPL       ,Y,2015-07-13-14.16.35.000000,2015-07-13-14.16.35.000000
"1904760   ","61002","200001","999912",ACCRD INT-SPL,SPL       ,Y,2015-07-13-14.16.35.000000,2015-07-13-14.16.35.000000
"1904760   ","13201","200001","999912",ACCRD INT-SPL,SPL       ,Y,2015-07-13-14.16.35.000000,2015-07-13-14.16.35.000000
"1904264   ","50609","200001","999912",ACCRD INT-SPL-RLP,SPL       ,Y,2015-07-13-14.16.35.000000,2015-07-13-14.16.35.000000
"1904264   ","72090","200001","999912",ACCRD INT-SPL-RLP,SPL       ,Y,2015-07-13-14.16.35.000000,2015-07-13-14.16.35.000000
"1904264   ","81331","200001","999912",ACCRD INT-SPL-RLP,SPL       ,Y,2015-07-13-14.16.35.000000,2015-07-13-14.16.35.000000
"1558463   ","83162","201409","999912",IMP-SPL-DIR-FXD-RES,SPL       ,Y,2014-11-08-01.57.08.000000,2014-11-08-01.57.08.000000
"1558463   ","60129","201408","999912",IMP-SPL-DIR-FXD-RES,SPL       ,Y,2014-11-08-01.17.26.000000,2014-11-08-01.17.26.000000
"1558463   ","45146","201411","999912",IMP-SPL-DIR-FXD-RES,SPL       ,Y,2014-12-12-14.38.59.000000,2014-12-12-14.38.59.000000
"1558463   ","20180","201411","999912",IMP-SPL-DIR-FXD-RES,SPL       ,Y,2014-12-12-14.38.59.000000,2014-12-12-14.38.59.000000
"1558463   ","22400","201412","999912",IMP-SPL-DIR-FXD-RES,SPL       ,Y,2015-01-15-16.35.53.000000,2015-01-15-16.35.53.000000
"1558463   ","10942","201411","999912",IMP-SPL-DIR-FXD-RES,SPL       ,Y,2014-12-12-14.38.59.000000,2014-12-12-14.38.59.000000
"1558463   ","41889","201407","999912",IMP-SPL-DIR-FXD-RES,SPL       ,Y,2014-11-04-19.22.32.000000,2014-11-04-19.22.32.000000
"1560964   ","30619","201407","999912",NON-ACCRUAL-SPL,SPL       ,Y,2014-11-04-19.22.32.000000,2014-11-04-19.22.32.000000
"1560964   ","50658","201407","999912",NON-ACCRUAL-SPL,SPL       ,Y,2014-11-04-19.22.32.000000,2014-11-04-19.22.32.000000
"1560964   ","52092","201407","999912",NON-ACCRUAL-SPL,SPL       ,Y,2014-11-04-19.22.32.000000,2014-11-04-19.22.32.000000
"1560964   ","71829","201407","999912",NON-ACCRUAL-SPL,SPL       ,Y,2014-11-04-19.22.32.000000,2014-11-04-19.22.32.000000
"1560964   ","21162","201407","999912",NON-ACCRUAL-SPL,SPL       ,Y,2014-11-04-19.22.32.000000,2014-11-04-19.22.32.000000
"1560964   ","00489","201407","999912",NON-ACCRUAL-SPL,SPL       ,Y,2014-11-04-19.22.32.000000,2014-11-04-19.22.32.000000
"1559362   ","01230","201407","999912",SPL-DAILY INTEREST,SPL       ,Y,2014-11-04-19.22.32.000000,2014-11-04-19.22.32.000000
"1559362   ","30932","201407","999912",SPL-DAILY INTEREST,SPL       ,Y,2014-11-04-19.22.32.000000,2014-11-04-19.22.32.000000
"1559362   ","02279","201407","999912",SPL-DAILY INTEREST,SPL       ,Y,2014-11-04-19.22.32.000000,2014-11-04-19.22.32.000000
"1559362   ","50203","201407","999912",SPL-DAILY INTEREST,SPL       ,Y,2014-11-04-19.22.32.000000,2014-11-04-19.22.32.000000
"1559362   ","10389","201407","999912",SPL-DAILY INTEREST,SPL       ,Y,2014-11-04-19.22.32.000000,2014-11-04-19.22.32.000000
"1559362   ","44776","201407","999912",SPL-DAILY INTEREST,SPL       ,Y,2014-11-04-19.22.32.000000,2014-11-04-19.22.32.000000
"1904264   ","74062","200001","999912",ACCRD INT-SPL-RLP,SPL       ,Y,2015-07-13-14.16.35.000000,2015-07-13-14.16.35.000000
