"CCAR_BASEL_PRD_TP_NM","EFF_FROM_YR_MTH","EFF_TO_YR_MTH","PRD_SHT_NM","EXPSR_SUB_TP_CD","BASEL_1_ASST_TP_CD","REGULATORY_PRD_TP_CD","PD_BAND_CD","CRNT_F","INSRT_PROCESS_TMSTMP","UPDT_PROCESS_TMSTMP"
REV_CON_CL_09_05_02,"201604","999912",RCCL090502                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_09_05_03,"201604","999912",RCCL090503                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_09_05_04,"201604","999912",RCCL090504                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_99_99_01,"201604","999912",RCCL999901                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_99_99_02,"201604","999912",RCCL999902                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_99_99_03,"201604","999912",RCCL999903                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CC_01_04_02,"201604","999912",OCCC010402                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CL_01_05_04,"201604","999912",OCCL010504                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CL_02_01_02,"201604","999912",OCCL020102                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CL_02_01_04,"201604","999912",OCCL020104                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CL_02_02_01,"201604","999912",OCCL020201                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CL_02_02_03,"201604","999912",OCCL020203                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CL_02_02_05,"201604","999912",OCCL020205                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CL_02_03_02,"201604","999912",OCCL020302                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CL_02_03_04,"201604","999912",OCCL020304                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CL_02_04_01,"201604","999912",OCCL020401                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CL_02_04_03,"201604","999912",OCCL020403                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CL_02_04_05,"201604","999912",OCCL020405                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
OTHER_CON_CL_02_05_01,"201604","999912",OCCL020501                              ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_07_01_05,"201604","999912",RCCL070105                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_07_03_04,"201604","999912",RCCL070304                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_07_04_03,"201604","999912",RCCL070403                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_07_04_04,"201604","999912",RCCL070404                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_07_05_01,"201604","999912",RCCL070501                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_07_05_05,"201604","999912",RCCL070505                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_08_02_04,"201604","999912",RCCL080204                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_08_03_03,"201604","999912",RCCL080303                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
REV_CON_CL_08_03_04,"201604","999912",RCCL080304                              ,Qualifying Revolving Exposures                    ,Revolving Credit                                  ,Commitments                                       ,RETAIL-REV,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
